step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.206321;0.206321;0.196005;0.261179;0.261179
1;0.208574;0.208574;0.198145;0.261179;0.261179
2;0.210863;0.210863;0.200320;0.261179;0.261179
3;0.173399;0.212608;0.201977;0.220896;0.263931
4;0.174339;0.213385;0.202716;0.220896;0.263931
5;0.166927;0.215121;0.204365;0.220896;0.263931
6;0.154275;0.213434;0.202762;0.194947;0.263332
7;0.135065;0.212982;0.202333;0.170874;0.262818
8;0.136037;0.213031;0.202380;0.170874;0.262818
9;0.149956;0.212432;0.201811;0.187690;0.261474
10;0.146279;0.214407;0.203686;0.187690;0.261474
11;0.094139;0.210845;0.200303;0.113289;0.259924
12;0.095282;0.209307;0.198842;0.119530;0.260532
13;0.127474;0.208274;0.197860;0.119530;0.260532
14;0.131738;0.205745;0.195457;0.119530;0.260532
15;0.128224;0.203963;0.193765;0.119530;0.260532
16;0.135263;0.201031;0.190980;0.119530;0.260532
17;0.101026;0.197454;0.187582;0.119530;0.260532
18;0.103026;0.195132;0.185375;0.119530;0.260532
19;0.105167;0.190662;0.181129;0.107158;0.240238
20;0.097257;0.187036;0.177684;0.092719;0.237446
21;0.097397;0.180733;0.171697;0.092719;0.237446
22;0.111634;0.183454;0.174282;0.092719;0.237446
23;0.104480;0.161094;0.153040;0.101697;0.217184
24;0.109998;0.151639;0.144057;0.101697;0.217184
25;0.125938;0.168977;0.160528;0.101697;0.217184
26;0.113470;0.147480;0.140106;0.110030;0.187890
27;0.126795;0.138331;0.131414;0.126649;0.189882
28;0.127646;0.132808;0.126167;0.126649;0.189882
29;0.129310;0.130578;0.124049;0.129049;0.161360
30;0.129687;0.128258;0.121845;0.127856;0.154660
31;0.132586;0.125254;0.118991;0.130619;0.148705
32;0.134349;0.123759;0.117571;0.132547;0.141315
33;0.135202;0.123589;0.117410;0.132547;0.141315
34;0.135391;0.123408;0.117238;0.132928;0.135927
35;0.135576;0.123207;0.117047;0.132928;0.134813
36;0.134830;0.122995;0.116845;0.134063;0.134813
37;0.134903;0.123092;0.116937;0.134063;0.134813
38;0.133976;0.123517;0.117341;0.134439;0.134439
39;0.134928;0.123579;0.117400;0.134439;0.134439
40;0.135095;0.123306;0.117141;0.134439;0.134439
41;0.135242;0.123365;0.117196;0.134439;0.134439
42;0.135320;0.123421;0.117250;0.134439;0.134439
43;0.123477;0.123477;0.117303;0.133308;0.133308
