step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.293979;0.293979
0;0.223888;0.223888;0.212694;0.293979;0.293979
1;0.227257;0.227257;0.215894;0.288646;0.288646
2;0.230229;0.230229;0.218717;0.288646;0.288646
3;0.258257;0.232827;0.221186;0.292769;0.291713
4;0.258077;0.235737;0.223950;0.293001;0.293246
5;0.261197;0.238383;0.226464;0.296155;0.297372
5;0.260968;0.238383;0.226464;0.296155;0.297372
6;0.262361;0.240552;0.228525;0.293876;0.294154
7;0.263851;0.242221;0.230110;0.294285;0.294770
8;0.265078;0.244420;0.232199;0.294285;0.294770
9;0.264477;0.247458;0.235085;0.296155;0.297372
10;0.263738;0.247550;0.235173;0.294966;0.296900
11;0.266891;0.250646;0.238114;0.295543;0.298303
12;0.268927;0.252563;0.239935;0.295543;0.298303
13;0.270559;0.253016;0.240365;0.296799;0.299472
14;0.272595;0.255493;0.242718;0.296799;0.299472
15;0.274317;0.257044;0.244192;0.297335;0.300646
16;0.275347;0.258543;0.245616;0.297579;0.300697
17;0.275917;0.259028;0.246077;0.298127;0.300616
18;0.277183;0.260958;0.247910;0.298127;0.300616
19;0.279242;0.262187;0.249078;0.298384;0.301408
20;0.281008;0.263628;0.250447;0.299374;0.301940
21;0.280974;0.264206;0.250996;0.299374;0.301940
22;0.282576;0.266269;0.252955;0.298338;0.302042
23;0.284436;0.267960;0.254562;0.297100;0.303134
24;0.285129;0.269127;0.255671;0.295421;0.302208
25;0.288375;0.270765;0.257227;0.295421;0.302208
26;0.288872;0.273225;0.259564;0.294812;0.303535
27;0.291063;0.274415;0.260694;0.294812;0.303535
28;0.293214;0.276770;0.262931;0.294868;0.303126
29;0.297176;0.278278;0.264364;0.294868;0.303126
30;0.301183;0.282330;0.268214;0.294868;0.303126
31;0.302914;0.284119;0.269913;0.294868;0.303126
32;0.305925;0.286680;0.272346;0.294868;0.303126
33;0.307805;0.288906;0.274461;0.303942;0.306264
34;0.310313;0.291067;0.276513;0.303942;0.306264
35;0.312706;0.293120;0.278464;0.303942;0.306264
36;0.315311;0.296068;0.281264;0.303942;0.306264
37;0.317341;0.297845;0.282953;0.303942;0.306264
38;0.319696;0.300172;0.285164;0.303942;0.306264
39;0.322102;0.302413;0.287292;0.303942;0.306264
