step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
33,33.0,992,992,0.29735,0.95643,0.00000,0.00000,0.08442,8.27,0.00,0.074,1067,722.0
34,34.0,1046,1046,0.29948,0.96326,0.00000,0.00000,0.08942,8.27,0.00,0.075,1064,722.1
35,35.0,1101,1101,0.30132,0.96912,0.00000,0.00000,0.09442,8.27,0.00,0.075,1060,721.7
36,36.0,1159,1159,0.30300,0.97429,0.00000,0.00000,0.09941,8.27,0.00,0.075,1058,721.1
37,37.0,1211,1211,0.30433,0.97818,0.00000,0.00000,0.10441,8.27,0.00,0.076,1057,721.0
38,38.0,1265,1265,0.30554,0.98160,0.00000,0.00000,0.10941,8.27,0.00,0.076,1057,720.9
39,39.0,1311,1311,0.30652,0.98409,0.00000,0.00000,0.11441,8.27,0.00,0.076,1057,720.9
40,40.0,1365,1365,0.30751,0.98659,0.00000,0.00000,0.11941,8.27,0.00,0.076,1058,720.8
41,41.0,1413,1413,0.30833,0.98847,0.00000,0.00000,0.12441,8.27,0.00,0.077,1059,721.2
42,42.0,1454,1454,0.30900,0.98987,0.00000,0.00000,0.12940,8.27,0.00,0.077,1060,721.1
43,43.0,1492,1492,0.30960,0.99102,0.00000,0.00000,0.13440,8.27,0.00,0.077,1061,721.0
44,44.0,1521,1521,0.31013,0.99180,0.00000,0.00000,0.13940,8.27,0.00,0.078,1063,721.3
45,45.0,1569,1569,0.31078,0.99296,0.00000,0.00000,0.14440,8.27,0.00,0.078,1064,720.9
46,46.0,1610,1610,0.31134,0.99381,0.00000,0.00000,0.14939,8.27,0.00,0.078,1066,721.1
47,47.0,1647,1647,0.31184,0.99450,0.00000,0.00000,0.15439,8.27,0.00,0.078,1068,721.2
48,48.0,1706,1706,0.31243,0.99543,0.00000,0.00000,0.15939,8.27,0.00,0.079,1070,721.3
49,49.0,1771,1771,0.31298,0.99628,0.00000,0.00000,0.16439,8.27,0.00,0.079,1071,720.8
50,50.0,1819,1819,0.31343,0.99680,0.00000,0.00000,0.16938,8.27,0.00,0.079,1073,720.7
51,51.0,1869,1869,0.31386,0.99727,0.00000,0.00000,0.17438,8.27,0.00,0.079,1076,721.0
52,52.0,1925,1925,0.31430,0.99771,0.00000,0.00000,0.17938,8.27,0.00,0.080,1077,720.4
53,53.0,1985,1985,0.31470,0.99811,0.00000,0.00000,0.18438,8.27,0.00,0.080,1079,720.4
54,54.0,2024,2024,0.31507,0.99833,0.00000,0.00000,0.18938,8.27,0.00,0.080,1081,720.5
55,55.0,2070,2070,0.31544,0.99855,0.00000,0.00000,0.19438,8.27,0.00,0.080,1083,720.5
56,56.0,2107,2107,0.31580,0.99871,0.00000,0.00000,0.19937,8.27,0.00,0.081,1085,720.5
57,57.0,2166,2166,0.31618,0.99893,0.00000,0.00000,0.20437,8.27,0.00,0.081,1087,720.5
58,58.0,2201,2201,0.31651,0.99904,0.00000,0.00000,0.20937,8.27,0.00,0.081,1089,720.5
59,59.0,2243,2243,0.31685,0.99916,0.00000,0.00000,0.21437,8.27,0.00,0.081,1091,720.4
60,60.0,2296,2296,0.31718,0.99929,0.00000,0.00000,0.21937,8.27,0.00,0.081,1093,720.2
61,61.0,2342,2342,0.31751,0.99939,0.00000,0.00000,0.22437,8.27,0.00,0.082,1094,719.4
62,62.0,2376,2376,0.31783,0.99945,0.00000,0.00000,0.22937,8.27,0.00,0.082,1097,720.0
63,63.0,2407,2407,0.31814,0.99950,0.00000,0.00000,0.23436,8.27,0.00,0.082,1098,719.2
64,64.0,2455,2455,0.31847,0.99957,0.00000,0.00000,0.23936,8.27,0.00,0.082,1101,719.7
65,65.0,2506,2506,0.31880,0.99963,0.00000,0.00000,0.24436,8.27,0.00,0.083,1103,719.7
66,66.0,2538,2539,0.31913,0.99967,0.00000,0.00000,0.24936,8.27,0.00,0.083,1105,719.6
1,1.0,13,13,0.01919,0.04023,0.00000,0.00000,0.00111,8.27,0.00,0.159,188,148.3
2,2.0,15,15,0.02181,0.04627,0.00000,0.00000,0.00226,8.27,0.00,0.159,416,157.5
3,3.0,20,20,0.02638,0.06122,0.00000,0.00000,0.00342,8.27,0.00,0.160,422,157.6
4,4.0,26,26,0.03339,0.07884,0.00000,0.00000,0.00477,8.27,0.00,0.160,488,187.6
5,5.0,32,32,0.03894,0.09613,0.00000,0.00000,0.00612,8.27,0.00,0.160,518,187.9
6,6.0,36,36,0.04261,0.10748,0.00000,0.00000,0.00746,8.27,0.00,0.160,532,187.1
7,7.0,39,39,0.04542,0.11590,0.00000,0.00000,0.00879,8.27,0.00,0.160,552,187.8
8,8.0,44,44,0.04974,0.12975,0.00000,0.00000,0.01013,8.27,0.00,0.160,563,187.5
9,9.0,47,47,0.05248,0.13796,0.00000,0.00000,0.01148,8.27,0.00,0.160,584,190.6
10,10.0,47,47,0.05272,0.13796,0.00000,0.00000,0.01283,8.27,0.00,0.161,595,191.7
11,11.0,50,50,0.05522,0.14609,0.00000,0.00000,0.01418,8.27,0.00,0.161,595,189.9
12,12.0,52,52,0.05704,0.15147,0.00000,0.00000,0.01553,8.27,0.00,0.161,606,191.7
13,13.0,54,54,0.05879,0.15681,0.00000,0.00000,0.01688,8.27,0.00,0.161,609,192.2
14,14.0,57,57,0.06128,0.16476,0.00000,0.00000,0.01825,8.27,0.00,0.161,612,192.9
15,15.0,58,58,0.06229,0.16740,0.00000,0.00000,0.01963,8.27,0.00,0.161,631,196.8
16,16.0,61,61,0.06473,0.17525,0.00000,0.00000,0.02102,8.27,0.00,0.161,633,197.3
17,17.0,62,62,0.06571,0.17785,0.00000,0.00000,0.02242,8.27,0.00,0.161,638,199.7
18,18.0,63,63,0.06662,0.18044,0.00000,0.00000,0.02384,8.27,0.00,0.162,647,201.2
19,19.0,64,64,0.06756,0.18303,0.00000,0.00000,0.02526,8.27,0.00,0.162,656,202.8
20,20.0,65,65,0.06844,0.18560,0.00000,0.00000,0.02668,8.27,0.00,0.162,657,202.9
21,21.0,66,66,0.06930,0.18817,0.00000,0.00000,0.02811,8.27,0.00,0.162,658,203.1
22,22.0,66,66,0.06942,0.18817,0.00000,0.00000,0.02954,8.27,0.00,0.162,660,204.0
23,23.0,71,71,0.07326,0.20089,0.00000,0.00000,0.03097,8.27,0.00,0.162,660,203.6
24,24.0,72,72,0.07433,0.20341,0.00000,0.00000,0.03245,8.27,0.00,0.162,692,212.0
25,25.0,72,72,0.07444,0.20341,0.00000,0.00000,0.03394,8.27,0.00,0.162,693,212.3
26,26.0,74,74,0.07602,0.20843,0.00000,0.00000,0.03542,8.27,0.00,0.162,693,212.0
27,27.0,75,75,0.07696,0.21092,0.00000,0.00000,0.03692,8.27,0.00,0.162,703,214.9
28,28.0,75,75,0.07707,0.21092,0.00000,0.00000,0.03843,8.27,0.00,0.163,704,215.2
29,29.0,76,76,0.07791,0.21341,0.00000,0.00000,0.03993,8.27,0.00,0.163,704,214.9
30,30.0,78,78,0.07954,0.21837,0.00000,0.00000,0.04145,8.27,0.00,0.163,714,217.3
31,31.0,81,81,0.08186,0.22574,0.00000,0.00000,0.04299,8.27,0.00,0.163,732,221.1
32,32.0,82,82,0.08277,0.22818,0.00000,0.00000,0.04456,8.27,0.00,0.163,744,224.7
33,33.0,87,87,0.08646,0.24027,0.00000,0.00000,0.04612,8.27,0.00,0.163,745,225.0
34,34.0,91,91,0.08946,0.24981,0.00000,0.00000,0.04773,8.27,0.00,0.163,767,231.1
35,35.0,91,91,0.08968,0.24981,0.00000,0.00000,0.04941,8.27,0.00,0.163,816,242.2
36,36.0,91,91,0.08979,0.24981,0.00000,0.00000,0.05109,8.27,0.00,0.163,816,241.9
37,37.0,93,93,0.09129,0.25453,0.00000,0.00000,0.05277,8.27,0.00,0.163,816,241.6
38,38.0,96,96,0.09352,0.26156,0.00000,0.00000,0.05446,8.27,0.00,0.163,826,243.9
39,39.0,97,97,0.09439,0.26389,0.00000,0.00000,0.05619,8.27,0.00,0.164,849,250.6
40,40.0,99,99,0.09591,0.26853,0.00000,0.00000,0.05794,8.27,0.00,0.164,854,252.1
41,41.0,102,102,0.09810,0.27543,0.00000,0.00000,0.05970,8.27,0.00,0.164,864,254.4
42,42.0,104,104,0.09958,0.27999,0.00000,0.00000,0.06148,8.27,0.00,0.164,874,257.2
43,43.0,107,107,0.10171,0.28678,0.00000,0.00000,0.06327,8.27,0.00,0.164,875,259.1
44,44.0,109,109,0.10319,0.29127,0.00000,0.00000,0.06508,8.27,0.00,0.164,879,262.7
45,45.0,112,112,0.10526,0.29796,0.00000,0.00000,0.06691,8.27,0.00,0.164,888,264.3
46,46.0,112,112,0.10542,0.29796,0.00000,0.00000,0.06875,8.27,0.00,0.164,899,267.1
47,47.0,113,113,0.10620,0.30017,0.00000,0.00000,0.07059,8.27,0.00,0.164,899,266.8
48,48.0,115,115,0.10763,0.30458,0.00000,0.00000,0.07244,8.27,0.00,0.164,899,267.5
49,49.0,116,116,0.10841,0.30677,0.00000,0.00000,0.07429,8.27,0.00,0.164,900,268.3
50,50.0,117,117,0.10915,0.30896,0.00000,0.00000,0.07616,8.27,0.00,0.165,909,269.9
51,51.0,118,118,0.10994,0.31114,0.00000,0.00000,0.07803,8.27,0.00,0.165,912,271.3
52,52.0,118,118,0.11007,0.31114,0.00000,0.00000,0.07990,8.27,0.00,0.165,913,271.5
53,53.0,120,120,0.11147,0.31547,0.00000,0.00000,0.08177,8.27,0.00,0.165,913,271.1
54,54.0,122,122,0.11288,0.31978,0.00000,0.00000,0.08365,8.27,0.00,0.165,917,273.1
55,55.0,124,124,0.11426,0.32407,0.00000,0.00000,0.08555,8.27,0.00,0.165,921,275.0
56,56.0,127,127,0.11623,0.33044,0.00000,0.00000,0.08746,8.27,0.00,0.165,931,277.2
57,57.0,128,128,0.11700,0.33255,0.00000,0.00000,0.08939,8.27,0.00,0.165,935,279.1
58,58.0,128,128,0.11713,0.33255,0.00000,0.00000,0.09131,8.27,0.00,0.165,936,279.3
59,59.0,129,129,0.11788,0.33466,0.00000,0.00000,0.09323,8.27,0.00,0.165,936,279.0
60,60.0,129,129,0.11801,0.33466,0.00000,0.00000,0.09517,8.27,0.00,0.165,945,280.5
61,61.0,129,129,0.11814,0.33466,0.00000,0.00000,0.09710,8.27,0.00,0.165,945,280.1
62,62.0,129,129,0.11826,0.33466,0.00000,0.00000,0.09902,8.27,0.00,0.165,945,279.8
63,63.0,130,130,0.11901,0.33676,0.00000,0.00000,0.10095,8.27,0.00,0.166,945,279.4
64,64.0,130,130,0.11912,0.33676,0.00000,0.00000,0.10287,8.27,0.00,0.166,946,279.6
65,65.0,133,133,0.12109,0.34301,0.00000,0.00000,0.10480,8.27,0.00,0.166,946,279.3
66,66.0,135,135,0.12241,0.34715,0.00000,0.00000,0.10674,8.27,0.00,0.166,950,281.2
67,67.0,137,137,0.12376,0.35126,0.00000,0.00000,0.10868,8.27,0.00,0.166,954,283.0
68,68.0,137,137,0.12390,0.35126,0.00000,0.00000,0.11065,8.27,0.00,0.166,964,285.1
69,69.0,137,137,0.12403,0.35126,0.00000,0.00000,0.11261,8.27,0.00,0.166,964,284.7
70,70.0,138,138,0.12476,0.35331,0.00000,0.00000,0.11456,8.27,0.00,0.166,964,284.3
71,71.0,139,139,0.12548,0.35534,0.00000,0.00000,0.11652,8.27,0.00,0.166,965,284.5
72,72.0,139,139,0.12563,0.35534,0.00000,0.00000,0.11851,8.27,0.00,0.166,987,290.1
73,73.0,140,140,0.12635,0.35738,0.00000,0.00000,0.12050,8.27,0.00,0.166,987,289.7
74,74.0,141,141,0.12708,0.35940,0.00000,0.00000,0.12251,8.27,0.00,0.166,997,291.7
1,1.0,13,13,0.01919,0.04023,0.00000,0.00000,0.00108,8.27,0.00,0.159,188,143.5
2,2.0,15,15,0.02183,0.04627,0.00000,0.00000,0.00219,8.27,0.00,0.159,416,152.7
3,3.0,20,20,0.02640,0.06122,0.00000,0.00000,0.00330,8.27,0.00,0.160,422,152.2
4,4.0,26,26,0.03339,0.07884,0.00000,0.00000,0.00465,8.27,0.00,0.160,488,187.1
5,5.0,32,32,0.03882,0.09613,0.00000,0.00000,0.00606,8.27,0.00,0.160,518,195.5
6,6.0,36,36,0.04240,0.10748,0.00000,0.00000,0.00749,8.27,0.00,0.160,532,200.1
7,7.0,39,39,0.04519,0.11590,0.00000,0.00000,0.00893,8.27,0.00,0.160,552,200.9
8,8.0,44,44,0.04951,0.12975,0.00000,0.00000,0.01036,8.27,0.00,0.160,563,200.5
9,9.0,47,47,0.05223,0.13796,0.00000,0.00000,0.01181,8.27,0.00,0.161,584,203.7
10,10.0,47,47,0.05247,0.13796,0.00000,0.00000,0.01327,8.27,0.00,0.161,595,204.8
11,11.0,50,50,0.05497,0.14609,0.00000,0.00000,0.01471,8.27,0.00,0.161,595,203.0
12,12.0,52,52,0.05679,0.15147,0.00000,0.00000,0.01616,8.27,0.00,0.161,606,204.8
13,13.0,54,54,0.05853,0.15681,0.00000,0.00000,0.01762,8.27,0.00,0.161,609,205.5
14,14.0,57,57,0.06103,0.16476,0.00000,0.00000,0.01908,8.27,0.00,0.161,612,206.3
15,15.0,58,58,0.06204,0.16740,0.00000,0.00000,0.02056,8.27,0.00,0.161,631,210.2
16,16.0,61,61,0.06448,0.17525,0.00000,0.00000,0.02205,8.27,0.00,0.161,633,210.8
17,17.0,62,62,0.06546,0.17785,0.00000,0.00000,0.02356,8.27,0.00,0.162,638,213.2
18,18.0,63,63,0.06638,0.18044,0.00000,0.00000,0.02508,8.27,0.00,0.162,647,214.8
19,19.0,64,64,0.06732,0.18303,0.00000,0.00000,0.02660,8.27,0.00,0.162,656,216.4
20,20.0,65,65,0.06820,0.18560,0.00000,0.00000,0.02813,8.27,0.00,0.162,657,216.5
21,21.0,66,66,0.06907,0.18817,0.00000,0.00000,0.02966,8.27,0.00,0.162,658,216.8
22,22.0,66,66,0.06920,0.18817,0.00000,0.00000,0.03119,8.27,0.00,0.162,660,217.6
23,23.0,71,71,0.07304,0.20089,0.00000,0.00000,0.03272,8.27,0.00,0.162,660,217.3
24,24.0,72,72,0.07411,0.20341,0.00000,0.00000,0.03431,8.27,0.00,0.162,692,225.6
25,25.0,72,72,0.07423,0.20341,0.00000,0.00000,0.03590,8.27,0.00,0.162,693,225.9
26,26.0,74,74,0.07581,0.20843,0.00000,0.00000,0.03748,8.27,0.00,0.163,693,225.6
27,27.0,75,75,0.07675,0.21092,0.00000,0.00000,0.03909,8.27,0.00,0.163,703,228.5
28,28.0,75,75,0.07688,0.21092,0.00000,0.00000,0.04069,8.27,0.00,0.163,704,228.8
29,29.0,76,76,0.07771,0.21341,0.00000,0.00000,0.04230,8.27,0.00,0.163,704,228.6
30,30.0,78,78,0.07935,0.21837,0.00000,0.00000,0.04392,8.27,0.00,0.163,714,230.9
31,31.0,81,81,0.08168,0.22574,0.00000,0.00000,0.04556,8.27,0.00,0.163,732,234.7
32,32.0,82,82,0.08260,0.22818,0.00000,0.00000,0.04723,8.27,0.00,0.163,744,238.3
33,33.0,87,87,0.08629,0.24027,0.00000,0.00000,0.04890,8.27,0.00,0.163,745,238.6
34,34.0,91,91,0.08930,0.24981,0.00000,0.00000,0.05061,8.27,0.00,0.163,767,244.8
35,35.0,91,91,0.08953,0.24981,0.00000,0.00000,0.05240,8.27,0.00,0.163,816,255.8
36,36.0,91,91,0.08965,0.24981,0.00000,0.00000,0.05418,8.27,0.00,0.163,816,255.5
37,37.0,93,93,0.09115,0.25453,0.00000,0.00000,0.05596,8.27,0.00,0.164,816,255.2
38,38.0,96,96,0.09339,0.26156,0.00000,0.00000,0.05775,8.27,0.00,0.164,826,257.5
39,39.0,97,97,0.09427,0.26389,0.00000,0.00000,0.05959,8.27,0.00,0.164,849,264.2
40,40.0,99,99,0.09579,0.26853,0.00000,0.00000,0.06144,8.27,0.00,0.164,854,265.7
41,41.0,102,102,0.09799,0.27543,0.00000,0.00000,0.06330,8.27,0.00,0.164,864,268.0
42,42.0,104,104,0.09948,0.27999,0.00000,0.00000,0.06518,8.27,0.00,0.164,874,270.8
43,43.0,107,107,0.10162,0.28678,0.00000,0.00000,0.06707,8.27,0.00,0.164,875,272.7
44,44.0,109,109,0.10311,0.29127,0.00000,0.00000,0.06899,8.27,0.00,0.164,879,276.3
45,45.0,112,112,0.10518,0.29796,0.00000,0.00000,0.07092,8.27,0.00,0.164,888,278.0
46,46.0,112,112,0.10536,0.29796,0.00000,0.00000,0.07287,8.27,0.00,0.164,899,280.8
47,47.0,113,113,0.10613,0.30017,0.00000,0.00000,0.07481,8.27,0.00,0.164,899,280.4
48,48.0,115,115,0.10757,0.30458,0.00000,0.00000,0.07676,8.27,0.00,0.165,899,281.1
49,49.0,116,116,0.10836,0.30677,0.00000,0.00000,0.07871,8.27,0.00,0.165,900,281.9
50,50.0,117,117,0.10911,0.30896,0.00000,0.00000,0.08068,8.27,0.00,0.165,909,283.6
51,51.0,118,118,0.10991,0.31114,0.00000,0.00000,0.08265,8.27,0.00,0.165,912,284.9
52,52.0,118,118,0.11004,0.31114,0.00000,0.00000,0.08463,8.27,0.00,0.165,913,285.1
53,53.0,120,120,0.11145,0.31547,0.00000,0.00000,0.08660,8.27,0.00,0.165,913,284.8
54,54.0,122,122,0.11286,0.31978,0.00000,0.00000,0.08859,8.27,0.00,0.165,917,286.7
55,55.0,124,124,0.11425,0.32407,0.00000,0.00000,0.09059,8.27,0.00,0.165,921,288.7
1,1.0,28,28,0.03225,0.08464,0.00000,0.00000,0.00108,8.27,0.00,0.159,188,143.5
2,2.0,30,30,0.03543,0.09041,0.00000,0.00000,0.00229,8.27,0.00,0.159,895,171.9
3,3.0,37,37,0.04147,0.11030,0.00000,0.00000,0.00349,8.27,0.00,0.160,901,171.5
4,4.0,47,47,0.05218,0.13796,0.00000,0.00000,0.00525,8.27,0.00,0.160,1057,252.8
5,5.0,55,55,0.05883,0.15947,0.00000,0.00000,0.00712,8.27,0.00,0.160,1105,268.3
6,6.0,62,62,0.06447,0.17785,0.00000,0.00000,0.00903,8.27,0.00,0.160,1118,275.9
7,7.0,70,70,0.07082,0.19836,0.00000,0.00000,0.01099,8.27,0.00,0.160,1152,281.7
8,8.0,79,79,0.07769,0.22083,0.00000,0.00000,0.01298,8.27,0.00,0.161,1172,287.8
9,9.0,85,85,0.08228,0.23546,0.00000,0.00000,0.01503,8.27,0.00,0.161,1205,296.4
10,10.0,91,91,0.08675,0.24981,0.00000,0.00000,0.01710,8.27,0.00,0.161,1215,301.1
11,11.0,98,98,0.09175,0.26621,0.00000,0.00000,0.01921,8.27,0.00,0.161,1224,305.7
12,12.0,105,105,0.09668,0.28226,0.00000,0.00000,0.02136,8.27,0.00,0.161,1239,311.2
13,13.0,109,109,0.09952,0.29127,0.00000,0.00000,0.02354,8.27,0.00,0.161,1246,316.2
14,14.0,119,119,0.10615,0.31331,0.00000,0.00000,0.02574,8.27,0.00,0.162,1248,319.3
15,15.0,127,127,0.11143,0.33044,0.00000,0.00000,0.02800,8.27,0.00,0.162,1268,328.4
16,16.0,133,133,0.11525,0.34301,0.00000,0.00000,0.03031,8.27,0.00,0.162,1274,335.4
17,17.0,137,137,0.11786,0.35126,0.00000,0.00000,0.03266,8.27,0.00,0.162,1283,340.2
18,18.0,141,141,0.12044,0.35940,0.00000,0.00000,0.03503,8.27,0.00,0.162,1292,343.3
19,19.0,145,145,0.12297,0.36745,0.00000,0.00000,0.03743,8.27,0.00,0.162,1306,348.4
20,20.0,151,151,0.12666,0.37932,0.00000,0.00000,0.03984,8.27,0.00,0.163,1306,350.2
21,21.0,158,158,0.13078,0.39289,0.00000,0.00000,0.04229,8.27,0.00,0.163,1315,354.5
22,22.0,159,159,0.13152,0.39481,0.00000,0.00000,0.04477,8.27,0.00,0.163,1321,359.9
23,23.0,165,165,0.13502,0.40617,0.00000,0.00000,0.04725,8.27,0.00,0.163,1321,359.4
24,24.0,169,169,0.13748,0.41363,0.00000,0.00000,0.04979,8.27,0.00,0.163,1345,368.8
25,25.0,171,171,0.13874,0.41732,0.00000,0.00000,0.05235,8.27,0.00,0.163,1346,370.6
26,26.0,174,174,0.14049,0.42281,0.00000,0.00000,0.05492,8.27,0.00,0.163,1350,373.6
27,27.0,176,176,0.14179,0.42645,0.00000,0.00000,0.05752,8.27,0.00,0.164,1360,376.9
28,28.0,177,177,0.14248,0.42826,0.00000,0.00000,0.06013,8.27,0.00,0.164,1363,378.7
29,29.0,178,178,0.14315,0.43006,0.00000,0.00000,0.06275,8.27,0.00,0.164,1366,380.0
30,30.0,181,181,0.14494,0.43543,0.00000,0.00000,0.06538,8.27,0.00,0.164,1376,382.2
31,31.0,184,184,0.14671,0.44076,0.00000,0.00000,0.06804,8.27,0.00,0.164,1394,386.4
32,32.0,186,186,0.14791,0.44428,0.00000,0.00000,0.07076,8.27,0.00,0.164,1402,394.6
33,33.0,190,190,0.15015,0.45126,0.00000,0.00000,0.07349,8.27,0.00,0.165,1404,395.5
34,34.0,195,195,0.15289,0.45986,0.00000,0.00000,0.07625,8.27,0.00,0.165,1418,400.7
35,35.0,195,195,0.15309,0.45986,0.00000,0.00000,0.07904,8.27,0.00,0.165,1424,405.6
36,36.0,195,195,0.15326,0.45986,0.00000,0.00000,0.08183,8.27,0.00,0.165,1424,405.4
37,37.0,198,198,0.15492,0.46495,0.00000,0.00000,0.08462,8.27,0.00,0.165,1424,405.2
38,38.0,199,199,0.15562,0.46664,0.00000,0.00000,0.08744,8.27,0.00,0.165,1435,408.8
39,39.0,200,200,0.15631,0.46832,0.00000,0.00000,0.09026,8.27,0.00,0.165,1438,410.3
40,40.0,202,202,0.15749,0.47167,0.00000,0.00000,0.09309,8.27,0.00,0.166,1447,412.0
41,41.0,206,206,0.15964,0.47830,0.00000,0.00000,0.09595,8.27,0.00,0.166,1454,414.8
42,42.0,208,208,0.16079,0.48159,0.00000,0.00000,0.09881,8.27,0.00,0.166,1456,416.2
43,43.0,210,210,0.16192,0.48485,0.00000,0.00000,0.10168,8.27,0.00,0.166,1458,417.1
44,44.0,212,212,0.16307,0.48809,0.00000,0.00000,0.10456,8.27,0.00,0.166,1462,419.2
45,45.0,216,216,0.16521,0.49452,0.00000,0.00000,0.10750,8.27,0.00,0.166,1488,427.7
46,46.0,216,216,0.16541,0.49452,0.00000,0.00000,0.11046,8.27,0.00,0.166,1493,431.0
47,47.0,216,216,0.16559,0.49452,0.00000,0.00000,0.11342,8.27,0.00,0.167,1493,430.7
48,48.0,218,218,0.16670,0.49770,0.00000,0.00000,0.11638,8.27,0.00,0.167,1493,430.5
49,49.0,218,218,0.16689,0.49770,0.00000,0.00000,0.11934,8.27,0.00,0.167,1494,431.4
50,50.0,218,218,0.16708,0.49770,0.00000,0.00000,0.12230,8.27,0.00,0.167,1494,431.0
51,51.0,218,218,0.16726,0.49770,0.00000,0.00000,0.12526,8.27,0.00,0.167,1494,430.7
52,52.0,219,219,0.16791,0.49929,0.00000,0.00000,0.12822,8.27,0.00,0.167,1494,430.3
53,53.0,220,220,0.16856,0.50087,0.00000,0.00000,0.13118,8.27,0.00,0.167,1495,430.5
54,54.0,221,221,0.16921,0.50244,0.00000,0.00000,0.13413,8.27,0.00,0.167,1496,430.6
55,55.0,222,222,0.16986,0.50401,0.00000,0.00000,0.13709,8.27,0.00,0.168,1497,430.8
56,56.0,224,224,0.17096,0.50713,0.00000,0.00000,0.14005,8.27,0.00,0.168,1497,430.9
57,57.0,225,225,0.17161,0.50869,0.00000,0.00000,0.14301,8.27,0.00,0.168,1499,431.6
58,58.0,225,225,0.17180,0.50869,0.00000,0.00000,0.14597,8.27,0.00,0.168,1499,431.2
59,59.0,226,226,0.17244,0.51024,0.00000,0.00000,0.14893,8.27,0.00,0.168,1499,430.7
60,60.0,226,226,0.17263,0.51024,0.00000,0.00000,0.15190,8.27,0.00,0.168,1501,432.0
61,61.0,226,226,0.17281,0.51024,0.00000,0.00000,0.15486,8.27,0.00,0.168,1501,431.6
62,62.0,227,227,0.17345,0.51178,0.00000,0.00000,0.15782,8.27,0.00,0.168,1501,431.1
63,63.0,227,227,0.17366,0.51178,0.00000,0.00000,0.16083,8.27,0.00,0.168,1554,439.7
