step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.270021;0.270021
0;0.223888;0.223888;0.212694;0.270021;0.270021
1;0.225438;0.225438;0.214166;0.276421;0.276421
2;0.227454;0.227452;0.216080;0.276421;0.276421
3;0.212370;0.229122;0.217666;0.252528;0.278948
4;0.219302;0.215712;0.204926;0.252528;0.278948
5;0.221905;0.217964;0.207066;0.252528;0.278948
6;0.224785;0.218705;0.207770;0.264905;0.270021
6;0.224785;0.218705;0.207770;0.264905;0.270021
7;0.227861;0.220456;0.209434;0.263785;0.267601
8;0.228827;0.222418;0.211297;0.263785;0.267601
9;0.231068;0.223342;0.212175;0.263785;0.267601
10;0.233574;0.227574;0.216195;0.263785;0.267601
11;0.234911;0.226760;0.215422;0.264905;0.270021
12;0.236274;0.229239;0.217777;0.264905;0.270021
13;0.241901;0.230438;0.218916;0.264905;0.270021
14;0.241973;0.232398;0.220778;0.264905;0.270021
15;0.242640;0.233463;0.221789;0.268798;0.273320
16;0.246085;0.237472;0.225598;0.268798;0.273320
17;0.247472;0.236964;0.225116;0.268798;0.273320
18;0.248178;0.237866;0.225973;0.268798;0.273320
19;0.249625;0.238408;0.226488;0.268798;0.273320
20;0.251037;0.240111;0.228106;0.268798;0.273320
21;0.251384;0.240728;0.228691;0.268798;0.273320
22;0.253440;0.242458;0.230335;0.268798;0.273320
23;0.254803;0.243767;0.231578;0.268798;0.273320
24;0.256479;0.245402;0.233132;0.268798;0.273320
25;0.257236;0.245688;0.233404;0.271942;0.272730
26;0.258761;0.247836;0.235444;0.271942;0.272730
27;0.261108;0.248277;0.235863;0.271942;0.272730
28;0.260891;0.250114;0.237608;0.271942;0.272730
29;0.262436;0.251553;0.238975;0.271942;0.272730
30;0.263413;0.251697;0.239112;0.271942;0.272730
31;0.264569;0.252546;0.239919;0.271942;0.272730
32;0.265770;0.253416;0.240746;0.271942;0.272730
33;0.267383;0.254680;0.241946;0.271942;0.272730
34;0.269128;0.255379;0.242610;0.271942;0.272730
35;0.269864;0.256786;0.243947;0.278582;0.278819
36;0.270512;0.258885;0.245941;0.278582;0.278819
37;0.272593;0.259800;0.246810;0.275841;0.280457
