step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.02035,0.04023,0.00000,0.00000,0.00012,8.27,0.00,0.159,188,64.1
2,2.0,15,15,0.02254,0.04627,0.00000,0.00000,0.00026,8.27,0.00,0.159,416,78.8
3,3.0,16,16,0.02318,0.04928,0.00000,0.00000,0.00038,8.27,0.00,0.159,467,67.3
4,4.0,17,17,0.02351,0.05228,0.00000,0.00000,0.00050,8.27,0.00,0.159,476,71.7
5,5.0,17,17,0.02340,0.05228,0.00000,0.00000,0.00063,8.27,0.00,0.159,485,75.1
6,6.0,18,18,0.02424,0.05527,0.00000,0.00000,0.00076,8.27,0.00,0.159,485,75.3
7,7.0,18,18,0.02429,0.05527,0.00000,0.00000,0.00090,8.27,0.00,0.160,494,78.0
8,8.0,18,18,0.02430,0.05527,0.00000,0.00000,0.00104,8.27,0.00,0.160,494,78.0
9,9.0,18,18,0.02430,0.05527,0.00000,0.00000,0.00117,8.27,0.00,0.160,494,78.0
10,10.0,18,18,0.02431,0.05527,0.00000,0.00000,0.00131,8.27,0.00,0.160,494,78.0
11,11.0,18,18,0.02238,0.05527,0.00000,0.00000,0.00156,8.27,0.00,0.160,494,140.2
12,12.0,18,18,0.02240,0.05527,0.00000,0.00000,0.00182,8.27,0.00,0.160,494,140.2
13,13.0,18,18,0.02241,0.05527,0.00000,0.00000,0.00207,8.27,0.00,0.160,494,140.2
14,14.0,18,18,0.02243,0.05527,0.00000,0.00000,0.00233,8.27,0.00,0.160,494,140.2
15,15.0,18,18,0.02244,0.05527,0.00000,0.00000,0.00258,8.27,0.00,0.160,494,140.2
16,16.0,18,18,0.02246,0.05527,0.00000,0.00000,0.00284,8.27,0.00,0.160,494,140.2
17,17.0,18,18,0.02247,0.05527,0.00000,0.00000,0.00309,8.27,0.00,0.161,494,140.2
18,18.0,18,18,0.02249,0.05527,0.00000,0.00000,0.00334,8.27,0.00,0.161,494,140.2
19,19.0,18,18,0.02250,0.05527,0.00000,0.00000,0.00360,8.27,0.00,0.161,494,140.2
20,20.0,19,19,0.02340,0.05825,0.00000,0.00000,0.00385,8.27,0.00,0.161,494,140.2
21,21.0,19,19,0.02358,0.05825,0.00000,0.00000,0.00424,8.27,0.00,0.161,511,208.8
22,22.0,19,19,0.02360,0.05825,0.00000,0.00000,0.00462,8.27,0.00,0.161,511,208.8
23,23.0,19,19,0.02363,0.05825,0.00000,0.00000,0.00500,8.27,0.00,0.161,511,208.8
24,24.0,19,19,0.02365,0.05825,0.00000,0.00000,0.00538,8.27,0.00,0.161,511,208.8
25,25.0,19,19,0.02367,0.05825,0.00000,0.00000,0.00577,8.27,0.00,0.162,511,208.8
26,26.0,19,19,0.02369,0.05825,0.00000,0.00000,0.00615,8.27,0.00,0.162,511,208.8
27,27.0,20,20,0.02459,0.06122,0.00000,0.00000,0.00653,8.27,0.00,0.162,511,208.8
28,28.0,20,20,0.02467,0.06122,0.00000,0.00000,0.00692,8.27,0.00,0.162,528,213.5
29,29.0,20,20,0.02469,0.06122,0.00000,0.00000,0.00731,8.27,0.00,0.162,528,213.5
30,30.0,20,20,0.02471,0.06122,0.00000,0.00000,0.00771,8.27,0.00,0.162,528,213.5
31,31.0,21,21,0.02561,0.06418,0.00000,0.00000,0.00810,8.27,0.00,0.162,528,213.5
32,32.0,21,21,0.02567,0.06418,0.00000,0.00000,0.00849,8.27,0.00,0.163,545,218.3
