step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.287321;0.287321
1;0.227257;0.227257;0.215894;0.287321;0.287321
2;0.230229;0.230229;0.218717;0.287321;0.287321
3;0.238112;0.232827;0.221186;0.288341;0.291713
4;0.241366;0.234761;0.223023;0.288984;0.292438
5;0.245527;0.237639;0.225757;0.288984;0.292438
6;0.247622;0.239732;0.227745;0.290269;0.293473
7;0.242033;0.241745;0.229657;0.290269;0.293473
8;0.242178;0.243597;0.231417;0.286670;0.294400
9;0.245572;0.247455;0.235082;0.288703;0.296247
10;0.245822;0.247611;0.235231;0.287561;0.297627
10;0.245822;0.247611;0.235231;0.287561;0.297627
11;0.249353;0.249215;0.236754;0.289771;0.296557
12;0.252714;0.250858;0.238315;0.289771;0.296557
13;0.251128;0.253828;0.241137;0.289771;0.296557
14;0.253939;0.254194;0.241484;0.287561;0.297627
15;0.257576;0.255970;0.243172;;
