step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.02123,0.04326,0.00000,0.00000,0.00002,8.27,0.00,0.068,188,11.3
2,2.0,21,21,0.02909,0.06418,0.00000,0.00000,0.00005,8.27,0.00,0.068,422,19.8
3,3.0,22,22,0.02869,0.06713,0.00000,0.00000,0.00015,8.27,0.00,0.068,497,60.8
4,4.0,23,23,0.02945,0.07007,0.00000,0.00000,0.00026,8.27,0.00,0.068,506,63.8
5,5.0,24,24,0.03036,0.07300,0.00000,0.00000,0.00038,8.27,0.00,0.068,515,66.3
6,6.0,25,25,0.03127,0.07593,0.00000,0.00000,0.00049,8.27,0.00,0.068,524,68.7
7,7.0,25,25,0.03130,0.07593,0.00000,0.00000,0.00061,8.27,0.00,0.068,525,69.5
8,8.0,27,27,0.03302,0.08175,0.00000,0.00000,0.00073,8.27,0.00,0.068,525,69.5
9,9.0,27,27,0.03309,0.08175,0.00000,0.00000,0.00085,8.27,0.00,0.068,543,74.4
10,10.0,28,28,0.03395,0.08464,0.00000,0.00000,0.00098,8.27,0.00,0.068,543,74.3
11,11.0,29,29,0.03485,0.08753,0.00000,0.00000,0.00111,8.27,0.00,0.068,552,76.8
12,12.0,29,29,0.03487,0.08753,0.00000,0.00000,0.00125,8.27,0.00,0.068,561,79.2
13,13.0,31,31,0.03657,0.09327,0.00000,0.00000,0.00138,8.27,0.00,0.068,561,79.2
14,14.0,32,32,0.03746,0.09613,0.00000,0.00000,0.00152,8.27,0.00,0.068,564,81.4
15,15.0,32,32,0.03751,0.09613,0.00000,0.00000,0.00166,8.27,0.00,0.068,573,83.9
16,16.0,32,32,0.03752,0.09613,0.00000,0.00000,0.00180,8.27,0.00,0.068,573,83.9
17,17.0,33,33,0.03837,0.09898,0.00000,0.00000,0.00194,8.27,0.00,0.068,573,83.9
18,18.0,33,33,0.03842,0.09898,0.00000,0.00000,0.00209,8.27,0.00,0.068,582,86.3
19,19.0,33,33,0.03843,0.09898,0.00000,0.00000,0.00224,8.27,0.00,0.068,582,86.3
20,20.0,34,34,0.03927,0.10183,0.00000,0.00000,0.00238,8.27,0.00,0.068,582,86.3
21,21.0,36,36,0.04096,0.10748,0.00000,0.00000,0.00253,8.27,0.00,0.068,583,87.0
22,22.0,36,36,0.04102,0.10748,0.00000,0.00000,0.00268,8.27,0.00,0.069,587,90.0
23,23.0,37,37,0.04186,0.11030,0.00000,0.00000,0.00284,8.27,0.00,0.069,587,90.0
24,24.0,38,38,0.04273,0.11310,0.00000,0.00000,0.00299,8.27,0.00,0.069,596,92.4
25,25.0,38,38,0.04276,0.11310,0.00000,0.00000,0.00315,8.27,0.00,0.069,598,93.9
26,26.0,38,38,0.04278,0.11310,0.00000,0.00000,0.00331,8.27,0.00,0.069,598,93.9
27,27.0,39,39,0.04361,0.11590,0.00000,0.00000,0.00347,8.27,0.00,0.069,598,93.9
28,28.0,40,40,0.04445,0.11869,0.00000,0.00000,0.00363,8.27,0.00,0.069,599,94.7
29,29.0,40,40,0.04448,0.11869,0.00000,0.00000,0.00380,8.27,0.00,0.069,600,95.4
30,30.0,41,41,0.04530,0.12147,0.00000,0.00000,0.00396,8.27,0.00,0.069,600,95.4
31,31.0,41,41,0.04535,0.12147,0.00000,0.00000,0.00412,8.27,0.00,0.069,603,97.6
32,32.0,41,41,0.04536,0.12147,0.00000,0.00000,0.00429,8.27,0.00,0.069,603,97.6
33,33.0,41,41,0.04537,0.12147,0.00000,0.00000,0.00446,8.27,0.00,0.069,603,97.6
34,34.0,42,42,0.04619,0.12424,0.00000,0.00000,0.00462,8.27,0.00,0.069,603,97.6
35,35.0,43,43,0.04703,0.12700,0.00000,0.00000,0.00479,8.27,0.00,0.069,604,98.4
36,36.0,44,44,0.04788,0.12975,0.00000,0.00000,0.00496,8.27,0.00,0.069,606,99.8
37,37.0,44,44,0.04793,0.12975,0.00000,0.00000,0.00513,8.27,0.00,0.069,609,102.0
38,38.0,58,58,0.05901,0.16740,0.00000,0.00000,0.00531,8.27,0.00,0.069,609,102.0
39,39.0,57,58,0.05846,0.16740,0.00000,0.00000,0.00561,8.27,0.00,0.069,1279,180.7
40,40.0,57,58,0.05850,0.16740,0.00000,0.00000,0.00592,8.27,0.00,0.070,1278,179.5
41,41.0,59,60,0.06006,0.17264,0.00000,0.00000,0.00623,8.27,0.00,0.070,1278,179.6
42,42.0,60,61,0.06089,0.17525,0.00000,0.00000,0.00654,8.27,0.00,0.070,1288,182.8
43,43.0,60,61,0.06094,0.17525,0.00000,0.00000,0.00686,8.27,0.00,0.070,1297,185.2
44,44.0,61,62,0.06172,0.17785,0.00000,0.00000,0.00717,8.27,0.00,0.070,1297,185.1
45,45.0,61,62,0.06177,0.17785,0.00000,0.00000,0.00749,8.27,0.00,0.070,1306,187.6
46,46.0,61,62,0.06179,0.17785,0.00000,0.00000,0.00781,8.27,0.00,0.070,1306,187.6
47,47.0,64,65,0.06409,0.18560,0.00000,0.00000,0.00813,8.27,0.00,0.070,1306,187.6
48,48.0,66,67,0.06563,0.19073,0.00000,0.00000,0.00846,8.27,0.00,0.070,1325,193.2
49,49.0,67,68,0.06644,0.19328,0.00000,0.00000,0.00880,8.27,0.00,0.070,1343,198.0
