step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (template) | seed-base decision stands, its orders are applied);3;0;R7[0.07] R20[0.19];0.00;0.19;0.04;0.06;0.00;0.00;0.61;0.00;0.1648;0.1562;1
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (template) | seed-base decision stands, its orders are applied);3;0;R7[0.07] R20[0.19];0.00;0.19;0.04;0.06;0.00;0.00;0.61;0.00;0.1648;0.1562;1
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.19];0.00;0.19;0.04;0.06;0.00;0.00;0.61;0.00;0.1648;0.1562;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21];0.00;0.20;0.04;0.06;0.00;0.00;0.57;0.95;0.1820;0.1722;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.37] R26[0.34];0.31;0.58;0.04;0.05;0.00;0.00;0.53;0.95;0.0838;0.1863;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0573;0.1923;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0620;0.1951;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0680;0.1958;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0768;0.2024;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0817;0.2027;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0567;0.2027;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0614;0.2033;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0660;0.2050;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0432;0.2018;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0432;0.2024;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.38] R26[0.36];0.32;0.59;0.04;0.05;0.00;0.00;0.53;0.95;0.0465;0.2030;1
