step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.265664;0.265664
0;0.223888;0.223888;0.212694;0.265664;0.265664
1;0.225438;0.225438;0.214166;0.276421;0.276421
2;0.227452;0.227452;0.216080;0.276421;0.276421
3;0.219295;0.229122;0.217666;0.255963;0.278947
4;0.222187;0.217856;0.206964;0.255963;0.278947
5;0.223114;0.217959;0.207061;0.255963;0.278947
6;0.223628;0.218252;0.207340;0.255963;0.278947
7;0.224983;0.220579;0.209550;0.255963;0.278947
8;0.226042;0.221009;0.209958;0.255963;0.278947
9;0.223475;0.221692;0.210608;0.255963;0.278947
10;0.222298;0.223767;0.212579;0.243647;0.265664
11;0.218620;0.211413;0.200843;0.243647;0.265664
12;0.219694;0.214977;0.204228;0.243647;0.265664
13;0.222800;0.215131;0.204375;0.243647;0.265664
14;0.222918;0.221342;0.210275;0.243647;0.265664
15;0.221978;0.214461;0.203738;0.237454;0.243718
16;0.224313;0.218354;0.207437;0.237454;0.243718
17;0.224200;0.225240;0.213978;0.237454;0.243718
18;0.229891;0.217676;0.206792;0.237454;0.243718
19;0.228971;0.217583;0.206704;0.237454;0.243718
20;0.229810;0.219997;0.208997;0.237454;0.243718
21;0.228498;0.220835;0.209794;0.237454;0.243718
22;0.230239;0.219981;0.208982;0.237454;0.243718
23;0.231110;0.221765;0.210677;0.237454;0.243718
24;0.232042;0.221921;0.210825;0.237454;0.243718
25;0.232921;0.222608;0.211477;0.239250;0.243731
26;0.234899;0.223447;0.212274;0.239250;0.243731
27;0.237274;0.225279;0.214015;0.239250;0.243731
28;0.236832;0.231872;0.220279;0.239250;0.243731
29;0.237696;0.227541;0.216164;0.239250;0.243731
30;0.240239;0.228371;0.216952;0.239250;0.243731
31;0.239855;0.227652;0.216269;0.258448;0.248799
31;0.239855;0.227652;0.216269;0.258448;0.248799
32;0.241489;0.228939;0.217492;0.239250;0.243731
33;0.241939;0.231075;0.219522;0.239250;0.243731
34;0.243774;0.231475;0.219901;0.239250;0.243731
35;0.243638;0.231654;0.220072;0.241143;0.253337
36;0.244507;0.234381;0.222662;0.241143;0.253337
37;0.251144;0.233885;0.222191;0.241143;0.253337
38;0.245910;0.233425;0.221754;0.241143;0.253337
39;0.245883;0.233966;0.222268;0.241143;0.253337
40;0.245996;0.234939;0.223192;0.241066;0.247172
41;0.246858;0.236051;0.224249;0.241388;0.248799
41;0.246864;0.236051;0.224249;0.241388;0.248799
42;0.248964;0.236734;0.224897;0.241388;0.248799
43;0.252534;0.236785;0.224945;0.252519;0.246553
44;0.251755;0.237146;0.225289;0.252519;0.246553
45;0.249665;0.237291;0.225426;0.252519;0.246553
46;0.252183;0.237437;0.225565;0.252519;0.246553
47;0.254425;0.237515;0.225639;0.252519;0.246553
48;0.252221;0.237591;0.225711;0.252519;0.246553
49;0.251947;0.237738;0.225851;0.252519;0.246553
50;0.252992;0.237744;0.225857;0.252519;0.246553
51;0.257683;0.237959;0.226061;0.252519;0.246553
52;0.251670;0.238037;0.226135;0.252519;0.246553
53;0.252014;0.238253;0.226340;0.244077;0.247982
53;0.252014;0.238253;0.226340;0.244077;0.247982
54;0.253327;0.239270;0.227306;0.244077;0.247982
55;0.254205;0.242906;0.230761;0.244077;0.247982
56;0.252471;0.243721;0.231535;0.242231;0.248390
57;0.252863;0.241101;0.229046;0.242231;0.248390
58;0.256550;0.241713;0.229627;0.242231;0.248390
59;0.256490;0.242666;0.230533;0.242231;0.248390
60;0.256469;0.244488;0.232263;0.242231;0.248390
61;0.257340;0.244836;0.232594;0.242231;0.248390
62;0.258114;0.250378;0.237859;0.242231;0.248390
63;0.258606;0.245930;0.233634;0.242231;0.248390
64;0.259163;0.246341;0.234024;0.242231;0.248390
65;0.259821;0.246686;0.234352;0.242231;0.248390
66;0.260516;0.252183;0.239574;0.244390;0.254637
67;0.261187;0.248318;0.235902;0.244390;0.254637
68;0.261788;0.248529;0.236103;0.244390;0.254637
69;0.262545;0.249279;0.236815;0.244390;0.254637
69;0.262545;0.249279;0.236815;0.244390;0.254637
70;0.263227;0.250361;0.237843;0.244390;0.254637
71;0.264029;0.251305;0.238740;0.244390;0.254637
72;0.264778;0.251456;0.238883;0.244390;0.254637
73;0.265695;0.254716;0.241981;0.244390;0.254637
74;0.266553;0.252951;0.240304;0.244390;0.254637
