step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
39;0.304999;0.285371;0.271102;0.282813;0.289129
40;0.302058;0.283540;0.269363;0.278018;0.286096
41;0.304586;0.280619;0.266588;0.279541;0.281828
42;0.307452;0.280219;0.266208;0.280905;0.280419
43;0.307983;0.284230;0.270018;0.279977;0.284010
44;0.309880;0.284702;0.270467;0.281164;0.283588
45;0.306734;0.284870;0.270627;0.276833;0.282822
46;0.306154;0.285693;0.271408;0.275502;0.282800
47;0.309123;0.285985;0.271686;0.277931;0.282175
48;0.308513;0.284856;0.270613;0.276407;0.279937
49;0.310493;0.288505;0.274080;0.277697;0.283118
50;0.310164;0.286821;0.272480;0.276468;0.280252
51;0.311668;0.287941;0.273544;0.277284;0.280564
52;0.312065;0.287921;0.273525;0.276924;0.279583
53;0.311803;0.288753;0.274316;0.275754;0.279570
54;0.315904;0.289353;0.274885;0.279514;0.279293
55;0.316393;0.290847;0.276305;0.279210;0.280030
56;0.318656;0.291715;0.277129;0.278336;0.280056
57;0.315527;0.292127;0.277520;0.278621;0.279567
58;0.316552;0.294581;0.279852;0.279787;0.281394
59;0.316766;0.294456;0.279733;0.280030;0.280296
60;0.314777;0.295765;0.280977;0.277785;0.280824
61;0.314889;0.295084;0.280330;0.277902;0.279094
62;0.315649;0.297033;0.282181;0.278762;0.280347
