quantity;value
cycles;28
satisficing_failed;17
tried;9
accepted;1
rejected;8
withheld;0
persist_failed;0
dJ_accepted;-0.077439
stage1_tried;2
stage1_accepted;0
stage2_tried;7
stage2_accepted;1
blocked: cooldown between adaptation trials;8
rejected: no improving perturbation found;2
rejected: refined cell already covered;6
