step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,5,5,0.00486,0.00551,0.01652,0.00000,0.00001,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,11,11,0.01049,0.01189,0.03564,0.00000,0.00002,0.00000,8.27,0.00,0.067,0,0.0
3,3.0,16,16,0.01502,0.01702,0.05102,0.00000,0.00005,0.00000,8.27,0.00,0.067,0,0.0
4,4.0,22,22,0.03055,0.02297,0.06884,0.00000,0.00007,0.00093,8.27,0.00,0.070,245,237.7
5,5.0,18,25,0.03304,0.02587,0.07750,0.00000,0.00011,0.00201,8.27,0.00,0.071,275,272.6
6,6.0,18,27,0.03466,0.02778,0.08318,0.00000,0.00015,0.00324,8.27,0.00,0.072,304,310.9
7,7.0,16,27,0.03464,0.02779,0.08318,0.00000,0.00020,0.00458,8.27,0.00,0.073,326,336.5
8,8.0,15,27,0.03465,0.02781,0.08318,0.00000,0.00026,0.00601,8.27,0.00,0.073,341,355.2
9,9.0,15,27,0.03470,0.02783,0.08318,0.00000,0.00032,0.00749,8.27,0.00,0.074,350,367.0
10,10.0,15,27,0.03478,0.02786,0.08318,0.00000,0.00039,0.00896,8.27,0.00,0.074,346,364.0
11,11.0,15,27,0.03494,0.02788,0.08318,0.00000,0.00046,0.01023,8.27,0.00,0.073,303,317.7
12,12.0,15,27,0.03503,0.02791,0.08318,0.00000,0.00054,0.01151,8.27,0.00,0.073,303,318.4
13,13.0,15,27,0.03512,0.02793,0.08318,0.00000,0.00062,0.01280,8.27,0.00,0.073,303,318.8
14,14.0,15,27,0.03522,0.02796,0.08318,0.00000,0.00071,0.01408,8.27,0.00,0.073,303,319.2
15,15.0,15,27,0.03532,0.02800,0.08318,0.00000,0.00081,0.01537,8.27,0.00,0.073,303,319.4
16,16.0,15,27,0.03543,0.02803,0.08318,0.00000,0.00091,0.01665,8.27,0.00,0.073,303,319.5
17,17.0,15,27,0.03553,0.02806,0.08318,0.00000,0.00101,0.01794,8.27,0.00,0.073,303,319.6
