step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.205653;0.205322;0.201216;0.233074;0.232698
1;0.196541;0.196236;0.192311;0.222747;0.222401
2;0.212119;0.211809;0.207573;0.240401;0.240050
3;0.036401;0.209859;0.205662;0.029108;0.237840
4;0.043653;0.190228;0.186423;0.037323;0.215530
5;0.040571;0.193337;0.189471;0.033757;0.218982
6;0.038945;0.190431;0.186622;0.031955;0.215605
7;0.035716;0.057756;0.056601;0.028260;0.065151
8;0.035799;0.056584;0.055453;0.028288;0.063728
9;0.035881;0.056706;0.055571;0.028317;0.063767
10;0.035954;0.068529;0.067159;0.028348;0.077070
11;0.036048;0.056939;0.055800;0.028380;0.063849
12;0.036149;0.057052;0.055911;0.028415;0.063891
13;0.036254;0.092944;0.091085;0.028450;0.104483
14;0.036361;0.057282;0.056136;0.028487;0.063981
15;0.036471;0.057399;0.056251;0.028526;0.064027
16;0.036583;0.057516;0.056366;0.028566;0.064075
