step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;G1[0.23] G6[0.23] G7[0.23] G9[0.23] G10[0.05] G23[0.23];0.67;0.52;0.64;0.31;0.51;0.00;0.61;0.00;0.2057;0.2053;1
0;0;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.01] R20[0.19] G1[0.41] G2[0.19] G3[0.19] G4[0.16];0.84;0.68;0.78;0.72;0.64;0.00;0.71;0.00;0.2057;0.2053;1
0;0;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;G1[0.11] G6[0.11] G7[0.11] G9[0.11] G10[0.24] G23[0.32];0.74;0.57;0.76;0.58;0.53;0.00;0.70;0.00;0.2057;0.2053;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;G1[0.21] G6[0.21] G7[0.21] G9[0.21] G10[0.05] G23[0.23];0.68;0.52;0.61;0.28;0.45;0.00;0.61;0.00;0.1965;0.1962;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.01] R20[0.17] G1[0.37] G2[0.17] G3[0.17] G4[0.15];0.80;0.65;0.74;0.68;0.61;0.00;0.67;0.00;0.1965;0.1962;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10] G6[0.10] G7[0.10] G9[0.10] G10[0.22] G23[0.29];0.70;0.54;0.72;0.54;0.54;0.00;0.67;0.00;0.1965;0.1962;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;G1[0.20] G6[0.20] G7[0.20] G9[0.20] G10[0.06] G23[0.23];0.65;0.50;0.60;0.32;0.51;0.00;0.58;0.12;0.2121;0.2118;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.01] R20[0.16] G1[0.35] G2[0.16] G3[0.16] G4[0.14];0.81;0.66;0.75;0.70;0.65;0.00;0.69;0.12;0.2121;0.2118;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.09] G6[0.09] G7[0.09] G9[0.09] G10[0.27] G23[0.27];0.74;0.57;0.76;0.58;0.53;0.00;0.69;0.12;0.2121;0.2118;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.02] R26[0.04] G1[0.19] G2[0.02] G3[0.02] G4[0.02];0.65;0.51;0.61;0.53;0.58;0.00;0.57;0.12;0.0364;0.2099;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.01] R20[0.15] G1[0.34] G2[0.15] G3[0.15] G4[0.13];0.83;0.67;0.77;0.70;0.64;0.00;0.70;0.12;0.0364;0.2099;1
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R20[0.02] R26[0.04] G1[0.09] G2[0.02] G3[0.02] G4[0.02];0.82;0.66;0.83;0.65;0.54;0.00;0.75;0.12;0.0364;0.2099;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.04] R26[0.08] G1[0.18] G2[0.04] G3[0.04] G4[0.04];0.66;0.53;0.62;0.54;0.58;0.00;0.58;0.12;0.0437;0.1902;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.01] R20[0.15] G1[0.33] G2[0.15] G3[0.15] G4[0.13];0.82;0.66;0.77;0.70;0.64;0.00;0.69;0.12;0.0437;0.1902;1
4;4;Agent_3;orders came from the seed rule base (rules as-is);0;0;R20[0.04] R26[0.08] G1[0.08] G2[0.04] G3[0.04] G4[0.04];0.83;0.67;0.84;0.65;0.54;0.00;0.75;0.12;0.0437;0.1902;1
5;5;Agent_1;stage controller selected stage 2 [resolution increase] (deficit bucket: mid+gap) → ACCEPTED: A22: A22: IF suppression feasibility is H AND fire threat level is M THEN suppression effort 0.4, evacuation 0.3 (adaptation-born: resolution increase (instantiated antecedent cell)) (coverage gap, admitted non-inferior at fired weight 0.60);2;2;R20[0.05] R26[0.11] G1[0.17] G2[0.05] G3[0.05] G4[0.05];0.66;0.56;0.66;0.56;0.54;0.00;0.61;0.12;0.0405;0.1933;1
5;5;Agent_2;stage controller selected stage 2 [resolution increase] (deficit bucket: mid+gap) → ACCEPTED: A22: A22: IF suppression feasibility is H AND fire threat level is M THEN suppression effort 0.4, evacuation 0.3 (adaptation-born: resolution increase (instantiated antecedent cell)) (coverage gap, admitted non-inferior at fired weight 0.60);2;2;R7[0.01] R20[0.14] G1[0.32] G2[0.14] G3[0.14] G4[0.13];0.82;0.66;0.77;0.69;0.64;0.00;0.69;0.12;0.0405;0.1933;1
