step;t_min;hotspot;attended;shares;statement
0;0.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.54), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
1;1.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.49), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
2;2.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.46), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
3;3.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.44), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
4;4.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.43), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
5;5.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.42), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
6;6.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.41), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
7;7.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.40), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
8;8.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.39), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
9;9.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.39), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
10;10.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.38), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
11;11.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.38), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
12;12.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.38), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
13;13.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.38), Agent_3 share 1.00, Agent_2 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
14;14.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.38), Agent_3 share 1.00, Agent_2 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
15;15.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.38), Agent_3 share 1.00, Agent_2 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
16;16.0;Agent_3;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_3 (priority 0.38), Agent_3 share 1.00, Agent_2 share 1.00, Agent_1 share 1.00 · water ferried from Agent_1's water (711 m) to Agent_3
