step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
17;0.256746;0.261369;0.250000;0.244321;0.283731
18;0.253740;0.262460;0.250000;0.244321;0.283731
19;0.254716;0.265076;0.250000;0.244321;0.283731
20;0.273220;0.267379;0.250000;0.244321;0.283731
21;0.263507;0.261639;0.250000;0.244321;0.283731
22;0.303135;0.287966;0.250000;0.244321;0.283731
23;0.305484;0.288849;0.250000;0.244321;0.283731
24;0.310029;0.291329;0.250000;0.244321;0.283731
25;0.266182;0.276465;0.250000;0.244321;0.283731
26;0.270406;0.276335;0.250000;0.244321;0.283731
27;0.271608;0.280173;0.250000;0.229421;0.288380
28;0.275624;0.276318;0.250000;0.229421;0.288380
29;0.278366;0.274569;0.250000;0.229421;0.288380
30;0.277283;0.290851;0.250000;0.238736;0.291181
31;0.277405;0.273823;0.250000;0.238736;0.291181
32;0.277695;0.301766;0.250000;0.232595;0.294896
33;0.278724;0.275296;0.250000;0.232595;0.294896
34;0.278179;0.276758;0.250000;0.232595;0.294896
35;0.283116;0.303240;0.250000;0.232595;0.294896
36;0.283392;0.308794;0.250000;0.232595;0.294896
37;0.284210;0.275082;0.250000;0.232595;0.294896
38;0.282246;0.274952;0.250000;0.237966;0.246589
39;0.283626;0.274689;0.250000;0.239242;0.246374
40;0.284237;0.281707;0.250000;0.239242;0.246374
41;0.298585;0.274425;0.250000;0.278585;0.252316
42;0.288477;0.274491;0.250000;0.278585;0.252316
43;0.288508;0.274491;0.250000;0.278585;0.252316
44;0.288306;0.274557;0.250000;0.278585;0.252316
45;0.288305;0.274623;0.250000;0.278585;0.252316
46;0.288289;0.276929;0.250000;0.278585;0.252316
47;0.288358;0.275278;0.250000;0.278585;0.252316
48;0.288419;0.275148;0.250000;0.278585;0.252316
49;0.288479;0.275278;0.250000;0.278585;0.252316
50;0.288460;0.275278;0.250000;0.278585;0.252316
51;0.288736;0.275407;0.250000;0.242560;0.248608
52;0.288750;0.275213;0.250000;0.242560;0.248608
53;0.288721;0.275017;0.250000;0.242560;0.248608
54;0.288869;0.274952;0.250000;0.242560;0.248608
55;0.288872;0.274623;0.250000;0.242560;0.248608
56;0.288881;0.274557;0.250000;0.242560;0.248608
57;0.288806;0.274425;0.250000;0.242560;0.248608
58;0.289578;0.274358;0.250000;0.242560;0.248608
59;0.289581;0.274225;0.250000;0.242560;0.248608
60;0.289585;0.276176;0.250000;0.242560;0.248608
61;0.289588;0.274025;0.250000;0.242560;0.244246
62;0.289599;0.273958;0.250000;0.242560;0.244246
63;0.289599;0.273823;0.250000;0.242560;0.244246
64;0.289605;0.273823;0.250000;0.242560;0.244246
65;0.289613;0.273823;0.250000;0.242560;0.244246
66;0.289648;0.273688;0.250000;0.242560;0.244246
67;0.289691;0.273621;0.250000;0.242560;0.244246
68;0.289663;0.273621;0.250000;0.242560;0.244246
69;0.289585;0.273621;0.250000;0.242560;0.244246
70;0.289838;0.274225;0.250000;0.242716;0.245360
71;0.289851;0.273621;0.250000;0.242716;0.245360
72;0.289952;0.273621;0.250000;0.242716;0.245360
73;0.289873;0.273621;0.250000;0.242716;0.245360
74;0.289849;0.273553;0.250000;0.242716;0.245360
75;0.288088;0.273553;0.250000;0.243026;0.243257
76;0.287843;0.273553;0.250000;0.243103;0.243257
77;0.287525;0.273553;0.250000;0.243180;0.243257
78;0.288428;0.273553;0.250000;0.243180;0.243257
79;0.288553;0.273553;0.250000;0.243180;0.243257
80;0.288543;0.273553;0.250000;0.243180;0.243257
81;0.288898;0.273553;0.250000;0.243180;0.243257
82;0.289836;0.273553;0.250000;0.243180;0.243257
83;0.289675;0.273553;0.250000;0.243180;0.243257
84;0.289595;0.273553;0.250000;0.243180;0.243257
85;0.288743;0.273553;0.250000;0.243257;0.243257
86;0.288748;0.273553;0.250000;0.243257;0.243257
87;0.288753;0.273553;0.250000;0.243257;0.243257
88;0.288624;0.273553;0.250000;0.243257;0.243257
89;0.288629;0.273553;0.250000;0.243257;0.243257
90;0.288634;0.273553;0.250000;0.243257;0.243257
