step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
53,53.0,1550,1552,0.30103,0.33086,0.99257,0.00000,0.00000,0.05426,8.27,0.00,0.081,2543,1743.7
54,54.0,1564,1566,0.30131,0.33096,0.99289,0.00000,0.00000,0.05755,8.27,0.00,0.083,2564,1758.3
55,55.0,1580,1582,0.30160,0.33108,0.99324,0.00000,0.00000,0.06088,8.27,0.00,0.086,2601,1776.0
56,56.0,1597,1599,0.30189,0.33120,0.99359,0.00000,0.00000,0.06424,8.27,0.00,0.088,2624,1792.3
57,57.0,1612,1614,0.30215,0.33130,0.99389,0.00000,0.00000,0.06763,8.27,0.00,0.090,2646,1808.6
58,58.0,1625,1628,0.30242,0.33138,0.99415,0.00000,0.00000,0.07105,8.27,0.00,0.091,2668,1822.4
59,59.0,1494,1642,0.30268,0.33147,0.99441,0.00000,0.00000,0.07449,8.27,0.00,0.093,2681,1835.9
60,60.0,827,1681,0.30311,0.33169,0.99506,0.00000,0.00000,0.07780,8.27,0.00,0.095,2605,1769.7
61,61.0,817,1726,0.30388,0.33190,0.99571,0.00000,0.00000,0.08021,8.27,0.00,0.096,2407,1307.4
62,62.0,785,1741,0.30399,0.33197,0.99591,0.00000,0.00000,0.08277,8.27,0.00,0.098,2418,1384.0
63,63.0,780,1758,0.30428,0.33204,0.99612,0.00000,0.00000,0.08519,8.27,0.00,0.099,2430,1309.1
64,64.0,764,1765,0.30447,0.33207,0.99621,0.00000,0.00000,0.08758,8.27,0.00,0.100,2403,1296.7
65,65.0,746,1768,0.30466,0.33208,0.99624,0.00000,0.00000,0.08993,8.27,0.00,0.101,2379,1272.3
66,66.0,723,1773,0.30484,0.33210,0.99630,0.00000,0.00000,0.09223,8.27,0.00,0.103,2379,1250.4
67,67.0,556,1777,0.30499,0.33212,0.99635,0.00000,0.00000,0.09454,8.27,0.00,0.104,2406,1251.5
68,68.0,365,1797,0.30518,0.33219,0.99657,0.00000,0.00000,0.09664,8.27,0.00,0.105,2185,1143.0
69,69.0,353,1814,0.30547,0.33225,0.99675,0.00000,0.00000,0.09829,8.27,0.00,0.105,1820,895.9
70,70.0,319,1828,0.30540,0.33230,0.99689,0.00000,0.00000,0.10018,8.27,0.00,0.106,2001,1021.4
24,24.0,315,315,0.19203,0.21009,0.63026,0.00000,0.00000,0.00557,8.27,0.00,0.069,2001,1021.4
25,25.0,342,342,0.20102,0.22016,0.66048,0.00000,0.00000,0.00746,8.27,0.00,0.070,2001,1021.4
26,26.0,365,365,0.20813,0.22809,0.68427,0.00000,0.00000,0.00935,8.27,0.00,0.072,2001,1021.4
27,27.0,384,384,0.21365,0.23422,0.70266,0.00000,0.00000,0.01124,8.27,0.00,0.073,2001,1021.4
