step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.051501;0.051142;0.050119;0.058368;0.057961
1;0.053672;0.053325;0.052259;0.060828;0.060436
2;0.074057;0.055238;0.054134;0.016704;0.062604
3;0.072237;0.027629;0.027076;0.014525;0.031251
4;0.072027;0.023273;0.022808;0.014176;0.026246
5;0.071651;0.020936;0.020518;0.013644;0.023524
6;0.070649;0.021037;0.020616;0.012365;0.023561
7;0.069798;0.020684;0.020271;0.011266;0.023078
8;0.069751;0.022177;0.021734;0.011106;0.024680
9;0.069544;0.020763;0.020347;0.010759;0.022985
10;0.069363;0.020729;0.020315;0.010032;0.022854
10;0.069363;0.020729;0.020315;0.010032;0.022854
11;0.069488;0.020702;0.020288;0.010448;0.022723
12;0.069144;0.020830;0.020414;0.009914;0.022769
13;0.069286;0.020655;0.020242;0.009952;0.022466
14;0.069417;0.020792;0.020376;0.009991;0.022514
15;0.069555;0.020776;0.020360;0.010032;0.022388
15;0.069555;0.020776;0.020360;0.010032;0.022388
16;0.069711;0.020605;0.020193;0.010074;0.022087
16;0.069711;0.020605;0.020193;0.010074;0.022087
17;0.082254;0.030764;0.030149;0.024954;0.033489
17;0.082254;0.030764;0.030149;0.024954;0.033489
18;0.029511;0.029502;0.028912;0.031957;0.031947
18;0.029511;0.029502;0.028912;0.031957;0.031947
19;0.035144;0.035141;0.034438;0.038342;0.038338
20;0.036606;0.036605;0.035873;0.039998;0.039997
21;0.038190;0.038190;0.037426;0.041793;0.041793
22;0.038672;0.038672;0.037899;0.042340;0.042340
22;0.038672;0.038672;0.037899;0.042340;0.042340
23;0.049566;0.049566;0.048575;0.054686;0.054686
24;0.056204;0.056204;0.055080;0.062209;0.062209
24;0.056204;0.056204;0.055080;0.062209;0.062209
25;0.071048;0.071360;0.069933;0.293669;0.079386
