step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,15,15,0.00264,0.00299,0.00897,0.00000,0.00001,0.00000,7.92,0.00,0.164,0,0.0
2,2.0,15,15,0.00264,0.00300,0.00897,0.00000,0.00002,0.00000,7.92,0.00,0.164,0,0.0
3,3.0,15,15,0.06153,0.00300,0.00897,0.00000,0.00005,0.00093,7.92,0.00,0.164,602,265.0
4,4.0,15,15,0.06160,0.00301,0.00897,0.00000,0.00008,0.00196,7.92,0.00,0.164,602,290.8
5,5.0,18,18,0.06220,0.00362,0.01074,0.00000,0.00012,0.00305,7.92,0.00,0.164,602,309.6
6,6.0,20,20,0.06262,0.00403,0.01192,0.00000,0.00016,0.00421,7.92,0.00,0.164,602,324.3
7,7.0,20,21,0.06289,0.00424,0.01251,0.00000,0.00022,0.00547,7.92,0.00,0.165,629,353.0
8,8.0,21,23,0.06333,0.00465,0.01368,0.00000,0.00028,0.00681,7.92,0.00,0.165,647,375.1
9,9.0,25,27,0.06412,0.00546,0.01602,0.00000,0.00034,0.00819,7.92,0.00,0.165,647,382.2
10,10.0,25,27,0.06422,0.00548,0.01602,0.00000,0.00042,0.00959,7.92,0.00,0.165,650,390.3
11,11.0,27,30,0.06485,0.00609,0.01777,0.00000,0.00050,0.01108,7.92,0.00,0.165,672,410.7
12,12.0,28,31,0.06513,0.00631,0.01835,0.00000,0.00058,0.01258,7.92,0.00,0.165,672,413.9
13,13.0,28,32,0.06542,0.00654,0.01893,0.00000,0.00067,0.01415,7.92,0.00,0.165,696,433.2
14,14.0,30,34,0.06589,0.00695,0.02009,0.00000,0.00077,0.01576,7.92,0.00,0.165,705,441.2
15,15.0,32,36,0.06635,0.00737,0.02125,0.00000,0.00087,0.01736,7.92,0.00,0.165,705,442.4
16,16.0,33,37,0.06665,0.00760,0.02183,0.00000,0.00097,0.01899,7.92,0.00,0.166,707,446.0
17,510.0,68,78,0.07360,0.01537,0.04493,0.00000,0.00117,0.02065,7.92,0.00,0.167,717,455.4
18,540.0,72,121,0.08055,0.02314,0.06801,0.00000,0.00140,0.02233,7.92,0.00,0.167,718,458.4
19,570.0,126,148,0.02590,0.02786,0.08194,0.00000,0.00164,0.02233,7.92,0.00,0.166,0,0.0
20,600.0,166,171,0.02937,0.03179,0.09349,0.00000,0.00189,0.02233,7.92,0.00,0.166,0,0.0
21,630.0,199,200,0.03360,0.03659,0.10764,0.00000,0.00214,0.02233,7.92,0.00,0.166,0,0.0
22,660.0,221,221,0.03661,0.04000,0.11761,0.00000,0.00239,0.02233,7.92,0.00,0.165,0,0.0
23,690.0,232,232,0.03819,0.04179,0.12274,0.00000,0.00264,0.02233,7.92,0.00,0.165,0,0.0
24,720.0,237,237,0.03894,0.04265,0.12506,0.00000,0.00289,0.02233,7.92,0.00,0.165,0,0.0
25,750.0,287,288,0.04576,0.05037,0.14799,0.00000,0.00314,0.02233,7.92,0.00,0.165,0,0.0
