step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
3,3.0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
4,4.0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
5,5.0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
6,6.0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
7,7.0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
8,8.0,53,53,0.03162,0.03585,0.10756,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
9,9.0,53,53,0.03162,0.03585,0.10756,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
10,10.0,53,53,0.03162,0.03585,0.10756,0.00000,0.00000,0.00000,7.50,0.00,0.135,0,0.0
11,11.0,30,53,0.04675,0.03585,0.10756,0.00000,0.00000,0.01056,7.50,0.00,0.136,624,217.6
12,12.0,27,53,0.04697,0.03585,0.10756,0.00000,0.00000,0.02153,7.50,0.00,0.136,624,225.7
13,13.0,21,53,0.04704,0.03585,0.10756,0.00000,0.00000,0.03282,7.50,0.00,0.136,624,232.2
14,14.0,21,53,0.04638,0.03585,0.10756,0.00000,0.00000,0.03957,7.50,0.00,0.136,455,139.6
15,15.0,21,53,0.04619,0.03585,0.10756,0.00000,0.00000,0.04607,7.50,0.00,0.136,445,133.9
16,16.0,21,53,0.04503,0.03585,0.10756,0.00000,0.00000,0.04855,7.50,0.00,0.136,193,49.7
17,17.0,21,53,0.04497,0.03585,0.10756,0.00000,0.00000,0.05110,7.50,0.00,0.136,193,51.4
18,18.0,21,53,0.04498,0.03585,0.10756,0.00000,0.00000,0.05372,7.50,0.00,0.136,193,52.5
19,19.0,21,53,0.04503,0.03585,0.10756,0.00000,0.00000,0.05637,7.50,0.00,0.136,193,53.3
20,20.0,20,53,0.04519,0.03585,0.10756,0.00000,0.00000,0.05906,7.50,0.00,0.136,193,53.9
21,21.0,20,53,0.04548,0.03585,0.10756,0.00000,0.00000,0.06197,7.50,0.00,0.137,193,58.4
22,22.0,20,53,0.04576,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,193,60.3
23,23.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
24,24.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
25,25.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
26,26.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
27,27.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
28,28.0,20,53,0.03546,0.03585,0.10756,0.00000,0.00000,0.06497,7.50,0.00,0.137,0,0.0
29,29.0,6,53,0.05052,0.03585,0.10756,0.00000,0.00000,0.07837,7.50,0.00,0.137,744,283.9
30,30.0,5,53,0.05116,0.03585,0.10756,0.00000,0.00000,0.09259,7.50,0.00,0.137,744,301.3
31,31.0,5,53,0.05180,0.03585,0.10756,0.00000,0.00000,0.10748,7.50,0.00,0.137,744,314.6
32,32.0,5,53,0.05251,0.03585,0.10756,0.00000,0.00000,0.12285,7.50,0.00,0.138,744,324.1
33,33.0,0,53,0.05328,0.03585,0.10756,0.00000,0.00000,0.13857,7.50,0.00,0.138,744,330.9
34,34.0,0,53,0.05410,0.03585,0.10756,0.00000,0.00000,0.15456,7.50,0.00,0.138,744,336.1
35,35.0,0,53,0.05496,0.03585,0.10756,0.00000,0.00000,0.17075,7.50,0.00,0.138,744,340.1
