step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
2;0.031623;0.031623;0.030041;0.037653;0.037653
3;0.031623;0.031623;0.030041;0.037653;0.037653
4;0.032154;0.032154;0.030546;0.037653;0.037653
5;0.033210;0.033210;0.031550;0.037653;0.037653
6;0.035814;0.035814;0.034024;0.037653;0.037653
7;0.038871;0.038871;0.036928;0.037653;0.037653
8;0.040373;0.040373;0.038354;0.037653;0.037653
9;0.042347;0.042347;0.040230;0.037653;0.037653
10;0.050401;0.043808;0.041618;0.038841;0.064743
11;0.051264;0.037975;0.036076;0.038841;0.064743
12;0.051432;0.037084;0.035230;0.038841;0.064743
13;0.049962;0.036195;0.034385;0.039432;0.042926
14;0.050221;0.037114;0.035258;0.039432;0.042926
15;0.048920;0.038016;0.036115;0.040606;0.042926
16;0.048884;0.038162;0.036254;0.040606;0.042926
17;0.048906;0.038313;0.036397;0.040606;0.042926
18;0.048967;0.038467;0.036544;0.040606;0.042926
19;0.049136;0.038624;0.036692;0.040606;0.042926
20;0.049499;0.038263;0.036350;0.040606;0.042926
21;0.049799;0.038435;0.036513;0.040606;0.042926
22;0.039647;0.039647;0.037665;0.041770;0.041770
23;0.039647;0.039647;0.037665;0.041770;0.041770
24;0.039647;0.039647;0.037665;0.041770;0.041770
25;0.039647;0.039647;0.037665;0.041770;0.041770
26;0.040675;0.040675;0.038641;0.041770;0.041770
27;0.040162;0.040162;0.038154;0.041770;0.041770
28;0.054469;0.039647;0.037665;0.035853;0.042349
29;0.055361;0.037307;0.035442;0.035853;0.037056
30;0.056196;0.038146;0.036239;0.035853;0.037056
31;0.057045;0.039025;0.037073;0.035853;0.037056
32;0.057921;0.039932;0.037935;0.035853;0.037056
33;0.058819;0.039798;0.037808;0.035853;0.037056
34;0.059734;0.040742;0.038705;0.035853;0.037056
