step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.292359;0.295091
0;0.223888;0.223888;0.212694;0.292359;0.295091
1;0.227257;0.227257;0.215894;0.287321;0.287321
2;0.230229;0.230229;0.218717;0.287321;0.287321
3;0.251600;0.232827;0.221186;0.290374;0.291713
4;0.253775;0.235469;0.223695;0.292215;0.292087
5;0.258178;0.238626;0.226695;0.292986;0.293473
6;0.257511;0.239964;0.227966;0.292722;0.293638
7;0.258095;0.242837;0.230695;0.292359;0.295091
7;0.258095;0.242837;0.230695;0.292359;0.295091
8;0.260320;0.243622;0.231441;0.293518;0.295174
9;0.262109;0.246880;0.234536;0.294096;0.296837
10;0.263084;0.246912;0.234566;0.293861;0.296659
11;0.263269;0.250467;0.237944;0.293861;0.296659
12;0.266246;0.251611;0.239030;0.295718;0.298614
13;0.267154;0.252139;0.239532;0.295718;0.298614
14;0.269265;0.255746;0.242959;0.296142;0.299709
15;0.269651;0.257095;0.244241;0.296142;0.299709
16;0.272429;0.257794;0.244904;0.296195;0.299954
17;0.271949;0.259082;0.246128;0.296195;0.299954
18;0.274200;0.260027;0.247026;0.294798;0.300677
19;0.275572;0.261390;0.248321;0.294798;0.300677
20;0.276756;0.263685;0.250501;0.294826;0.301311
21;0.278438;0.264127;0.250921;0.294826;0.301311
22;0.279947;0.266491;0.253166;0.294826;0.301311
23;0.280315;0.268491;0.255066;0.293623;0.301676
24;0.282926;0.269646;0.256164;0.293623;0.301676
25;0.285611;0.271249;0.257686;0.293890;0.301243
26;0.288706;0.273149;0.259491;0.293890;0.301243
27;0.290921;0.275067;0.261314;0.294125;0.301243
28;0.294444;0.277203;0.263342;0.294125;0.301243
29;0.295570;0.279959;0.265961;0.294125;0.301243
30;0.297176;0.281802;0.267712;0.294125;0.301243
31;0.298624;0.284494;0.270269;0.294125;0.301243
32;0.303208;0.286166;0.271858;0.294125;0.301243
33;0.305536;0.288472;0.274048;0.294125;0.301243
34;0.308148;0.290701;0.276166;0.294125;0.301243
35;0.310898;0.293053;0.278400;0.294125;0.301243
36;0.313745;0.295265;0.280502;0.294125;0.301243
37;0.315001;0.297492;0.282617;0.302616;0.303802
38;0.317518;0.300376;0.285358;0.302616;0.303802
39;0.319685;0.302121;0.287015;0.302616;0.303802
40;0.322057;0.304999;0.289749;0.302616;0.303802
40;0.322057;0.304999;0.289749;0.302616;0.303802
41;0.325493;0.306973;0.291624;0.302616;0.303802
42;0.327063;0.309340;0.293873;0.302616;0.303802
43;0.329577;0.311416;0.295845;0.302616;0.303802
44;0.331682;0.313938;0.298241;0.302616;0.303802
45;0.332197;0.316144;0.300337;0.302616;0.303802
45;0.332197;0.316144;0.300337;0.302616;0.303802
46;0.333538;0.318141;0.302234;0.302616;0.303802
47;0.333292;0.320556;0.304528;0.305404;0.307691
48;0.333530;0.322664;0.306531;0.305404;0.307691
49;0.334283;0.324678;0.308444;0.305404;0.307691
