step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
257,257.0,3196,4775,0.36872,1.00000,0.14508,0.07871,0.00457,8.29,0.00,0.070,6938,4537.0
258,258.0,3324,4917,0.36889,1.00000,0.14508,0.07918,0.00947,8.29,0.00,0.072,7077,4862.2
259,259.0,3434,5033,0.37419,1.00000,0.16228,0.07967,0.01447,8.29,0.00,0.074,6672,4939.6
260,260.0,3550,5153,0.37765,1.00000,0.17205,0.08025,0.01947,8.29,0.00,0.075,6365,4933.1
261,261.0,3612,5220,0.37871,1.00000,0.17439,0.08087,0.02447,8.29,0.00,0.077,6117,4931.2
262,262.0,3652,5269,0.37913,1.00000,0.17439,0.08151,0.02947,8.29,0.00,0.079,6096,4932.3
263,263.0,3718,5338,0.37955,1.00000,0.17439,0.08215,0.03447,8.29,0.00,0.081,6081,4930.2
264,264.0,3746,5372,0.37999,1.00000,0.17439,0.08280,0.03947,8.29,0.00,0.082,6073,4927.3
265,265.0,3791,5419,0.38049,1.00000,0.17439,0.08346,0.04447,8.29,0.00,0.084,6078,4926.0
1,1.0,26,26,0.02704,0.06549,0.00000,0.00000,0.00105,8.29,0.00,0.141,1230,1009.3
2,2.0,36,42,0.03855,0.10364,0.00000,0.00000,0.00223,8.29,0.00,0.142,1726,1124.0
3,3.0,55,62,0.05190,0.14915,0.00000,0.00000,0.00341,8.29,0.00,0.142,1591,1126.7
4,4.0,72,81,0.06400,0.19024,0.00000,0.00000,0.00464,8.29,0.00,0.143,1672,1176.5
5,5.0,86,96,0.07316,0.22128,0.00000,0.00000,0.00590,8.29,0.00,0.144,1741,1212.7
6,6.0,97,107,0.07969,0.24327,0.00000,0.00000,0.00720,8.29,0.00,0.144,1791,1239.9
7,7.0,103,114,0.08377,0.25695,0.00000,0.00000,0.00851,8.29,0.00,0.145,1821,1259.2
8,8.0,104,118,0.08610,0.26465,0.00000,0.00000,0.00985,8.29,0.00,0.146,1861,1277.1
9,9.0,107,125,0.09008,0.27794,0.00000,0.00000,0.01119,8.29,0.00,0.146,1875,1283.9
10,10.0,112,132,0.09399,0.29099,0.00000,0.00000,0.01255,8.29,0.00,0.147,1904,1299.3
11,11.0,110,134,0.09515,0.29467,0.00000,0.00000,0.01392,8.29,0.00,0.148,1932,1315.6
12,12.0,111,138,0.09738,0.30199,0.00000,0.00000,0.01529,8.29,0.00,0.148,1920,1308.9
13,13.0,109,139,0.09800,0.30380,0.00000,0.00000,0.01666,8.29,0.00,0.149,1932,1316.1
14,14.0,108,140,0.09862,0.30561,0.00000,0.00000,0.01803,8.29,0.00,0.149,1934,1316.6
15,15.0,105,141,0.09923,0.30742,0.00000,0.00000,0.01941,8.29,0.00,0.150,1937,1318.0
16,16.0,104,144,0.10090,0.31281,0.00000,0.00000,0.02079,8.29,0.00,0.150,1933,1317.4
17,17.0,101,147,0.10257,0.31816,0.00000,0.00000,0.02217,8.29,0.00,0.151,1955,1326.7
18,18.0,100,150,0.10420,0.32347,0.00000,0.00000,0.02355,8.29,0.00,0.151,1942,1322.4
19,19.0,92,151,0.10482,0.32523,0.00000,0.00000,0.02494,8.29,0.00,0.152,1965,1331.1
20,20.0,89,152,0.10542,0.32699,0.00000,0.00000,0.02631,8.29,0.00,0.152,1934,1309.4
21,21.0,84,152,0.10550,0.32699,0.00000,0.00000,0.02768,8.29,0.00,0.153,1939,1316.3
22,22.0,83,152,0.10559,0.32699,0.00000,0.00000,0.02905,8.29,0.00,0.153,1931,1306.7
23,23.0,82,154,0.10670,0.33048,0.00000,0.00000,0.03041,8.29,0.00,0.154,1924,1308.1
24,24.0,78,154,0.10680,0.33048,0.00000,0.00000,0.03178,8.29,0.00,0.154,1947,1310.6
25,25.0,78,157,0.10841,0.33570,0.00000,0.00000,0.03313,8.29,0.00,0.154,1911,1293.4
26,26.0,77,158,0.10902,0.33742,0.00000,0.00001,0.03450,8.29,0.00,0.155,1941,1310.7
27,27.0,73,158,0.10910,0.33742,0.00000,0.00001,0.03585,8.29,0.00,0.155,1921,1298.9
28,28.0,69,160,0.11021,0.34087,0.00000,0.00001,0.03720,8.29,0.00,0.155,1918,1294.9
29,29.0,65,160,0.11030,0.34087,0.00000,0.00001,0.03855,8.29,0.00,0.156,1925,1293.3
30,30.0,63,160,0.11038,0.34087,0.00000,0.00002,0.03990,8.29,0.00,0.156,1928,1295.7
31,31.0,60,160,0.11047,0.34087,0.00000,0.00002,0.04125,8.29,0.00,0.156,1927,1294.0
32,32.0,55,160,0.11056,0.34087,0.00000,0.00002,0.04260,8.29,0.00,0.157,1922,1289.6
33,33.0,56,161,0.11115,0.34258,0.00000,0.00002,0.04394,8.29,0.00,0.157,1919,1284.8
34,34.0,54,163,0.11224,0.34600,0.00000,0.00002,0.04528,8.29,0.00,0.157,1923,1291.5
35,35.0,51,163,0.11234,0.34600,0.00000,0.00003,0.04663,8.29,0.00,0.158,1926,1290.5
36,36.0,52,163,0.11243,0.34600,0.00000,0.00003,0.04797,8.29,0.00,0.158,1923,1281.7
37,37.0,52,164,0.11302,0.34770,0.00000,0.00003,0.04931,8.29,0.00,0.158,1922,1283.4
38,38.0,45,164,0.11310,0.34770,0.00000,0.00003,0.05065,8.29,0.00,0.158,1924,1288.3
39,39.0,51,164,0.11320,0.34770,0.00000,0.00004,0.05197,8.29,0.00,0.159,1917,1269.4
40,40.0,45,165,0.11378,0.34940,0.00000,0.00004,0.05331,8.29,0.00,0.159,1925,1284.1
41,41.0,46,165,0.11388,0.34940,0.00000,0.00004,0.05463,8.29,0.00,0.159,1912,1263.4
42,42.0,44,165,0.11396,0.34940,0.00000,0.00004,0.05596,8.29,0.00,0.159,1917,1272.9
43,43.0,43,165,0.11405,0.34940,0.00000,0.00004,0.05727,8.29,0.00,0.160,1909,1263.9
44,44.0,44,165,0.11414,0.34940,0.00000,0.00005,0.05858,8.29,0.00,0.160,1909,1257.0
45,45.0,44,165,0.11422,0.34940,0.00000,0.00005,0.05990,8.29,0.00,0.160,1909,1264.3
46,46.0,47,169,0.11629,0.35614,0.00000,0.00005,0.06121,8.29,0.00,0.160,1905,1255.3
47,47.0,41,169,0.11638,0.35614,0.00000,0.00005,0.06253,8.29,0.00,0.160,1915,1264.4
48,48.0,44,169,0.11646,0.35614,0.00000,0.00006,0.06383,8.29,0.00,0.161,1904,1246.7
49,49.0,42,170,0.11705,0.35782,0.00000,0.00006,0.06514,8.29,0.00,0.161,1909,1254.9
50,50.0,42,170,0.11713,0.35782,0.00000,0.00006,0.06644,8.29,0.00,0.161,1908,1249.1
51,51.0,42,170,0.11722,0.35782,0.00000,0.00006,0.06774,8.29,0.00,0.161,1908,1249.0
52,52.0,42,170,0.11730,0.35782,0.00000,0.00006,0.06904,8.29,0.00,0.161,1908,1248.8
53,53.0,42,170,0.11739,0.35782,0.00000,0.00007,0.07034,8.29,0.00,0.161,1908,1248.7
54,54.0,42,170,0.11748,0.35782,0.00000,0.00007,0.07165,8.29,0.00,0.162,1908,1248.5
55,55.0,42,170,0.11756,0.35782,0.00000,0.00007,0.07295,8.29,0.00,0.162,1908,1248.3
56,56.0,42,171,0.11814,0.35949,0.00000,0.00007,0.07425,8.29,0.00,0.162,1908,1248.2
57,57.0,41,171,0.11823,0.35949,0.00000,0.00008,0.07555,8.29,0.00,0.162,1909,1249.6
