step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.243804;0.243804;0.238927;0.276421;0.276421
1;0.244314;0.244314;0.239427;0.277000;0.277000
2;0.245215;0.245215;0.240311;0.278021;0.278021
3;0.222079;0.246031;0.241110;0.233181;0.278947
4;0.208701;0.224549;0.220058;0.217066;0.253634
5;0.215080;0.216726;0.212391;0.223021;0.243808
6;0.216599;0.222181;0.217737;0.224049;0.249037
7;0.218416;0.222071;0.217629;0.225171;0.247956
8;0.221989;0.221742;0.217307;0.228294;0.246627
9;0.222479;0.221056;0.216634;0.227873;0.244895
10;0.215784;0.227268;0.222723;0.219325;0.250983
11;0.217296;0.216047;0.211726;0.220058;0.237304
12;0.217597;0.222392;0.217944;0.219448;0.243540
13;0.220436;0.221089;0.216667;0.221736;0.241106
14;0.219260;0.222013;0.217573;0.219449;0.241200
15;0.221903;0.219134;0.214751;0.218205;0.236981
16;0.219057;0.220439;0.216030;0.217063;0.237503
17;0.219404;0.216835;0.212498;0.216550;0.232462
18;0.220379;0.216647;0.212315;0.216806;0.231291
19;0.222140;0.217761;0.213406;0.218204;0.231597
20;0.222762;0.224515;0.220025;0.217698;0.238300
21;0.223616;0.217938;0.213580;0.217570;0.229889
22;0.225920;0.223226;0.218762;0.219077;0.234927
23;0.226340;0.218995;0.214615;0.219074;0.229171
24;0.227402;0.219836;0.215440;0.219689;0.229169
25;0.227579;0.220581;0.216169;0.218075;0.229056
26;0.226858;0.220217;0.215813;0.217314;0.227686
27;0.230186;0.220775;0.216359;0.219931;0.227360
28;0.230038;0.225054;0.220553;0.218700;0.231258
29;0.234476;0.224292;0.219806;0.222667;0.229438
30;0.231853;0.234827;0.230131;0.218949;0.240427
31;0.236456;0.225418;0.220909;0.223245;0.228803
32;0.230730;0.233195;0.228532;0.215238;0.236663
33;0.231919;0.224843;0.220346;0.215633;0.226235
34;0.233542;0.228294;0.223728;0.217188;0.229194
35;0.235180;0.226229;0.221704;0.218202;0.225896
36;0.236137;0.235435;0.230726;0.218327;0.235378
37;0.235586;0.228670;0.224097;0.216026;0.226752
38;0.233311;0.228354;0.223787;0.211559;0.225436
39;0.234018;0.229870;0.225272;0.211419;0.226197
40;0.234900;0.231279;0.226653;0.211419;0.226838
41;0.235933;0.229587;0.224996;0.211560;0.223964
42;0.236793;0.229822;0.225225;0.211560;0.223272
43;0.237654;0.229847;0.225250;0.211560;0.222344
44;0.239303;0.240344;0.235537;0.212674;0.233289
45;0.240408;0.233744;0.229069;0.218077;0.224848
45;0.240408;0.233744;0.229069;0.218077;0.224848
46;0.241355;0.231328;0.226702;0.213086;0.221152
47;0.241792;0.235622;0.230909;0.212397;0.225063
48;0.242651;0.232269;0.227624;0.212397;0.220305
49;0.243506;0.233110;0.228448;0.212397;0.220303
50;0.245593;0.233092;0.228430;0.212536;0.219325
50;0.245593;0.233092;0.228430;0.212536;0.219325
51;0.249288;0.238992;0.234212;0.216933;0.225057
52;0.250734;0.234562;0.229871;0.217571;0.219078
53;0.251972;0.234967;0.230268;0.217951;0.218580
54;0.249024;0.240132;0.235329;0.213632;0.223478
55;0.250004;0.240468;0.235659;0.217951;0.222903
55;0.250004;0.240468;0.235659;0.217951;0.222903
56;0.250883;0.239123;0.234341;0.213767;0.220421
57;0.250127;0.239754;0.234959;0.211980;0.220179
58;0.250983;0.242796;0.237940;0.211980;0.222671
59;0.251967;0.243022;0.238162;0.212119;0.221970
60;0.254670;0.242179;0.237335;0.214173;0.220057
61;0.253989;0.245939;0.241020;0.213086;0.223363
62;0.255347;0.244718;0.239824;0.213632;0.221022
63;0.259211;0.244926;0.240028;0.217061;0.220300
64;0.261053;0.249173;0.244189;0.216027;0.224159
65;0.261112;0.244764;0.239869;0.214038;0.218203
66;0.259045;0.245386;0.240479;0.214038;0.217951
67;0.261693;0.249149;0.244166;0.217189;0.221260
68;0.261112;0.246402;0.241474;0.215766;0.217189
69;0.261271;0.246680;0.241746;0.215766;0.216547
70;0.261108;0.247637;0.242685;0.215635;0.216676
70;0.261108;0.247637;0.242685;0.215635;0.216676
71;0.260956;0.250160;0.245156;0.215635;0.218579
72;0.260780;0.248982;0.244002;0.215635;0.216288
73;0.260734;0.249766;0.244770;0.215635;0.216287
74;0.260733;0.252006;0.246966;0.215635;0.218828
75;0.260723;0.249766;0.244770;0.215635;0.216287
75;0.260723;0.249766;0.244770;0.215635;0.216287
76;0.262647;0.251786;0.246751;0.215635;0.218579
77;0.262641;0.249994;0.244994;0.215635;0.216547
78;0.262715;0.249766;0.244770;0.215635;0.216287
79;0.262813;0.250448;0.245439;0.215635;0.217061
80;0.262860;0.249766;0.244770;0.215635;0.216287
81;0.262934;0.252659;0.247606;0.215635;0.219568
82;0.262996;0.249766;0.244770;0.215635;0.216287
83;0.263214;0.249651;0.244658;0.215635;0.216157
84;0.263231;0.249651;0.244658;0.215635;0.216157
