scenario,arm,seed,t_min,burned_cells,j_phys
S1,Test0,106,158.0,2407,0.25005
S1,Test0,106,170.0,2518,0.25408
S1,Test0,106,182.0,2587,0.26057
S1,Test0,106,194.0,2704,0.28433
S1,Test0,106,206.0,2766,0.31884
S1,Test0,106,218.0,2793,0.33083
S1,Test0,106,230.0,2808,0.34449
S1,Test0,106,242.0,2829,0.36434
S1,Test0,106,254.0,2851,0.38394
S1,Test0,106,266.0,2871,0.39218
S1,Test0,106,278.0,2886,0.40228
S1,Test0,106,290.0,2904,0.43369
S1,Test0,106,302.0,2920,0.47427
S1,Test0,106,314.0,2940,0.48902
S1,Test0,106,326.0,2954,0.49974
S1,Test0,106,338.0,2955,0.50212
S1,Test0,106,350.0,2959,0.50851
S2,F5,105,2.0,9,0.00201
S2,F5,105,14.0,61,0.01314
S2,F5,105,26.0,115,0.02394
S2,F5,105,38.0,167,0.03368
S2,F5,105,50.0,206,0.04058
S2,F5,105,62.0,269,0.05109
S2,F5,105,74.0,397,0.0797
S2,F5,105,86.0,468,0.08936
S2,F5,105,98.0,502,0.09843
S2,F5,105,110.0,595,0.1159
S2,F5,105,122.0,693,0.15963
S2,F5,105,134.0,765,0.17279
S2,F5,105,146.0,817,0.17959
S2,F5,105,158.0,898,0.187
S2,F5,105,170.0,906,0.18772
S2,F5,105,182.0,926,0.1895
S2,F5,105,194.0,948,0.19145
S2,F5,105,206.0,952,0.1918
S2,F5,105,218.0,969,0.19322
S2,F5,105,230.0,973,0.19355
S2,F5,105,242.0,981,0.1942
S2,F5,105,254.0,983,0.19437
S2,F5,105,266.0,984,0.19445
S2,F5,105,278.0,985,0.19453
S2,F5,105,290.0,986,0.19462
S2,F5,105,302.0,986,0.19462
S2,F5,105,314.0,986,0.19462
S2,F5,105,326.0,986,0.19462
S2,F5,105,338.0,986,0.19462
S2,F5,105,350.0,986,0.19462
S5,F5Ev,104,2.0,17,0.00383
S5,F5Ev,104,14.0,211,0.04204
S5,F5Ev,104,26.0,538,0.10967
S5,F5Ev,104,38.0,758,0.14427
S5,F5Ev,104,50.0,853,0.16701
S5,F5Ev,104,62.0,899,0.17789
S5,F5Ev,104,74.0,920,0.18178
S5,F5Ev,104,86.0,949,0.18696
S5,F5Ev,104,98.0,980,0.19056
S5,F5Ev,104,110.0,997,0.19296
S5,F5Ev,104,122.0,1008,0.19486
S5,F5Ev,104,134.0,1034,0.19692
S5,F5Ev,104,146.0,1046,0.19887
S5,F5Ev,104,158.0,1049,0.1991
S5,F5Ev,104,170.0,1057,0.20022
S5,F5Ev,104,182.0,1062,0.20063
S5,F5Ev,104,194.0,1064,0.20081
S5,F5Ev,104,206.0,1068,0.20112
S5,F5Ev,104,218.0,1071,0.20135
S5,F5Ev,104,230.0,1075,0.20165
S5,F5Ev,104,242.0,1080,0.20304
S5,F5Ev,104,254.0,1082,0.20322
S5,F5Ev,104,266.0,1082,0.20322
S5,F5Ev,104,278.0,1085,0.20534
S5,F5Ev,104,290.0,1086,0.20542
S5,F5Ev,104,302.0,1089,0.20704
S5,F5Ev,104,314.0,1090,0.20814
S5,F5Ev,104,326.0,1090,0.20814
S5,F5Ev,104,338.0,1093,0.21128
S5,F5Ev,104,350.0,1093,0.2113
S3,F5,105,2.0,4,0.00088
S3,F5,105,14.0,32,0.00691
S3,F5,105,26.0,123,0.02508
S3,F5,105,38.0,175,0.04086
S3,F5,105,50.0,208,0.05121
S3,F5,105,62.0,230,0.0587
S3,F5,105,74.0,244,0.06309
S3,F5,105,86.0,267,0.06835
S3,F5,105,98.0,271,0.0697
S3,F5,105,110.0,272,0.06988
S3,F5,105,122.0,273,0.07004
S3,F5,105,134.0,273,0.07004
S3,F5,105,146.0,273,0.07005
S3,F5,105,158.0,273,0.07005
S3,F5,105,170.0,274,0.07021
S3,F5,105,182.0,274,0.07021
S3,F5,105,194.0,274,0.07022
S3,F5,105,206.0,274,0.07022
S3,F5,105,218.0,276,0.07054
S3,F5,105,230.0,276,0.07054
S3,F5,105,242.0,276,0.07055
S3,F5,105,254.0,276,0.07055
S3,F5,105,266.0,277,0.07071
S3,F5,105,278.0,279,0.07103
S3,F5,105,290.0,280,0.07119
S3,F5,105,302.0,281,0.07135
S3,F5,105,314.0,285,0.07198
S3,F5,105,326.0,287,0.0723
S3,F5,105,338.0,287,0.0723
S3,F5,105,350.0,287,0.0723
S2,Test0,106,2.0,8,0.00171
S2,Test0,106,14.0,30,0.00631
S2,Test0,106,26.0,120,0.02388
S2,Test0,106,38.0,475,0.078
S2,Test0,106,50.0,1057,0.13489
S2,Test0,106,62.0,1359,0.15546
S2,Test0,106,74.0,1438,0.16015
S2,Test0,106,86.0,1494,0.16333
S2,Test0,106,98.0,1551,0.16645
S2,Test0,106,110.0,1628,0.17049
S2,Test0,106,122.0,1782,0.178
S2,Test0,106,134.0,1999,0.20561
S2,Test0,106,146.0,2295,0.24291
S2,Test0,106,158.0,2481,0.25253
S2,Test0,106,170.0,2585,0.25622
S2,Test0,106,182.0,2640,0.26028
S2,Test0,106,194.0,2686,0.28395
S2,Test0,106,206.0,2727,0.31788
S2,Test0,106,218.0,2753,0.34774
S2,Test0,106,230.0,2772,0.37639
S2,Test0,106,242.0,2877,0.40886
S2,Test0,106,254.0,2903,0.42508
S2,Test0,106,266.0,2916,0.43553
S2,Test0,106,278.0,2923,0.4438
S2,Test0,106,290.0,2935,0.47699
S2,Test0,106,302.0,2946,0.48954
S2,Test0,106,314.0,2951,0.494
S2,Test0,106,326.0,2954,0.50238
S2,Test0,106,338.0,2955,0.50473
S2,Test0,106,350.0,2959,0.51115
S5,F5EvAI,104,2.0,17,0.00383
S5,F5EvAI,104,14.0,212,0.04221
S5,F5EvAI,104,26.0,544,0.11264
S5,F5EvAI,104,38.0,764,0.14815
S5,F5EvAI,104,50.0,920,0.17754
S5,F5EvAI,104,62.0,987,0.19246
S5,F5EvAI,104,74.0,1018,0.19954
S5,F5EvAI,104,86.0,1055,0.20562
S5,F5EvAI,104,98.0,1089,0.21205
S5,F5EvAI,104,110.0,1120,0.21436
S5,F5EvAI,104,122.0,1145,0.21618
S5,F5EvAI,104,134.0,1160,0.21725
S5,F5EvAI,104,146.0,1182,0.2193
S5,F5EvAI,104,158.0,1193,0.22058
S5,F5EvAI,104,170.0,1201,0.22164
S5,F5EvAI,104,182.0,1210,0.22226
S5,F5EvAI,104,194.0,1215,0.2226
S5,F5EvAI,104,206.0,1218,0.2228
S5,F5EvAI,104,218.0,1221,0.22301
S5,F5EvAI,104,230.0,1222,0.22307
S5,F5EvAI,104,242.0,1224,0.22461
S5,F5EvAI,104,254.0,1225,0.22469
S5,F5EvAI,104,266.0,1225,0.22469
S5,F5EvAI,104,278.0,1225,0.2247
S5,F5EvAI,104,290.0,1225,0.22471
S5,F5EvAI,104,302.0,1225,0.22472
S5,F5EvAI,104,314.0,1225,0.22472
S5,F5EvAI,104,326.0,1225,0.22472
S5,F5EvAI,104,338.0,1225,0.22472
S5,F5EvAI,104,350.0,1225,0.22472
S4,F5,105,2.0,8,0.00175
S4,F5,105,14.0,51,0.01088
S4,F5,105,26.0,169,0.03352
S4,F5,105,38.0,274,0.06217
S4,F5,105,50.0,316,0.07378
S4,F5,105,62.0,338,0.08086
S4,F5,105,74.0,363,0.08849
S4,F5,105,86.0,386,0.09331
S4,F5,105,98.0,390,0.09459
S4,F5,105,110.0,391,0.09475
S4,F5,105,122.0,393,0.09504
S4,F5,105,134.0,393,0.09504
S4,F5,105,146.0,393,0.09505
S4,F5,105,158.0,393,0.09506
S4,F5,105,170.0,393,0.09507
S4,F5,105,182.0,398,0.09577
S4,F5,105,194.0,398,0.09577
S4,F5,105,206.0,398,0.09578
S4,F5,105,218.0,398,0.09579
S4,F5,105,230.0,398,0.09579
S4,F5,105,242.0,399,0.09594
S4,F5,105,254.0,399,0.09594
S4,F5,105,266.0,401,0.09622
S4,F5,105,278.0,437,0.1021
S4,F5,105,290.0,437,0.10211
S4,F5,105,302.0,437,0.10211
S4,F5,105,314.0,437,0.10211
S4,F5,105,326.0,439,0.10238
S4,F5,105,338.0,439,0.10239
S4,F5,105,350.0,439,0.10239
S3,Test0,106,2.0,7,0.00166
S3,Test0,106,14.0,65,0.0148
S3,Test0,106,26.0,177,0.03794
S3,Test0,106,38.0,288,0.07075
S3,Test0,106,50.0,383,0.09629
S3,Test0,106,62.0,502,0.12297
S3,Test0,106,74.0,619,0.1435
S3,Test0,106,86.0,719,0.16352
S3,Test0,106,98.0,779,0.17305
S3,Test0,106,110.0,812,0.18187
S3,Test0,106,122.0,834,0.18669
S3,Test0,106,134.0,857,0.1932
S3,Test0,106,146.0,875,0.19728
S3,Test0,106,158.0,893,0.20236
S3,Test0,106,170.0,906,0.20527
S3,Test0,106,182.0,926,0.2108
S3,Test0,106,194.0,942,0.21485
S3,Test0,106,206.0,950,0.21582
S3,Test0,106,218.0,962,0.22195
S3,Test0,106,230.0,977,0.22747
S3,Test0,106,242.0,987,0.23019
S3,Test0,106,254.0,1001,0.23276
S3,Test0,106,266.0,1016,0.23592
S3,Test0,106,278.0,1028,0.23735
S3,Test0,106,290.0,1040,0.23925
S3,Test0,106,302.0,1050,0.24096
S3,Test0,106,314.0,1056,0.24184
S3,Test0,106,326.0,1059,0.24248
S3,Test0,106,338.0,1061,0.24305
S3,Test0,106,350.0,1067,0.24391
S5,F5EvAI,105,2.0,8,0.00175
S5,F5EvAI,105,14.0,52,0.01109
S5,F5EvAI,105,26.0,174,0.03441
S5,F5EvAI,105,38.0,279,0.06295
S5,F5EvAI,105,50.0,327,0.07544
S5,F5EvAI,105,62.0,348,0.08233
S5,F5EvAI,105,74.0,370,0.08949
S5,F5EvAI,105,86.0,396,0.0947
S5,F5EvAI,105,98.0,397,0.09487
S5,F5EvAI,105,110.0,397,0.09489
S5,F5EvAI,105,122.0,400,0.09602
S5,F5EvAI,105,134.0,416,0.09821
S5,F5EvAI,105,146.0,431,0.10024
S5,F5EvAI,105,158.0,431,0.10024
S5,F5,105,2.0,8,0.00175
S5,F5,105,14.0,52,0.01109
S5,F5,105,26.0,174,0.03441
S5,F5,105,38.0,279,0.06295
S5,F5,105,50.0,327,0.07544
S5,F5,105,62.0,348,0.08233
S5,F5,105,74.0,370,0.08949
S5,F5,105,86.0,396,0.0947
S5,F5,105,98.0,397,0.09487
S5,F5,105,110.0,397,0.09489
S5,F5,105,122.0,400,0.09602
S5,F5,105,134.0,400,0.09603
S5,F5,105,146.0,400,0.09604
S5,F5,105,158.0,400,0.09604
S5,F5,105,170.0,400,0.09605
S5,F5,105,182.0,400,0.09605
S5,F5,105,194.0,400,0.09606
S5,F5,105,206.0,400,0.09606
S5,F5,105,218.0,400,0.09606
S5,F5,105,230.0,401,0.09822
S5,F5,105,242.0,403,0.10053
S5,F5,105,254.0,403,0.10055
S5,F5,105,266.0,403,0.10057
S5,F5,105,278.0,405,0.10085
S5,F5,105,290.0,405,0.10086
S5,F5,105,302.0,408,0.10178
S5,F5,105,314.0,409,0.10193
S5,F5,105,326.0,409,0.10194
S5,F5,105,338.0,409,0.10195
S5,F5,105,350.0,410,0.1021
S1,F5Ev,105,2.0,3,0.00067
S1,F5Ev,105,14.0,28,0.00616
S1,F5Ev,105,26.0,59,0.01273
S1,F5Ev,105,38.0,84,0.01783
S1,F5Ev,105,50.0,111,0.02317
S1,F5Ev,105,62.0,172,0.03458
S1,F5Ev,105,74.0,301,0.07028
S1,F5Ev,105,86.0,375,0.08147
S1,F5Ev,105,98.0,421,0.08796
S1,F5Ev,105,110.0,546,0.10553
S1,F5Ev,105,122.0,679,0.14256
S1,F5Ev,105,134.0,727,0.15247
S1,F5Ev,105,146.0,808,0.1605
S1,F5Ev,105,158.0,832,0.16596
S1,F5Ev,105,170.0,846,0.16885
S1,F5Ev,105,182.0,862,0.17031
S1,F5Ev,105,194.0,904,0.17403
S1,F5Ev,105,206.0,1003,0.18228
S1,F5Ev,105,218.0,1034,0.18476
S1,F5Ev,105,230.0,1047,0.18577
S1,F5Ev,105,242.0,1062,0.18692
S1,F5Ev,105,254.0,1085,0.18866
S1,F5Ev,105,266.0,1090,0.18904
S1,F5Ev,105,278.0,1096,0.18948
S1,F5Ev,105,290.0,1110,0.19053
S1,F5Ev,105,302.0,1120,0.19127
S1,F5Ev,105,314.0,1121,0.19134
S1,F5Ev,105,326.0,1122,0.19141
S1,F5Ev,105,338.0,1125,0.19163
S1,F5Ev,105,350.0,1135,0.20333
S2,F5Ev,105,2.0,9,0.00201
S2,F5Ev,105,14.0,61,0.01314
S2,F5Ev,105,26.0,115,0.02394
S2,F5Ev,105,38.0,166,0.03349
S2,F5Ev,105,50.0,203,0.04006
S2,F5Ev,105,62.0,262,0.04996
S2,F5Ev,105,74.0,395,0.07942
S2,F5Ev,105,86.0,468,0.08936
S2,F5Ev,105,98.0,501,0.09674
S2,F5Ev,105,110.0,589,0.11206
S2,F5Ev,105,122.0,689,0.14519
S2,F5Ev,105,134.0,728,0.15732
S2,F5Ev,105,146.0,746,0.15926
S2,F5Ev,105,158.0,761,0.1608
S2,F5Ev,105,170.0,769,0.1616
S2,F5Ev,105,182.0,785,0.16316
S2,F5Ev,105,194.0,804,0.16499
S2,F5Ev,105,206.0,849,0.16918
S2,F5Ev,105,218.0,917,0.17521
S2,F5Ev,105,230.0,928,0.17615
S2,F5Ev,105,242.0,936,0.17684
S2,F5Ev,105,254.0,945,0.17759
S2,F5Ev,105,266.0,967,0.17942
S2,F5Ev,105,278.0,976,0.18017
S2,F5Ev,105,290.0,1026,0.18417
S2,F5Ev,105,302.0,1103,0.19692
S2,F5Ev,105,314.0,1122,0.19835
S2,F5Ev,105,326.0,1129,0.20049
S2,F5Ev,105,338.0,1151,0.20371
S2,F5Ev,105,350.0,1158,0.20739
S4,Test0,106,2.0,11,0.0026
S4,Test0,106,14.0,108,0.0254
S4,Test0,106,26.0,407,0.11294
S4,Test0,106,38.0,802,0.22892
S4,Test0,106,50.0,1291,0.32042
S4,Test0,106,62.0,1547,0.35519
S4,Test0,106,74.0,1797,0.38167
S4,Test0,106,86.0,1988,0.40197
S4,Test0,106,98.0,2138,0.42122
S4,Test0,106,110.0,2243,0.43725
S4,Test0,106,122.0,2291,0.44987
S4,Test0,106,134.0,2317,0.45763
S4,Test0,106,146.0,2342,0.46951
S4,Test0,106,158.0,2371,0.47748
S4,Test0,106,170.0,2421,0.4857
S4,Test0,106,182.0,2490,0.50391
S4,Test0,106,194.0,2549,0.51835
S4,Test0,106,206.0,2619,0.53256
S4,Test0,106,218.0,2683,0.54567
S4,Test0,106,230.0,2713,0.55277
S4,Test0,106,242.0,2742,0.56278
S4,Test0,106,254.0,2752,0.57095
S4,Test0,106,266.0,2757,0.57714
S4,Test0,106,278.0,2765,0.58542
S4,Test0,106,290.0,2772,0.59068
S4,Test0,106,302.0,2775,0.59341
S4,Test0,106,314.0,2780,0.59666
S4,Test0,106,326.0,2784,0.59983
S4,Test0,106,338.0,2785,0.60239
S4,Test0,106,350.0,2785,0.60489
S3,F5Ev,105,2.0,4,0.00088
S3,F5Ev,105,14.0,33,0.00712
S3,F5Ev,105,26.0,139,0.02858
S3,F5Ev,105,38.0,182,0.04158
S3,F5Ev,105,50.0,194,0.04725
S3,F5Ev,105,62.0,199,0.04816
S3,F5Ev,105,74.0,220,0.05652
S3,F5Ev,105,86.0,240,0.06038
S3,F5Ev,105,98.0,249,0.06186
S3,F5Ev,105,110.0,270,0.06625
S3,F5Ev,105,122.0,283,0.0688
S3,F5Ev,105,134.0,283,0.0688
S3,F5Ev,105,146.0,288,0.07263
S3,F5Ev,105,158.0,296,0.0754
S3,F5Ev,105,170.0,313,0.078
S3,F5Ev,105,182.0,314,0.07815
S3,F5Ev,105,194.0,322,0.07936
S3,F5Ev,105,206.0,333,0.081
S3,F5Ev,105,218.0,339,0.08189
S3,F5Ev,105,230.0,339,0.08189
S3,F5Ev,105,242.0,343,0.08399
S3,F5Ev,105,254.0,363,0.08689
S3,F5Ev,105,266.0,364,0.08703
S3,F5Ev,105,278.0,368,0.08912
S3,F5Ev,105,290.0,372,0.08969
S3,F5Ev,105,302.0,379,0.09068
S3,F5Ev,105,314.0,386,0.09167
S3,F5Ev,105,326.0,387,0.09181
S3,F5Ev,105,338.0,387,0.09181
S3,F5Ev,105,350.0,396,0.09306
S1,F5EvAI,105,2.0,3,0.00067
S1,F5EvAI,105,14.0,28,0.00616
S1,F5EvAI,105,26.0,59,0.01273
S1,F5EvAI,105,38.0,84,0.01783
S1,F5EvAI,105,50.0,111,0.02317
S1,F5EvAI,105,62.0,174,0.03494
S1,F5EvAI,105,74.0,303,0.07059
S1,F5EvAI,105,86.0,369,0.08061
S1,F5EvAI,105,98.0,405,0.08577
S1,F5EvAI,105,110.0,498,0.10122
S1,F5EvAI,105,122.0,614,0.13925
S1,F5EvAI,105,134.0,673,0.15392
S1,F5EvAI,105,146.0,694,0.15632
S1,F5EvAI,105,158.0,708,0.15781
S1,F5EvAI,105,170.0,728,0.16151
S1,F5EvAI,105,182.0,736,0.16234
S1,F5EvAI,105,194.0,753,0.16404
S1,F5EvAI,105,206.0,770,0.16571
S1,F5EvAI,105,218.0,796,0.16825
S1,F5EvAI,105,230.0,805,0.16911
S1,F5EvAI,105,242.0,816,0.17014
S1,F5EvAI,105,254.0,825,0.17098
S1,F5EvAI,105,266.0,913,0.17885
S1,F5EvAI,105,278.0,928,0.18014
S1,F5EvAI,105,290.0,980,0.18446
S1,F5EvAI,105,302.0,1018,0.18755
S1,F5EvAI,105,314.0,1041,0.18939
S1,F5EvAI,105,326.0,1047,0.18987
S1,F5EvAI,105,338.0,1066,0.19134
S1,F5EvAI,105,350.0,1069,0.19157
S2,F5EvAI,105,2.0,9,0.00201
S2,F5EvAI,105,14.0,61,0.01314
S2,F5EvAI,105,26.0,115,0.02394
S2,F5EvAI,105,38.0,166,0.03349
S2,F5EvAI,105,50.0,203,0.04006
S2,F5EvAI,105,62.0,261,0.0498
S2,F5EvAI,105,74.0,394,0.07928
S2,F5EvAI,105,86.0,464,0.08884
S2,F5EvAI,105,98.0,495,0.09755
S2,F5EvAI,105,110.0,600,0.11647
S2,F5EvAI,105,122.0,702,0.16057
S2,F5EvAI,105,134.0,748,0.17112
S2,F5EvAI,105,146.0,775,0.1756
S2,F5EvAI,105,158.0,869,0.18445
S2,F5EvAI,105,170.0,886,0.18597
S2,F5EvAI,105,182.0,893,0.18675
S2,F5EvAI,105,194.0,907,0.18799
S2,F5EvAI,105,206.0,924,0.18946
S2,F5EvAI,105,218.0,930,0.18998
S2,F5EvAI,105,230.0,931,0.19006
S2,F5EvAI,105,242.0,937,0.19057
S2,F5EvAI,105,254.0,949,0.19158
S2,F5EvAI,105,266.0,963,0.19274
S2,F5EvAI,105,278.0,981,0.19423
S2,F5EvAI,105,290.0,1055,0.20009
S2,F5EvAI,105,302.0,1072,0.20139
S2,F5EvAI,105,314.0,1089,0.20272
S2,F5EvAI,105,326.0,1116,0.20477
S2,F5EvAI,105,338.0,1124,0.20539
S2,F5EvAI,105,350.0,1128,0.20731
S5,Test0,106,2.0,11,0.0026
S5,Test0,106,14.0,108,0.0254
S5,Test0,106,26.0,407,0.11294
S5,Test0,106,38.0,802,0.22892
S5,Test0,106,50.0,1291,0.32042
S5,Test0,106,62.0,1547,0.35519
S5,Test0,106,74.0,1797,0.38167
S5,Test0,106,86.0,1988,0.40197
S5,Test0,106,98.0,2138,0.42122
S5,Test0,106,110.0,2243,0.43725
S5,Test0,106,122.0,2291,0.44987
S5,Test0,106,134.0,2317,0.45763
S5,Test0,106,146.0,2342,0.46951
S5,Test0,106,158.0,2371,0.47748
S5,Test0,106,170.0,2421,0.4857
S5,Test0,106,182.0,2490,0.50391
S5,Test0,106,194.0,2549,0.51835
S5,Test0,106,206.0,2619,0.53256
S5,Test0,106,218.0,2683,0.54567
S5,Test0,106,230.0,2713,0.55277
S5,Test0,106,242.0,2742,0.56278
S5,Test0,106,254.0,2752,0.57095
S5,Test0,106,266.0,2757,0.57714
S5,Test0,106,278.0,2765,0.58542
S5,Test0,106,290.0,2772,0.59068
S5,Test0,106,302.0,2775,0.59341
S5,Test0,106,314.0,2780,0.59666
S5,Test0,106,326.0,2784,0.59983
S5,Test0,106,338.0,2785,0.60239
S5,Test0,106,350.0,2785,0.60489
S1,F5,106,2.0,4,0.00086
S1,F5,106,14.0,14,0.00297
S1,F5,106,26.0,36,0.00754
S1,F5,106,38.0,267,0.04885
S1,F5,106,50.0,710,0.10449
S1,F5,106,62.0,1137,0.14079
S1,F5,106,74.0,1260,0.1492
S1,F5,106,86.0,1315,0.15273
S1,F5,106,98.0,1376,0.15649
S1,F5,106,110.0,1452,0.16096
S1,F5,106,122.0,1620,0.17008
S1,F5,106,134.0,1781,0.17796
S1,F5,106,146.0,1880,0.18244
S1,F5,106,158.0,1997,0.18741
S1,F5,106,170.0,2054,0.18971
S1,F5,106,182.0,2107,0.19179
S1,F5,106,194.0,2150,0.19343
S1,F5,106,206.0,2191,0.19496
S1,F5,106,218.0,2214,0.19581
S1,F5,106,230.0,2237,0.19664
S1,F5,106,242.0,2261,0.1975
S1,F5,106,254.0,2310,0.19922
S1,F5,106,266.0,2319,0.19954
S1,F5,106,278.0,2324,0.19971
S1,F5,106,290.0,2329,0.19988
S1,F5,106,302.0,2333,0.20002
S1,F5,106,314.0,2343,0.20036
S1,F5,106,326.0,2352,0.20067
S1,F5,106,338.0,2365,0.20111
S1,F5,106,350.0,2374,0.20141
S3,F5EvAI,105,2.0,4,0.00088
S3,F5EvAI,105,14.0,32,0.00691
S3,F5EvAI,105,26.0,123,0.02508
S3,F5EvAI,105,38.0,175,0.04086
S3,F5EvAI,105,50.0,208,0.05121
S3,F5EvAI,105,62.0,227,0.0582
S3,F5EvAI,105,74.0,238,0.06109
S3,F5EvAI,105,86.0,262,0.06552
S3,F5EvAI,105,98.0,264,0.06585
S3,F5EvAI,105,110.0,276,0.07128
S3,F5EvAI,105,122.0,284,0.07257
S3,F5EvAI,105,134.0,291,0.07366
S3,F5EvAI,105,146.0,295,0.07529
S3,F5EvAI,105,158.0,300,0.07656
S3,F5EvAI,105,170.0,307,0.07764
S3,F5EvAI,105,182.0,311,0.07825
S3,F5EvAI,105,194.0,316,0.08001
S3,F5EvAI,105,206.0,317,0.08017
S3,F5EvAI,105,218.0,318,0.08032
S3,F5EvAI,105,230.0,327,0.08166
S3,F5EvAI,105,242.0,329,0.08196
S3,F5EvAI,105,254.0,331,0.08226
S3,F5EvAI,105,266.0,336,0.083
S3,F5EvAI,105,278.0,345,0.08432
S3,F5EvAI,105,290.0,348,0.08476
S3,F5EvAI,105,302.0,348,0.08476
S3,F5EvAI,105,314.0,362,0.08678
S3,F5EvAI,105,326.0,373,0.08835
S3,F5EvAI,105,338.0,373,0.08835
S3,F5EvAI,105,350.0,377,0.08892
S4,F5Ev,105,2.0,8,0.00175
S4,F5Ev,105,14.0,50,0.01067
S4,F5Ev,105,26.0,164,0.03263
S4,F5Ev,105,38.0,271,0.06068
S4,F5Ev,105,50.0,308,0.07305
S4,F5Ev,105,62.0,341,0.08399
S4,F5Ev,105,74.0,359,0.08942
S4,F5Ev,105,86.0,389,0.09423
S4,F5Ev,105,98.0,396,0.09523
S4,F5Ev,105,110.0,402,0.09758
S4,F5Ev,105,122.0,403,0.09773
S4,F5Ev,105,134.0,417,0.10015
S4,F5Ev,105,146.0,422,0.10083
S4,F5Ev,105,158.0,422,0.10083
S4,F5Ev,105,170.0,429,0.10228
S4,F5Ev,105,182.0,441,0.10389
S4,F5Ev,105,194.0,442,0.10403
S4,F5Ev,105,206.0,444,0.10429
S4,F5Ev,105,218.0,449,0.10545
S4,F5Ev,105,230.0,451,0.10572
S4,F5Ev,105,242.0,451,0.10572
S4,F5Ev,105,254.0,463,0.10828
S4,F5Ev,105,266.0,467,0.10982
S4,F5Ev,105,278.0,468,0.10995
S4,F5Ev,105,290.0,471,0.11083
S4,F5Ev,105,302.0,477,0.11161
S4,F5Ev,105,314.0,477,0.11161
S4,F5Ev,105,326.0,479,0.11186
S4,F5Ev,105,338.0,482,0.11224
S4,F5Ev,105,350.0,483,0.11237
S5,F5Ev,105,2.0,8,0.00175
S5,F5Ev,105,14.0,52,0.01109
S5,F5Ev,105,26.0,172,0.03406
S5,F5Ev,105,38.0,271,0.05997
S5,F5Ev,105,50.0,306,0.07001
S5,F5Ev,105,62.0,337,0.07773
S5,F5Ev,105,74.0,358,0.08355
S5,F5Ev,105,86.0,382,0.08751
S5,F5Ev,105,98.0,388,0.08888
S5,F5Ev,105,110.0,395,0.09106
S5,F5Ev,105,122.0,395,0.09107
S5,F5Ev,105,134.0,395,0.09107
S5,F5Ev,105,146.0,396,0.09122
S5,F5Ev,105,158.0,396,0.09122
S5,F5Ev,105,170.0,396,0.09122
S5,F5Ev,105,182.0,396,0.09122
S5,F5Ev,105,194.0,396,0.09122
S5,F5Ev,105,206.0,396,0.09122
S5,F5Ev,105,218.0,396,0.09123
S5,F5Ev,105,230.0,396,0.09123
S5,F5Ev,105,242.0,397,0.09137
S5,F5Ev,105,254.0,422,0.097
S5,F5Ev,105,266.0,429,0.09795
S5,F5Ev,105,278.0,429,0.09795
S5,F5Ev,105,290.0,451,0.10137
S5,F5Ev,105,302.0,451,0.10137
S5,F5Ev,105,314.0,451,0.10137
S5,F5Ev,105,326.0,451,0.10137
S5,F5Ev,105,338.0,451,0.10137
S5,F5Ev,105,350.0,451,0.10137
S1,Test0,107,2.0,4,0.00089
S1,Test0,107,14.0,8,0.00178
S1,Test0,107,26.0,15,0.00332
S1,Test0,107,38.0,26,0.00571
S1,Test0,107,50.0,38,0.00828
S1,Test0,107,62.0,86,0.01817
S1,Test0,107,74.0,341,0.06201
S1,Test0,107,86.0,848,0.14886
S1,Test0,107,98.0,1342,0.22392
S1,Test0,107,110.0,1535,0.25822
S1,Test0,107,122.0,1673,0.27633
S1,Test0,107,134.0,1818,0.29503
S1,Test0,107,146.0,1924,0.30048
S1,Test0,107,158.0,2006,0.31399
S1,Test0,107,170.0,2056,0.32995
S1,Test0,107,182.0,2108,0.35176
S1,Test0,107,194.0,2158,0.36246
S1,Test0,107,206.0,2195,0.37826
S1,Test0,107,218.0,2250,0.38913
S1,Test0,107,230.0,2313,0.40025
S1,Test0,107,242.0,2408,0.40856
S1,Test0,107,254.0,2442,0.41292
S1,Test0,107,266.0,2456,0.4185
S1,Test0,107,278.0,2465,0.42206
S1,Test0,107,290.0,2473,0.42747
S1,Test0,107,302.0,2475,0.43439
S1,Test0,107,314.0,2477,0.43591
S1,Test0,107,326.0,2478,0.44302
S1,Test0,107,338.0,2479,0.44995
S1,Test0,107,350.0,2479,0.45142
S4,F5EvAI,105,2.0,8,0.00175
S4,F5EvAI,105,14.0,51,0.01088
S4,F5EvAI,105,26.0,169,0.03352
S4,F5EvAI,105,38.0,274,0.06217
S4,F5EvAI,105,50.0,315,0.07363
S4,F5EvAI,105,62.0,345,0.0841
S4,F5EvAI,105,74.0,362,0.08959
S4,F5EvAI,105,86.0,386,0.09356
S4,F5EvAI,105,98.0,388,0.09386
S4,F5EvAI,105,110.0,401,0.09717
S4,F5EvAI,105,122.0,410,0.09845
S4,F5EvAI,105,134.0,416,0.09927
S4,F5EvAI,105,146.0,420,0.09981
S4,F5EvAI,105,158.0,425,0.10099
S4,F5EvAI,105,170.0,441,0.10363
S4,F5EvAI,105,182.0,448,0.10456
S4,F5EvAI,105,194.0,452,0.10559
S4,F5EvAI,105,206.0,458,0.10637
S4,F5EvAI,105,218.0,473,0.1083
S4,F5EvAI,105,230.0,488,0.11121
S4,F5EvAI,105,242.0,492,0.11274
S4,F5EvAI,105,254.0,501,0.11386
