block,param,value,arm,seed,n_ign,pool,n_sensors,n_regions,j_threshold,eta,attention_thr,cycle_min,horizon_min,revision_budget,w_burn,w_asset,w_pop,j_phys,j_total,burned,burned_ha,evacuated,affected,out_min,fs_frac,tried_3,acc_3,rules_final,seconds
tuning,j_threshold,0.35,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,18.1
tuning,j_threshold,0.45,adaptive,201,4,0.25,1.0,4,0.45,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,25.2
tuning,j_threshold,0.45,adaptive,202,4,0.25,1.0,4,0.45,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,27.1
tuning,j_threshold,0.6,adaptive,201,4,0.25,1.0,4,0.6,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,15.1
tuning,j_threshold,0.6,adaptive,202,4,0.25,1.0,4,0.6,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.0
tuning,j_threshold,0.45,adaptive,203,4,0.25,1.0,4,0.45,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.2
tuning,j_threshold,0.6,adaptive,203,4,0.25,1.0,4,0.6,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.7
tuning,eta,0.3,adaptive,201,4,0.25,1.0,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.48929,0.4848,3844,345.96,0.0,1710.0,-1,0.0,3,0,7,17.6
tuning,eta,0.3,adaptive,203,4,0.25,1.0,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.0,3,0,10,17.2
tuning,eta,0.3,adaptive,202,4,0.25,1.0,4,0.35,0.3,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0,3,0,7,17.3
tuning,eta,0.45,adaptive,202,4,0.25,1.0,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0,3,0,7,15.8
tuning,eta,0.45,adaptive,201,4,0.25,1.0,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.48929,0.4848,3844,345.96,0.0,1710.0,-1,0.0,3,0,7,18.2
tuning,eta,0.6,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.1
tuning,eta,0.45,adaptive,203,4,0.25,1.0,4,0.35,0.45,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.0,3,0,10,16.0
tuning,eta,0.6,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.6
tuning,eta,0.6,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.7
tuning,eta,0.75,adaptive,202,4,0.25,1.0,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1334,0.17967,898,80.82,0.0,47.0,-1,0.6167,3,0,10,14.7
tuning,eta,0.75,adaptive,201,4,0.25,1.0,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49976,0.49757,3840,345.6,0.0,1859.0,-1,1.0,6,2,10,15.3
tuning,eta,0.75,adaptive,203,4,0.25,1.0,4,0.35,0.75,0.35,12.0,24.0,3,1.0,1.0,1.0,0.17796,0.21808,1877,168.93,0.0,41.0,-1,0.6083,3,0,11,15.8
tuning,eta,0.9,adaptive,201,4,0.25,1.0,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.38701,0.40407,3568,321.12,0.0,643.0,-1,1.0,3,0,5,17.3
tuning,eta,0.9,adaptive,202,4,0.25,1.0,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.16607,0.2141,1232,110.88,0.0,81.0,-1,1.0,3,0,9,15.7
tuning,eta,0.9,adaptive,203,4,0.25,1.0,4,0.35,0.9,0.35,12.0,24.0,3,1.0,1.0,1.0,0.17539,0.21918,1810,162.9,0.0,5.0,-1,1.0,3,0,8,15.8
tuning,attention_thr,0.15,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,23.7
tuning,attention_thr,0.15,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,26.1
tuning,attention_thr,0.25,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.3
tuning,attention_thr,0.15,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.15,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.3
tuning,attention_thr,0.25,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.2
tuning,attention_thr,0.25,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.25,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.7
tuning,attention_thr,0.35,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.0
tuning,attention_thr,0.35,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.1
tuning,attention_thr,0.5,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.8
tuning,attention_thr,0.35,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.3
tuning,attention_thr,0.5,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.7
tuning,attention_thr,0.5,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.5,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.0333,3,0,10,15.9
tuning,attention_thr,0.7,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.10185,0.14757,793,71.37,0.0,8.0,316.0,0.1204,3,0,7,12.8
tuning,attention_thr,0.7,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.44052,0.44668,3732,335.88,0.0,1149.0,-1,0.35,3,0,8,13.6
tuning,horizon_min,8.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,8.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,11.6
tuning,horizon_min,8.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,8.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,13.5
tuning,attention_thr,0.7,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.7,12.0,24.0,3,1.0,1.0,1.0,0.20767,0.24356,2175,195.75,0.0,174.0,-1,0.0333,3,0,9,15.0
tuning,horizon_min,8.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,8.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,13.5
tuning,horizon_min,16.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,16.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,12.1
tuning,horizon_min,16.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,16.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,13.6
tuning,horizon_min,16.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,16.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,13.9
tuning,horizon_min,24.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.3
tuning,horizon_min,24.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.4
tuning,horizon_min,24.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.6
tuning,horizon_min,32.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,32.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.1
tuning,horizon_min,32.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,32.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.4
tuning,horizon_min,32.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,32.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.6
tuning,horizon_min,48.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,48.0,3,1.0,1.0,1.0,0.12961,0.18708,940,84.6,0.0,48.0,-1,0.2258,3,1,8,13.2
tuning,horizon_min,48.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,48.0,3,1.0,1.0,1.0,0.48536,0.48411,3823,344.07,0.0,1769.0,-1,0.4167,3,0,5,14.8
tuning,horizon_min,48.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,48.0,3,1.0,1.0,1.0,0.21699,0.2506,2411,216.99,0.0,67.0,-1,0.025,2,0,7,15.1
tuning,cycle_min,2.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,2.0,24.0,3,1.0,1.0,1.0,0.06372,0.09243,470,42.3,0.0,0.0,82.0,0.3537,3,1,7,10.3
tuning,cycle_min,2.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,2.0,24.0,3,1.0,1.0,1.0,0.46108,0.46422,3789,341.01,0.0,1747.0,-1,0.375,3,0,8,34.1
tuning,cycle_min,4.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,4.0,24.0,3,1.0,1.0,1.0,0.47915,0.47981,3812,343.08,0.0,1796.0,-1,0.4423,3,0,7,22.5
tuning,cycle_min,2.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,2.0,24.0,3,1.0,1.0,1.0,0.06685,0.08775,505,45.45,0.0,0.0,216.0,0.2477,3,0,7,23.5
tuning,cycle_min,4.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,4.0,24.0,3,1.0,1.0,1.0,0.07556,0.09202,553,49.77,0.0,4.0,146.0,0.3514,5,1,7,12.3
tuning,cycle_min,4.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,4.0,24.0,3,1.0,1.0,1.0,0.11695,0.15393,1088,97.92,0.0,0.0,260.0,0.0615,3,0,9,16.9
tuning,cycle_min,8.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,8.0,24.0,3,1.0,1.0,1.0,0.09071,0.1134,685,61.65,0.0,10.0,218.0,0.2143,3,0,7,11.3
tuning,cycle_min,8.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,8.0,24.0,3,1.0,1.0,1.0,0.48612,0.48551,3814,343.26,0.0,1719.0,-1,0.3511,3,0,7,15.3
tuning,cycle_min,8.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,8.0,24.0,3,1.0,1.0,1.0,0.14107,0.18953,1477,132.93,0.0,0.0,-1,0.0278,3,1,11,15.4
tuning,cycle_min,12.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,12.9
tuning,cycle_min,12.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.0
tuning,cycle_min,20.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,20.0,24.0,3,1.0,1.0,1.0,0.51933,0.51103,3883,349.47,0.0,2060.0,-1,0.3056,3,0,8,11.2
tuning,cycle_min,12.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.6
tuning,cycle_min,20.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,20.0,24.0,3,1.0,1.0,1.0,0.38508,0.39518,2842,255.78,0.0,1321.0,-1,0.0972,2,0,7,9.1
tuning,cycle_min,20.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,20.0,24.0,3,1.0,1.0,1.0,0.24844,0.27624,2791,251.19,0.0,129.0,-1,0.0417,2,1,8,9.3
tuning,revision_budget,1,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,1,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.4
tuning,revision_budget,1,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,1,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.6
tuning,revision_budget,2,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,2,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.3
tuning,revision_budget,1,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,1,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.2
tuning,revision_budget,2,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,2,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,14.7
tuning,revision_budget,2,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,2,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,14.9
tuning,revision_budget,3,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.0
tuning,revision_budget,3,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.2
tuning,revision_budget,3,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.3
tuning,revision_budget,4,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,4,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,12.7
tuning,revision_budget,4,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,4,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,14.6
tuning,revision_budget,6,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,6,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.0
tuning,revision_budget,4,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,4,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,14.9
tuning,revision_budget,6,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,6,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,14.5
tuning,revision_budget,6,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,6,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,14.7
weights,w_burn,0.5,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,0.5,1.0,1.0,0.42647,0.43456,3802,342.18,0.0,1596.0,-1,0.325,3,0,8,12.4
weights,w_burn,0.5,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,0.5,1.0,1.0,0.10205,0.16353,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,14.6
weights,w_burn,0.5,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,0.5,1.0,1.0,0.15882,0.20624,2408,216.72,0.0,92.0,-1,0.025,2,0,7,15.3
weights,w_burn,1.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,12.8
weights,w_burn,1.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,14.7
weights,w_burn,1.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.2
weights,w_burn,2.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,2.0,1.0,1.0,0.14289,0.17036,765,68.85,0.0,7.0,278.0,0.2292,3,0,8,12.0
weights,w_burn,2.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,2.0,1.0,1.0,0.5102,0.50767,3803,342.27,0.0,1611.0,-1,0.325,3,0,8,13.6
weights,w_burn,2.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,2.0,1.0,1.0,0.29961,0.31879,2378,214.02,0.0,75.0,-1,0.025,3,0,11,14.9
weights,w_asset,0.5,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,0.5,1.0,0.41875,0.42771,3803,342.27,0.0,1610.0,-1,0.325,3,0,8,14.3
weights,w_asset,0.5,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,0.5,1.0,0.11432,0.15993,765,68.85,0.0,7.0,278.0,0.2292,3,0,8,12.9
weights,w_asset,1.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.4
weights,w_asset,0.5,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,0.5,1.0,0.23952,0.27512,2367,213.03,0.0,75.0,-1,0.025,3,0,7,16.5
weights,w_asset,1.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.8
weights,w_asset,1.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,17.0
weights,w_asset,2.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,2.0,1.0,0.51847,0.51556,3801,342.09,0.0,1592.0,-1,0.325,3,0,8,13.0
weights,w_asset,2.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,2.0,1.0,0.12753,0.16573,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.0
weights,w_asset,2.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,2.0,1.0,0.15173,0.18533,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.6
weights,w_pop,0.5,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,0.5,0.54542,0.5371,3802,342.18,0.0,1596.0,-1,0.325,3,0,8,14.0
weights,w_pop,0.5,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,0.5,0.17861,0.22953,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.3
weights,w_pop,0.5,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,0.5,0.22175,0.26307,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.7
weights,w_pop,1.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,14.4
weights,w_pop,1.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.2
weights,w_pop,2.0,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,2.0,0.36156,0.37255,3803,342.27,0.0,1611.0,-1,0.325,3,0,8,15.1
weights,w_pop,1.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.6
weights,w_pop,2.0,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,2.0,0.11168,0.15132,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.2
weights,w_pop,2.0,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,2.0,0.13879,0.17356,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.5
environment,n_sensors,1,adaptive,201,4,0.25,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51937,0.51807,3901,351.09,0.0,2366.0,-1,0.1286,3,0,6,14.6
environment,n_sensors,1,adaptive,202,4,0.25,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45313,0.4596,3035,273.15,6050.0,1442.0,-1,0.0,3,0,8,16.3
environment,n_sensors,2,adaptive,201,4,0.25,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.40039,0.41768,3616,325.44,10546.0,1.0,-1,0.1935,3,0,13,14.0
environment,n_sensors,1,adaptive,203,4,0.25,1,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.39529,0.40344,3490,314.1,999.0,1030.0,-1,0.0,3,0,10,18.1
environment,n_sensors,2,adaptive,203,4,0.25,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.19541,0.23885,2013,181.17,11330.0,36.0,-1,0.025,3,0,12,15.3
environment,n_sensors,2,adaptive,202,4,0.25,2,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.35917,0.37742,2747,247.23,3867.0,851.0,-1,0.0,3,0,9,15.7
environment,n_sensors,3,adaptive,201,4,0.25,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.40039,0.41768,3616,325.44,10546.0,1.0,-1,0.1935,3,0,13,14.5
environment,n_sensors,3,adaptive,202,4,0.25,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.35917,0.37742,2747,247.23,3867.0,851.0,-1,0.0,3,0,9,16.1
environment,n_sensors,3,adaptive,203,4,0.25,3,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.19541,0.23885,2013,181.17,11330.0,36.0,-1,0.025,3,0,12,15.3
environment,n_sensors,5,adaptive,201,4,0.25,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.50277,0.49848,3837,345.33,0.0,2068.0,-1,0.3286,3,0,6,16.8
environment,n_sensors,5,adaptive,202,4,0.25,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22112,0.25377,1940,174.6,0.0,109.0,-1,0.0583,2,1,8,15.4
environment,n_sensors,5,adaptive,203,4,0.25,5,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25605,0.28333,2832,254.88,0.0,265.0,-1,0.025,2,0,7,16.4
environment,n_sensors,9,adaptive,202,4,0.25,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22112,0.25377,1940,174.6,0.0,109.0,-1,0.0583,2,1,8,15.9
environment,n_sensors,9,adaptive,201,4,0.25,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.50277,0.49848,3837,345.33,0.0,2068.0,-1,0.3286,3,0,6,17.2
environment,n_sensors,9,adaptive,203,4,0.25,9,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25605,0.28333,2832,254.88,0.0,265.0,-1,0.025,2,0,7,16.3
calibration,freeburn,1,freeburn,203,1,1.0,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.28636,0.25267,2414,217.26,0.0,465.0,-1,,0,0,0,1.2
calibration,grid,1|0.1,adaptive,203,1,0.1,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.20509,0.23663,1823,164.07,2389.0,0.0,-1,0.225,3,0,5,14.0
calibration,grid,1|0.25,adaptive,203,1,0.25,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10338,0.13042,905,81.45,0.0,0.0,338.0,0.0,3,0,9,12.8
calibration,grid,1|0.5,adaptive,203,1,0.5,,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09013,0.10651,746,67.14,0.0,0.0,226.0,0.0,3,0,9,9.2
