scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S3,Test0,101,minimal,273.15,81.99,8654336.0,0.0,-1,0,0.47398,0.33744,0.00872,0.0,0.0,0.24122,0.27338,0.66608,0.99532,0.13319,0.0,0.0,0.52782,0.5982,0.66608,0.99532,0.13319,0.0,0.0,0.52782,0.5982,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.6
S2,Test0,101,minimal,227.61,117.45,3468264.0,0.0,-1,0,0.58958,0.53896,0.01762,0.0,0.0,0.33711,0.38205,0.62283,0.81951,0.12279,0.0,0.0,0.46033,0.52171,0.62283,0.81951,0.12279,0.0,0.0,0.46033,0.52171,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.3
S4,Test0,101,minimal,258.3,81.99,6672188.0,0.0,-1,0,0.54026,0.49678,0.02534,0.0,0.0,0.31247,0.35413,0.65354,0.87657,0.12567,0.0,0.0,0.48699,0.55192,0.65354,0.87657,0.12567,0.0,0.0,0.48699,0.55192,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.1
S1,Test0,101,minimal,215.64,110.7,2398609.0,0.0,-1,0,0.52386,0.0,0.0,0.0,0.0,0.15408,0.17462,0.61006,0.6526,0.09359,0.0,0.0,0.3989,0.45208,0.61006,0.6526,0.09359,0.0,0.0,0.3989,0.45208,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.8
S5,Test0,101,minimal,258.3,81.99,6672188.0,0.0,-1,0,0.54026,0.49678,0.02534,0.0,0.0,0.31247,0.35413,0.65354,0.87657,0.12567,0.0,0.0,0.48699,0.55192,0.65354,0.87657,0.12567,0.0,0.0,0.48699,0.55192,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.3
S1,Test0,102,minimal,268.11,132.3,4444444.0,0.0,-1,0,0.47362,0.00705,0.0,0.0,0.0,0.14137,0.16022,0.66637,1.0,0.11014,0.0,0.0,0.5225,0.59217,0.66637,1.0,0.11014,0.0,0.0,0.5225,0.59217,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,7.5
S2,Test0,102,minimal,256.32,131.31,3498084.0,0.0,-1,0,0.57011,0.1466,2e-05,0.0,0.0,0.2108,0.23891,0.6563,0.83564,0.09823,0.0,0.0,0.46769,0.53005,0.6563,0.83564,0.09823,0.0,0.0,0.46769,0.53005,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,8.1
S3,F5,101,minimal,12.78,4.14,0.0,0.0,-1,0,0.07254,0.0,0.0,0.02665,0.50339,0.05251,0.02418,0.08536,0.00156,0.0,0.0822,0.35478,0.05127,0.02897,0.08536,0.00156,0.0,0.0822,0.35478,0.05127,0.02897,5,0.0,0.484,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,46.1
S5,F5,101,minimal,51.39,16.38,593166.0,0.0,-1,0,0.21349,0.07583,0.00067,0.11885,0.3001,0.10994,0.09667,0.27288,0.12874,0.00154,0.35003,0.31873,0.15792,0.13439,0.27288,0.12874,0.00154,0.35003,0.31873,0.15792,0.13439,5,0.008,0.325,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,47.3
S4,F5,101,minimal,39.33,6.57,302380.0,0.0,-1,0,0.1587,0.02342,0.00013,0.08754,0.42955,0.08402,0.06075,0.22313,0.12193,0.00066,0.29643,0.31157,0.13745,0.11524,0.22313,0.12193,0.00066,0.29643,0.31157,0.13745,0.11524,5,0.0,0.267,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,47.9
S1,F5,101,minimal,113.76,57.42,40313.0,0.0,-1,0,0.23444,0.0,0.0,0.1273,0.41763,0.10101,0.07815,0.45216,0.02426,0.0001,0.67003,0.39023,0.20252,0.15884,0.45216,0.02426,0.0001,0.67003,0.39023,0.20252,0.15884,5,0.225,0.283,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,50.3
S3,Test0,102,minimal,213.66,42.93,6070271.0,0.0,-1,0,0.55839,0.48758,0.01365,0.0,0.0,0.31165,0.35321,0.62293,0.6972,0.09972,0.0,0.0,0.4176,0.47328,0.62293,0.6972,0.09972,0.0,0.0,0.4176,0.47328,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.5
S2,F5,101,minimal,155.61,93.51,403128.0,0.0,-1,0,0.42651,0.0,0.0,0.23132,0.20904,0.15135,0.14217,0.53029,0.16109,0.00137,0.7657,0.0,0.24879,0.23091,0.53029,0.16109,0.00137,0.7657,0.0,0.24879,0.23091,5,0.356,0.294,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,58.5
S1,F5,102,minimal,189.09,89.19,88889.0,0.0,-1,0,0.38558,0.04511,0.0,0.22306,0.33515,0.15951,0.14356,0.58483,0.1903,0.00037,0.81421,0.22176,0.28903,0.2585,0.58483,0.1903,0.00037,0.81421,0.22176,0.28903,0.2585,5,0.225,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,52.1
S4,Test0,102,minimal,255.96,51.84,8571380.0,0.0,-1,0,0.58754,0.5121,0.02872,0.0,0.0,0.33187,0.37612,0.66433,0.98002,0.13827,0.0,0.0,0.5243,0.59421,0.66433,0.98002,0.13827,0.0,0.0,0.5243,0.59421,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.9
S3,F5EvAI,101,minimal,25.29,12.6,151579.0,0.0,-1,0,0.08094,0.0,0.0,0.03782,0.37175,0.0479,0.02698,0.15589,0.05097,0.00029,0.16001,0.24178,0.08456,0.06905,0.15589,0.05097,0.00029,0.16001,0.24178,0.08456,0.06905,8,0.0,0.467,0.5254,0,17,7,0,1,2,0.0,-0.0368,-0.0114,template,66.1
S3,F5Ev,101,minimal,41.49,12.69,252144.0,0.0,-1,0,0.06913,0.0,0.0,0.0212,0.30595,0.03958,0.02304,0.23253,0.09282,0.00052,0.12131,0.13638,0.111,0.10862,0.23253,0.09282,0.00052,0.12131,0.13638,0.111,0.10862,7,0.25,0.142,0.5344,12,3,0,12,2,0,-0.6491,-0.0466,0.0,,76.0
S2,F5,102,minimal,198.36,99.0,71111.0,0.0,-1,0,0.44769,0.0,0.0,0.25208,0.28417,0.16322,0.14923,0.5964,0.17339,0.00033,0.82643,0.18234,0.28584,0.25671,0.5964,0.17339,0.00033,0.82643,0.18234,0.28584,0.25671,5,0.379,0.25,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,55.8
S5,F5Ev,101,minimal,57.87,12.69,305145.0,0.0,-1,0,0.15402,0.01249,0.00015,0.10098,0.35453,0.07581,0.05555,0.29707,0.109,0.00066,0.31166,0.1673,0.1478,0.13557,0.29707,0.109,0.00066,0.31166,0.1673,0.1478,0.13557,8,0.358,0.0,0.6133,11,4,0,11,3,0,-0.5866,-0.074,0.0,,78.7
S4,F5EvAI,101,minimal,35.46,10.44,152494.0,0.0,-1,0,0.15589,0.02811,0.00031,0.07822,0.30338,0.07666,0.06144,0.20569,0.03279,0.00031,0.27144,0.24325,0.10051,0.0796,0.20569,0.03279,0.00031,0.27144,0.24325,0.10051,0.0796,9,0.317,0.142,0.7018,6,6,3,4,2,2,-0.1859,-0.1076,-0.0408,template,78.8
S4,F5Ev,101,minimal,41.22,13.5,204167.0,0.0,-1,0,0.14642,0.00937,0.0001,0.09503,0.22858,0.06489,0.05196,0.23137,0.04897,0.00034,0.22061,0.17543,0.10585,0.09356,0.23137,0.04897,0.00034,0.22061,0.17543,0.10585,0.09356,8,0.25,0.0,0.5569,12,3,0,12,3,0,-0.4221,-0.0685,0.0,,80.7
S1,F5Ev,101,minimal,111.24,60.48,0.0,0.0,-1,0,0.23863,0.0,0.0,0.1341,0.41506,0.10249,0.07954,0.44661,0.0,0.0,0.67702,0.33081,0.19064,0.14887,0.44661,0.0,0.0,0.67702,0.33081,0.19064,0.14887,7,0.342,0.008,0.2626,13,2,0,8,2,0,-0.0661,0.0203,0.0,,83.6
S5,F5EvAI,101,minimal,43.02,13.14,254419.0,0.0,-1,0,0.16516,0.02811,0.00031,0.10124,0.25971,0.07817,0.06453,0.23906,0.06715,0.00049,0.34909,0.21566,0.12343,0.10223,0.23906,0.06715,0.00049,0.34909,0.21566,0.12343,0.10223,9,0.317,0.008,0.7063,4,8,3,4,2,2,-0.2132,-0.1335,-0.0499,template,78.0
S5,Test0,102,minimal,255.96,51.84,8571380.0,0.0,-1,0,0.58754,0.5121,0.02872,0.0,0.0,0.33187,0.37612,0.66433,0.98002,0.13827,0.0,0.0,0.5243,0.59421,0.66433,0.98002,0.13827,0.0,0.0,0.5243,0.59421,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.0
S1,F5EvAI,101,minimal,100.8,53.55,0.0,0.0,-1,0,0.2271,0.0,0.0,0.15143,0.39555,0.09897,0.0757,0.4224,0.0,0.0,0.7277,0.30613,0.18505,0.1408,0.4224,0.0,0.0,0.7277,0.30613,0.18505,0.1408,9,0.233,0.25,0.4313,10,1,4,7,1,3,-0.0121,0.0203,0.0018,template,86.0
S2,F5Ev,101,minimal,135.18,80.91,0.0,0.0,-1,0,0.34481,0.0,0.0,0.25709,0.36479,0.138,0.11494,0.49514,0.0,0.0,0.83152,0.22237,0.20762,0.16505,0.49514,0.0,0.0,0.83152,0.22237,0.20762,0.16505,11,0.35,0.071,0.3509,9,6,0,4,6,0,-0.1711,-0.1396,0.0,,86.3
S1,F5,103,minimal,0.27,0.27,0.0,0.0,24.0,1,,,,,,,,,,,,,,,0.00197,0.0,0.0,0.00034,0.71324,0.04255,0.00066,5,0.0,0.125,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,3.6
S2,F5EvAI,101,minimal,139.32,80.01,0.0,0.0,-1,0,0.33399,0.0,0.0,0.257,0.34865,0.13386,0.11133,0.50268,0.0,0.0,0.85648,0.17676,0.20863,0.16756,0.50268,0.0,0.0,0.85648,0.17676,0.20863,0.16756,7,0.275,0.317,0.1776,11,1,3,8,1,1,-0.2675,0.0053,-0.0059,template,88.5
S1,F5Ev,102,minimal,91.17,39.51,0.0,0.0,-1,0,0.31786,0.0,0.0,0.17119,0.33659,0.12336,0.10595,0.40447,0.0,0.0,0.52777,0.26747,0.16574,0.13482,0.40447,0.0,0.0,0.52777,0.26747,0.16574,0.13482,9,0.273,0.0,0.5011,9,6,0,9,4,0,-0.1636,-0.0496,0.0,,82.9
S1,Test0,103,minimal,272.97,134.46,4413939.0,0.0,-1,0,0.10483,0.0338,8e-05,0.0,0.0,0.0408,0.04624,0.66615,1.0,0.14838,0.0,0.0,0.53369,0.60484,0.66615,1.0,0.14838,0.0,0.0,0.53369,0.60484,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.2
S1,F5Ev,103,minimal,0.27,0.27,0.0,0.0,24.0,1,,,,,,,,,,,,,,,0.00197,0.0,0.0,0.00035,0.69189,0.0413,0.00066,6,0.25,0.0,0.5083,0,1,0,0,1,0,0.0,0.0,0.0,,5.6
S1,F5EvAI,102,minimal,120.06,55.26,35556.0,0.0,-1,0,0.37107,0.0,0.0,0.22553,0.29536,0.13978,0.12369,0.47213,0.11418,0.00014,0.81349,0.20257,0.23225,0.19548,0.47213,0.11418,0.00014,0.81349,0.20257,0.23225,0.19548,7,0.267,0.033,0.3015,11,2,2,7,2,0,-0.1562,-0.0134,0.0,template,85.0
S1,F5EvAI,103,minimal,0.27,0.27,0.0,0.0,24.0,1,,,,,,,,,,,,,,,0.00197,0.0,0.0,0.00034,0.71324,0.04255,0.00066,5,0.0,0.125,0.0,0,0,1,0,0,0,0.0,0.0,0.0,template,6.7
S2,Test0,103,minimal,272.25,134.46,4169893.0,0.0,-1,0,0.51592,0.49976,0.01579,0.0,0.0,0.30337,0.34382,0.66557,0.88141,0.20575,0.0,0.0,0.51551,0.58424,0.66557,0.88141,0.20575,0.0,0.0,0.51551,0.58424,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,7.7
S3,F5,102,minimal,48.6,6.75,125635.0,0.0,-1,0,0.24804,0.05769,0.00033,0.06436,0.27943,0.11024,0.10202,0.27314,0.07348,0.00042,0.15847,0.31226,0.12976,0.11568,0.27314,0.07348,0.00042,0.15847,0.31226,0.12976,0.11568,5,0.0,0.565,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,44.9
S3,Test0,103,minimal,209.79,50.31,7324015.0,0.0,-1,0,0.46283,0.38258,0.02341,0.0,0.0,0.25554,0.28961,0.61732,0.78539,0.12059,0.0,0.0,0.44803,0.50777,0.61732,0.78539,0.12059,0.0,0.0,0.44803,0.50777,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.4
S4,Test0,103,minimal,202.68,46.62,6525724.0,0.0,-1,0,0.46182,0.4063,0.02432,0.0,0.0,0.26248,0.29748,0.60914,0.71142,0.11995,0.0,0.0,0.42368,0.48017,0.60914,0.71142,0.11995,0.0,0.0,0.42368,0.48017,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.1
S3,F5Ev,103,minimal,1.89,1.26,0.0,0.0,62.0,1,,,,,,,,,,,,,,,0.01432,0.0,0.0,0.00471,0.45556,0.03129,0.00477,7,0.25,0.0,0.4061,1,2,0,1,2,0,-0.0729,-0.0578,0.0,,14.0
S5,Test0,103,minimal,202.68,46.62,6525724.0,0.0,-1,0,0.46182,0.4063,0.02432,0.0,0.0,0.26248,0.29748,0.60914,0.71142,0.11995,0.0,0.0,0.42368,0.48017,0.60914,0.71142,0.11995,0.0,0.0,0.42368,0.48017,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.4
S4,F5,102,minimal,130.41,19.35,1785956.0,0.0,-1,0,0.45506,0.19441,0.00388,0.20972,0.26108,0.21986,0.21779,0.50208,0.25906,0.00424,0.45413,0.23245,0.2655,0.25513,0.50208,0.25906,0.00424,0.45413,0.23245,0.2655,0.25513,5,0.016,0.323,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,47.6
S3,F5Ev,102,minimal,56.88,13.32,124841.0,0.0,-1,0,0.25078,0.04899,0.00026,0.07201,0.15797,0.10177,0.10001,0.30546,0.0651,0.0003,0.18411,0.1606,0.12936,0.12362,0.30546,0.0651,0.0003,0.18411,0.1606,0.12936,0.12362,8,0.55,0.017,0.6073,9,6,0,9,3,0,-0.2725,-0.117,0.0,,73.0
S5,F5,102,minimal,131.49,19.44,1772734.0,0.0,-1,0,0.46079,0.21265,0.004,0.21577,0.27423,0.22807,0.22581,0.50414,0.27995,0.0045,0.51829,0.25463,0.27741,0.26286,0.50414,0.27995,0.0045,0.51829,0.25463,0.27741,0.26286,5,0.025,0.292,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,51.3
S2,F5Ev,102,minimal,196.74,97.47,66667.0,0.0,-1,0,0.47025,0.0,0.0,0.22791,0.20948,0.16404,0.15675,0.59443,0.1903,0.00024,0.82733,0.15362,0.28858,0.26166,0.59443,0.1903,0.00024,0.82733,0.15362,0.28858,0.26166,7,0.393,0.0,0.368,12,3,0,10,2,0,0.0246,0.0246,0.0,,89.1
S1,Test0,104,minimal,219.33,102.24,2383593.0,0.0,-1,0,0.3806,0.18786,0.0089,0.0,0.0,0.16981,0.19245,0.61994,0.57139,0.06385,0.0,0.0,0.36917,0.41839,0.61994,0.57139,0.06385,0.0,0.0,0.36917,0.41839,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.2
S2,F5EvAI,102,minimal,196.02,97.74,71111.0,0.0,-1,0,0.42909,0.0,0.0,0.25213,0.28638,0.15788,0.14303,0.59354,0.1903,0.00023,0.85138,0.15786,0.28998,0.26136,0.59354,0.1903,0.00023,0.85138,0.15786,0.28998,0.26136,8,0.375,0.033,0.3016,9,3,3,8,3,0,0.0228,0.0187,0.0,template,89.4
S3,F5,103,minimal,6.21,4.41,0.0,0.0,-1,0,0.015,0.0,0.0,0.00987,0.52278,0.03574,0.005,0.04557,0.0,0.0,0.03703,0.51048,0.04561,0.01519,0.04557,0.0,0.0,0.03703,0.51048,0.04561,0.01519,5,0.0,0.278,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,47.6
S4,F5Ev,103,minimal,9.18,4.05,0.0,0.0,192.0,1,0.05863,0.0,0.0,0.0308,0.33811,0.03895,0.01954,,,,,,,,0.06593,0.0,0.0,0.03704,0.33553,0.04131,0.02198,7,0.25,0.016,0.5369,6,2,0,6,2,0,-0.1117,-0.1275,0.0,,40.9
S2,F5,103,minimal,106.83,36.81,335563.0,0.0,-1,0,0.39029,0.06277,0.00038,0.2476,0.24132,0.16213,0.15115,0.43849,0.10623,0.00101,0.7771,0.26727,0.22194,0.18191,0.43849,0.10623,0.00101,0.7771,0.26727,0.22194,0.18191,5,0.0,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,50.9
S3,F5EvAI,102,minimal,47.07,6.12,125159.0,206.0,-1,0,0.25156,0.05866,0.00055,0.08344,0.20592,0.10842,0.10359,0.26684,0.07155,0.00132,0.1645,0.10952,0.11603,0.11324,0.26684,0.07155,0.00132,0.1645,0.10952,0.11603,0.11324,9,0.7,0.125,0.737,9,3,3,8,3,1,-0.04,-0.0944,-0.0138,template,81.0
S3,F5EvAI,103,minimal,6.12,3.69,0.0,0.0,228.0,1,0.03409,0.0,0.0,0.01964,0.36265,0.03251,0.01136,,,,,,,,0.04494,0.0,0.0,0.03641,0.31651,0.03398,0.01498,9,0.0,0.224,0.5825,0,7,5,0,1,3,0.0,-0.027,-0.0348,template,47.1
S4,F5,103,minimal,12.24,2.43,85374.0,0.0,-1,0,0.07727,0.01923,0.00024,0.04112,0.40507,0.0547,0.03224,0.08602,0.01923,0.00041,0.14201,0.52594,0.07037,0.03522,0.08602,0.01923,0.00041,0.14201,0.52594,0.07037,0.03522,5,0.0,0.283,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,46.3
S2,Test0,104,minimal,155.61,52.74,2383593.0,0.0,-1,0,0.37983,0.18786,0.0089,0.0,0.0,0.16958,0.19219,0.53646,0.57139,0.06527,0.0,0.0,0.34503,0.39104,0.53646,0.57139,0.06527,0.0,0.0,0.34503,0.39104,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.4
S4,F5Ev,102,minimal,102.69,20.34,1638971.0,0.0,-1,0,0.4222,0.18797,0.00368,0.22446,0.25582,0.20879,0.20462,0.44259,0.22638,0.00372,0.46001,0.22318,0.23804,0.22423,0.44259,0.22638,0.00372,0.46001,0.22318,0.23804,0.22423,8,0.408,0.017,0.5002,10,5,0,10,3,0,-0.127,-0.058,0.0,,79.5
S3,Test0,104,minimal,211.59,45.99,6626222.0,0.0,-1,0,0.47087,0.35978,0.01935,0.0,0.0,0.25,0.28333,0.61657,0.82079,0.11382,0.0,0.0,0.45623,0.51706,0.61657,0.82079,0.11382,0.0,0.0,0.45623,0.51706,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.6
S4,F5EvAI,103,minimal,15.39,4.68,153673.0,0.0,262.0,1,0.09062,0.02628,0.00024,0.05287,0.25545,0.05259,0.03905,,,,,,,,0.10582,0.02628,0.00024,0.10389,0.30254,0.06283,0.04411,10,0.0,0.193,0.6245,0,7,8,0,1,4,0.0,-0.0981,-0.0208,template,50.4
S4,Test0,104,minimal,214.47,46.89,6654506.0,0.0,-1,0,0.59332,0.65801,0.03662,0.0,0.0,0.37881,0.42932,0.61977,0.82079,0.16134,0.0,0.0,0.47115,0.53397,0.61977,0.82079,0.16134,0.0,0.0,0.47115,0.53397,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.4
S5,F5Ev,102,minimal,92.7,20.16,1432636.0,0.0,-1,0,0.40299,0.14819,0.0034,0.20945,0.23178,0.18907,0.18486,0.41751,0.16431,0.00343,0.43332,0.21629,0.21034,0.19508,0.41751,0.16431,0.00343,0.43332,0.21629,0.21034,0.19508,9,0.411,0.008,0.6107,6,9,0,5,4,0,0.009,-0.0744,0.0,,74.0
S4,F5EvAI,102,minimal,106.2,25.38,1669400.0,209.0,-1,0,0.42428,0.17391,0.00406,0.22146,0.25641,0.20524,0.20075,0.4509,0.18358,0.00487,0.60516,0.15545,0.23279,0.21312,0.4509,0.18358,0.00487,0.60516,0.15545,0.23279,0.21312,10,0.575,0.042,0.6651,9,3,3,7,3,2,-0.0384,-0.0397,-0.0024,template,82.6
S5,F5,103,minimal,78.48,6.48,1022752.0,0.0,-1,0,0.33776,0.12275,0.00132,0.11589,0.23919,0.15672,0.15394,0.37635,0.14807,0.00205,0.29612,0.371,0.19409,0.17549,0.37635,0.14807,0.00205,0.29612,0.371,0.19409,0.17549,5,0.0,0.305,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,47.8
S5,F5EvAI,102,minimal,93.51,20.25,1454835.0,885.0,-1,0,0.40324,0.14981,0.0047,0.19959,0.2694,0.19163,0.18591,0.41963,0.16592,0.00804,0.35838,0.26006,0.21096,0.19786,0.41963,0.16592,0.00804,0.35838,0.26006,0.21096,0.19786,10,0.548,0.008,0.6083,7,4,4,7,4,1,0.0052,-0.0549,-0.0004,template,81.5
S5,Test0,104,minimal,214.47,46.89,6654506.0,0.0,-1,0,0.59332,0.65801,0.03662,0.0,0.0,0.37881,0.42932,0.61977,0.82079,0.16134,0.0,0.0,0.47115,0.53397,0.61977,0.82079,0.16134,0.0,0.0,0.47115,0.53397,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.8
S2,F5Ev,103,minimal,95.76,36.81,335563.0,0.0,-1,0,0.38833,0.05794,0.0003,0.24824,0.19827,0.15761,0.14886,0.41176,0.10623,0.00094,0.79316,0.0,0.19928,0.17298,0.41176,0.10623,0.00094,0.79316,0.0,0.19928,0.17298,7,0.25,0.0,0.4511,7,8,0,7,2,0,-0.0319,-0.0087,0.0,,83.5
S2,F5EvAI,103,minimal,95.76,36.54,335563.0,0.0,-1,0,0.38956,0.05794,0.0003,0.2476,0.18562,0.15719,0.14927,0.41176,0.10623,0.00094,0.79765,0.28989,0.2166,0.17298,0.41176,0.10623,0.00094,0.79765,0.28989,0.2166,0.17298,8,0.217,0.042,0.4019,4,8,3,4,3,0,-0.0333,-0.0992,0.0,template,84.1
S1,Test0,105,minimal,209.43,81.9,4117956.0,0.0,-1,0,0.44697,0.24913,0.01571,0.0,0.0,0.20935,0.23727,0.61028,0.89779,0.11504,0.0,0.0,0.47739,0.54104,0.61028,0.89779,0.11504,0.0,0.0,0.47739,0.54104,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,10.3
S1,F5,104,minimal,60.03,19.98,152232.0,0.0,-1,0,0.27581,0.06907,0.0007,0.15903,0.36074,0.13222,0.11519,0.30865,0.07893,0.0013,0.43049,0.39602,0.163,0.12963,0.30865,0.07893,0.0013,0.43049,0.39602,0.163,0.12963,5,0.083,0.275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,48.8
S3,F5,104,minimal,54.72,5.31,474527.0,0.0,-1,0,0.27874,0.07046,0.00072,0.07345,0.27922,0.12366,0.11664,0.29372,0.10696,0.00104,0.15837,0.3459,0.14782,0.13391,0.29372,0.10696,0.00104,0.15837,0.3459,0.14782,0.13391,5,0.0,0.308,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,44.0
S5,F5Ev,103,minimal,37.8,7.38,478392.0,0.0,-1,0,0.10526,0.02404,0.00026,0.04477,0.35558,0.06166,0.04319,0.2252,0.06763,0.00091,0.13215,0.23681,0.1081,0.09791,0.2252,0.06763,0.00091,0.13215,0.23681,0.1081,0.09791,9,0.25,0.0,0.7041,8,7,0,8,4,0,-0.1344,-0.2771,0.0,,77.1
S2,F5,104,minimal,59.67,18.72,133203.0,0.0,-1,0,0.27931,0.06413,0.00077,0.24729,0.37526,0.13786,0.11474,0.30737,0.074,0.001,0.75881,0.41017,0.18123,0.12746,0.30737,0.074,0.001,0.75881,0.41017,0.18123,0.12746,5,0.142,0.275,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,53.4
S2,Test0,105,minimal,209.7,82.17,4117956.0,0.0,-1,0,0.48259,0.24913,0.01806,0.0,0.0,0.22052,0.24993,0.61059,0.89779,0.11689,0.0,0.0,0.47802,0.54176,0.61059,0.89779,0.11689,0.0,0.0,0.47802,0.54176,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,9.6
S5,F5EvAI,103,minimal,76.14,8.01,840412.0,0.0,350.0,1,0.262,0.04006,0.00046,0.09397,0.24962,0.10919,0.10084,,,,,,,,0.36927,0.10673,0.00151,0.21706,0.38828,0.17605,0.15917,9,0.05,0.075,0.5648,2,15,3,2,4,0,0.0448,-0.1081,0.0,template,69.5
S4,F5,104,minimal,122.4,12.33,1139876.0,0.0,-1,0,0.4563,0.23931,0.00172,0.25254,0.28345,0.23663,0.23245,0.48193,0.31584,0.00238,0.62181,0.30558,0.28989,0.26672,0.48193,0.31584,0.00238,0.62181,0.30558,0.28989,0.26672,5,0.0,0.167,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,50.5
S3,Test0,105,minimal,235.8,39.42,6213425.0,0.0,-1,0,0.49168,0.366,0.01758,0.0,0.0,0.25743,0.29175,0.63415,0.70811,0.10674,0.0,0.0,0.42617,0.483,0.63415,0.70811,0.10674,0.0,0.0,0.42617,0.483,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.2
S5,F5,104,minimal,95.4,11.25,924864.0,0.0,-1,0,0.40204,0.18543,0.00154,0.22515,0.33553,0.20622,0.19634,0.4203,0.24344,0.00242,0.49771,0.30295,0.24303,0.22205,0.4203,0.24344,0.00242,0.49771,0.30295,0.24303,0.22205,5,0.0,0.142,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,49.3
S3,F5Ev,104,minimal,48.42,3.42,251061.0,0.0,316.0,1,0.25787,0.03644,0.00039,0.07188,0.26506,0.1065,0.09823,,,,,,,,0.269,0.05102,0.00058,0.1334,0.21799,0.11496,0.10687,8,0.417,0.0,0.7663,10,4,0,10,3,0,-0.1644,-0.0313,0.0,,72.4
S4,F5EvAI,104,minimal,91.08,11.52,696440.0,0.0,262.0,1,0.39235,0.16764,0.00137,0.24394,0.31706,0.19811,0.18712,,,,,,,,0.40905,0.17219,0.00141,0.41361,0.1474,0.20437,0.19422,10,0.114,0.102,0.527,2,4,6,2,2,3,-0.0285,-0.0271,-0.0171,template,64.6
S1,F5EvAI,104,minimal,55.35,16.2,171261.0,0.0,-1,0,0.27511,0.06413,0.00066,0.17425,0.33217,0.12976,0.1133,0.29161,0.0888,0.00083,0.56948,0.22632,0.15894,0.12708,0.29161,0.0888,0.00083,0.56948,0.22632,0.15894,0.12708,10,0.15,0.242,0.3884,2,8,5,2,2,3,-0.0143,-0.0033,-0.0034,template,84.3
S4,Test0,105,minimal,238.77,40.5,6264663.0,0.0,-1,0,0.49826,0.33428,0.01692,0.0,0.0,0.24984,0.28315,0.63705,0.71717,0.10992,0.0,0.0,0.43063,0.48805,0.63705,0.71717,0.10992,0.0,0.0,0.43063,0.48805,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.7
