scenario,arm,seed,profile,burned_ha,forest_ha,pop_affected,evacuated,out_min,success,t2h_j_burn,t2h_j_asset,t2h_j_pop,t2h_j_resp,t2h_j_delay,t2h_j_total,t2h_j_phys,t6h_j_burn,t6h_j_asset,t6h_j_pop,t6h_j_resp,t6h_j_delay,t6h_j_total,t6h_j_phys,end_j_burn,end_j_asset,end_j_pop,end_j_resp,end_j_delay,end_j_total,end_j_phys,rules_final,coverage,fs_frac,adapt_share,tried_1,tried_2,tried_3,acc_1,acc_2,acc_3,dj_1,dj_2,dj_3,genai_source,wall_s
S2,F5EvAI,104,minimal,61.11,19.17,228348.0,0.0,-1,0,0.28277,0.06907,0.00066,0.2472,0.40074,0.14179,0.1175,0.31247,0.09867,0.00083,0.72346,0.30915,0.18191,0.13732,0.31247,0.09867,0.00083,0.72346,0.30915,0.18191,0.13732,8,0.117,0.208,0.3108,5,7,5,5,2,1,0.0156,0.0055,-0.0002,template,84.8
S3,F5EvAI,104,minimal,43.92,3.24,295488.0,0.0,-1,0,0.24327,0.04889,0.00062,0.06793,0.27257,0.10614,0.0976,0.25026,0.04889,0.00062,0.15591,0.23928,0.11142,0.09992,0.25026,0.04889,0.00062,0.15591,0.23928,0.11142,0.09992,8,0.125,0.008,0.6753,2,7,7,2,0,3,-0.0069,0.0,-0.0384,template,78.3
S1,F5Ev,104,minimal,59.04,18.99,171261.0,0.0,-1,0,0.27791,0.06413,0.00063,0.16029,0.35631,0.13118,0.11423,0.30512,0.08387,0.00093,0.46006,0.33629,0.16152,0.12997,0.30512,0.08387,0.00093,0.46006,0.33629,0.16152,0.12997,8,0.367,0.017,0.3724,11,4,0,11,3,0,-0.134,-0.0113,0.0,,87.9
S2,F5Ev,104,minimal,59.94,18.54,171261.0,0.0,-1,0,0.28069,0.06907,0.00086,0.24712,0.33789,0.13754,0.11687,0.30833,0.08387,0.00124,0.80991,0.35888,0.18447,0.13115,0.30833,0.08387,0.00124,0.80991,0.35888,0.18447,0.13115,8,0.425,0.025,0.2683,11,4,0,11,3,0,-0.0956,-0.0245,0.0,,87.7
S1,F5,105,minimal,101.88,22.23,1177778.0,0.0,-1,0,0.30169,0.15406,0.0017,0.0757,0.37896,0.16129,0.15249,0.43239,0.18412,0.00659,0.40587,0.39703,0.2305,0.2077,0.43239,0.18412,0.00659,0.40587,0.39703,0.2305,0.2077,5,0.008,0.117,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,54.6
S5,Test0,105,minimal,238.77,40.5,6264663.0,0.0,-1,0,0.49826,0.33428,0.01692,0.0,0.0,0.24984,0.28315,0.63705,0.71717,0.10992,0.0,0.0,0.43063,0.48805,0.63705,0.71717,0.10992,0.0,0.0,0.43063,0.48805,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.4
S4,F5Ev,104,minimal,97.11,14.85,728236.0,0.0,-1,0,0.39336,0.13879,0.00117,0.24052,0.30891,0.18918,0.17777,0.42464,0.20609,0.00149,0.48086,0.18234,0.22496,0.21074,0.42464,0.20609,0.00149,0.48086,0.18234,0.22496,0.21074,9,0.5,0.017,0.4975,9,6,0,7,4,0,-0.2635,-0.0783,0.0,,78.4
S1,Test0,106,minimal,266.31,116.37,3461286.0,0.0,-1,0,0.52301,0.0,0.0,0.0,0.0,0.15383,0.17434,0.65552,0.79264,0.08313,0.0,0.0,0.45038,0.51043,0.65552,0.79264,0.08313,0.0,0.0,0.45038,0.51043,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,8.2
S2,F5,105,minimal,89.1,22.14,1177778.0,0.0,-1,0,0.31331,0.15406,0.0017,0.16671,0.3806,0.17016,0.15636,0.39984,0.17943,0.00558,0.61584,0.34698,0.22865,0.19495,0.39984,0.17943,0.00558,0.61584,0.34698,0.22865,0.19495,5,0.008,0.133,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,49.8
S5,F5Ev,104,minimal,98.37,12.96,795861.0,0.0,-1,0,0.40545,0.17213,0.00131,0.25125,0.29361,0.20231,0.19297,0.42779,0.20445,0.00165,0.52502,0.14625,0.22592,0.2113,0.42779,0.20445,0.00165,0.52502,0.14625,0.22592,0.2113,10,0.708,0.0,0.6489,8,7,0,7,5,0,-0.131,-0.2277,0.0,,83.8
S3,F5,105,minimal,25.83,3.6,467960.0,0.0,-1,0,0.15298,0.05619,0.00094,0.04149,0.30963,0.08245,0.07004,0.15958,0.05619,0.00114,0.11796,0.2649,0.08632,0.0723,0.15958,0.05619,0.00114,0.11796,0.2649,0.08632,0.0723,5,0.0,0.192,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,46.8
S2,Test0,106,minimal,266.31,116.37,3461286.0,0.0,-1,0,0.53021,0.0,0.0,0.0,0.0,0.15594,0.17674,0.65552,0.79264,0.09112,0.0,0.0,0.45273,0.51309,0.65552,0.79264,0.09112,0.0,0.0,0.45273,0.51309,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,8.9
S5,F5EvAI,104,minimal,110.25,14.58,876402.0,0.0,-1,0,0.43487,0.20767,0.00167,0.25068,0.29845,0.22177,0.21473,0.4559,0.21641,0.00186,0.57394,0.19004,0.24323,0.22472,0.4559,0.21641,0.00186,0.57394,0.19004,0.24323,0.22472,11,0.383,0.033,0.6483,5,6,4,5,5,1,-0.0643,-0.265,-0.0177,template,93.3
S4,F5,105,minimal,39.51,5.13,532671.0,0.0,-1,0,0.20635,0.07764,0.00111,0.09424,0.29873,0.10697,0.09504,0.22507,0.08066,0.00144,0.24489,0.28225,0.12135,0.10239,0.22507,0.08066,0.00144,0.24489,0.28225,0.12135,0.10239,5,0.0,0.419,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,45.7
S3,Test0,106,minimal,96.3,30.06,1813307.0,0.0,-1,0,0.37293,0.18283,0.00364,0.0,0.0,0.16453,0.18646,0.43337,0.2753,0.02473,0.0,0.0,0.21571,0.24447,0.43337,0.2753,0.02473,0.0,0.0,0.21571,0.24447,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.6
S5,F5EvAI,105,minimal,38.79,4.41,532671.0,0.0,168.0,1,0.20802,0.07553,0.00116,0.1014,0.27274,0.10574,0.0949,,,,,,,,0.22188,0.07764,0.0012,0.13959,0.18436,0.1075,0.10024,8,0.036,0.143,0.3,0,4,3,0,2,1,0.0,-0.0646,-0.0064,template,38.1
S5,F5,105,minimal,36.9,2.52,579283.0,0.0,-1,0,0.20802,0.07553,0.00116,0.09721,0.29576,0.10685,0.0949,0.21337,0.09124,0.00171,0.22666,0.29088,0.12054,0.10211,0.21337,0.09124,0.00171,0.22666,0.29088,0.12054,0.10211,5,0.0,0.242,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,49.0
S1,F5Ev,105,minimal,102.24,23.4,736111.0,0.0,-1,0,0.30723,0.10333,0.00116,0.08514,0.30587,0.14409,0.13724,0.43326,0.17379,0.00331,0.43079,0.25438,0.21982,0.20345,0.43326,0.17379,0.00331,0.43079,0.25438,0.21982,0.20345,7,0.29,0.0,0.5488,12,3,0,9,2,0,-0.1929,0.0206,0.0,,92.0
S2,F5Ev,105,minimal,104.31,25.11,853889.0,0.0,-1,0,0.30884,0.11273,0.00115,0.18193,0.32117,0.15392,0.14091,0.43819,0.18037,0.00396,0.7769,0.18887,0.2399,0.2075,0.43819,0.18037,0.00396,0.7769,0.18887,0.2399,0.2075,7,0.292,0.0,0.5075,13,2,0,8,2,0,-0.2073,0.0225,0.0,,84.6
S4,Test0,106,minimal,250.65,60.48,8174470.0,0.0,-1,0,0.62076,0.68074,0.04552,0.0,0.0,0.39618,0.44901,0.66563,0.97293,0.18235,0.0,0.0,0.53556,0.60697,0.66563,0.97293,0.18235,0.0,0.0,0.53556,0.60697,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,7.1
S3,F5Ev,105,minimal,36.18,12.87,492450.0,0.0,-1,0,0.15629,0.04803,0.00066,0.04515,0.23069,0.07652,0.06833,0.21009,0.07069,0.00088,0.10288,0.16504,0.0986,0.09389,0.21009,0.07069,0.00088,0.10288,0.16504,0.0986,0.09389,8,0.194,0.0,0.6216,10,6,0,9,3,0,-0.2585,-0.0315,0.0,,79.9
S1,F5EvAI,105,minimal,96.57,20.34,765556.0,0.0,-1,0,0.28626,0.10333,0.00121,0.08471,0.31762,0.13861,0.13027,0.4193,0.15218,0.00414,0.54983,0.24646,0.21614,0.19188,0.4193,0.15218,0.00414,0.54983,0.24646,0.21614,0.19188,10,0.113,0.032,0.5644,5,3,8,5,1,4,-0.1065,0.0308,-0.0123,template,102.3
S2,F5EvAI,105,minimal,101.52,22.86,1177778.0,0.0,-1,0,0.31458,0.15406,0.0017,0.18911,0.28144,0.16601,0.15678,0.43152,0.18412,0.0063,0.78846,0.18761,0.24034,0.20731,0.43152,0.18412,0.0063,0.78846,0.18761,0.24034,0.20731,10,0.167,0.017,0.6154,6,4,7,4,2,3,-0.0447,-0.0064,-0.0118,template,91.8
S5,Test0,106,minimal,250.65,60.48,8174470.0,0.0,-1,0,0.62076,0.68074,0.04552,0.0,0.0,0.39618,0.44901,0.66563,0.97293,0.18235,0.0,0.0,0.53556,0.60697,0.66563,0.97293,0.18235,0.0,0.0,0.53556,0.60697,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.4
S1,F5,106,minimal,215.1,86.49,0.0,0.0,-1,0,0.50415,0.0,0.0,0.17949,0.28513,0.17561,0.16805,0.60583,0.0,0.0,0.77408,0.28385,0.24042,0.20194,0.60583,0.0,0.0,0.77408,0.28385,0.24042,0.20194,5,0.436,0.229,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,61.1
S3,F5EvAI,105,minimal,33.93,10.8,495742.0,0.0,-1,0,0.15441,0.05861,0.00091,0.04764,0.20919,0.07803,0.07131,0.19963,0.06616,0.00097,0.16017,0.15472,0.09698,0.08892,0.19963,0.06616,0.00097,0.16017,0.15472,0.09698,0.08892,9,0.183,0.025,0.71,8,5,3,8,3,1,-0.114,-0.1356,-0.0096,template,85.1
S4,F5Ev,105,minimal,43.56,8.46,696994.0,0.0,-1,0,0.21009,0.08157,0.00113,0.10977,0.17949,0.10313,0.09759,0.24255,0.09365,0.00129,0.18225,0.12898,0.11757,0.1125,0.24255,0.09365,0.00129,0.18225,0.12898,0.11757,0.1125,8,0.467,0.058,0.6238,10,5,0,10,3,0,-0.3065,-0.0409,0.0,,75.0
S5,F5Ev,105,minimal,40.59,6.3,431360.0,0.0,-1,0,0.20719,0.06525,0.00077,0.0999,0.33712,0.10606,0.09107,0.22981,0.07341,0.00088,0.29628,0.18583,0.1178,0.10137,0.22981,0.07341,0.00088,0.29628,0.18583,0.1178,0.10137,8,0.589,0.0,0.6822,12,3,0,8,3,0,-0.2781,-0.0607,0.0,,75.8
S1,Test0,107,minimal,223.2,82.26,2506159.0,0.0,-1,0,0.5256,0.27629,0.00386,0.0,0.0,0.23698,0.26858,0.62437,0.65986,0.07938,0.0,0.0,0.40106,0.45454,0.62437,0.65986,0.07938,0.0,0.0,0.40106,0.45454,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,8.7
S4,F5EvAI,105,minimal,77.85,13.23,703579.0,0.0,-1,0,0.21009,0.08066,0.00129,0.10764,0.20308,0.10417,0.09735,0.36398,0.09275,0.00142,0.26041,0.1937,0.16146,0.15272,0.36398,0.09275,0.00142,0.26041,0.1937,0.16146,0.15272,8,0.458,0.075,0.7004,9,3,3,9,3,0,-0.3026,-0.1486,0.0,template,81.1
S1,F5,107,minimal,1.8,1.26,0.0,0.0,102.0,1,,,,,,,,,,,,,,,0.01323,0.0,0.0,0.02069,0.70182,0.04639,0.00441,5,0.222,0.222,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,13.0
S2,Test0,107,minimal,223.92,82.44,2793312.0,0.0,-1,0,0.58055,0.41971,0.01307,0.0,0.0,0.29803,0.33777,0.62513,0.6823,0.09781,0.0,0.0,0.41331,0.46841,0.62513,0.6823,0.09781,0.0,0.0,0.41331,0.46841,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,7.5
S3,F5,106,minimal,14.76,1.35,3556.0,0.0,-1,0,0.09097,0.00151,0.0,0.02627,0.32385,0.0478,0.03083,0.10493,0.01363,3e-05,0.08417,0.2888,0.05682,0.03953,0.10493,0.01363,3e-05,0.08417,0.2888,0.05682,0.03953,5,0.0,0.258,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,48.7
S2,F5,106,minimal,244.35,104.67,215739.0,0.0,-1,0,0.51527,0.0,0.0,0.2061,0.17294,0.17385,0.17176,0.63583,0.13094,0.00078,0.7553,0.14469,0.27869,0.25585,0.63583,0.13094,0.00078,0.7553,0.14469,0.27869,0.25585,5,0.587,0.238,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,67.2
S3,Test0,107,minimal,153.72,25.92,4919444.0,0.0,-1,0,0.44272,0.33383,0.01561,0.0,0.0,0.23299,0.26405,0.54386,0.59262,0.07423,0.0,0.0,0.35609,0.40357,0.54386,0.59262,0.07423,0.0,0.0,0.35609,0.40357,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.8
S4,F5,106,minimal,107.37,13.68,1696612.0,0.0,-1,0,0.39385,0.29165,0.00409,0.19557,0.25261,0.22918,0.22986,0.46026,0.32435,0.00509,0.5039,0.26512,0.2775,0.26324,0.46026,0.32435,0.00509,0.5039,0.26512,0.2775,0.26324,5,0.0,0.075,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,46.3
S1,F5Ev,106,minimal,230.31,93.78,0.0,0.0,-1,0,0.50556,0.0,0.0,0.17951,0.26261,0.1747,0.16852,0.62202,0.0,0.0,0.77916,0.21553,0.24146,0.20734,0.62202,0.0,0.0,0.77916,0.21553,0.24146,0.20734,9,0.507,0.0,0.3615,10,5,0,6,4,0,0.0069,0.0089,0.0,,92.7
S1,F5Ev,107,minimal,1.8,1.26,0.0,0.0,102.0,1,,,,,,,,,,,,,,,0.01323,0.0,0.0,0.02125,0.67917,0.04509,0.00441,6,0.472,0.0,0.3163,2,3,0,2,1,0,0.0754,0.0,0.0,,27.1
S5,F5,106,minimal,122.76,13.5,1893722.0,0.0,-1,0,0.43429,0.37322,0.00427,0.21259,0.24319,0.26557,0.27059,0.49367,0.43541,0.00569,0.54251,0.21244,0.31934,0.31159,0.49367,0.43541,0.00569,0.54251,0.21244,0.31934,0.31159,5,0.0,0.025,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,40.8
S1,F5EvAI,107,minimal,1.8,1.26,0.0,0.0,102.0,1,,,,,,,,,,,,,,,0.01323,0.0,0.0,0.02069,0.70182,0.04639,0.00441,5,0.222,0.222,0.0,0,2,3,0,0,0,0.0,0.0,0.0,template,27.1
S4,Test0,107,minimal,153.72,25.92,4919444.0,0.0,-1,0,0.46318,0.35912,0.02097,0.0,0.0,0.24802,0.28109,0.54386,0.59262,0.07961,0.0,0.0,0.35767,0.40536,0.54386,0.59262,0.07961,0.0,0.0,0.35767,0.40536,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.5
S3,F5Ev,107,minimal,0.99,0.99,0.0,0.0,74.0,1,,,,,,,,,,,,,,,0.00762,0.0,0.0,0.00297,0.33898,0.02236,0.00254,7,0.5,0.179,0.6983,1,2,0,1,2,0,-0.0602,-0.0561,0.0,,13.9
S1,F5EvAI,106,minimal,219.69,91.17,0.0,0.0,-1,0,0.50713,0.0,0.0,0.1795,0.27179,0.1757,0.16904,0.61086,0.0,0.0,0.75417,0.23414,0.2378,0.20362,0.61086,0.0,0.0,0.75417,0.23414,0.2378,0.20362,7,0.526,0.16,0.1781,6,6,3,6,2,0,0.0943,0.018,0.0,template,96.8
S3,F5Ev,106,minimal,34.74,8.82,61206.0,0.0,-1,0,0.16026,0.02877,7e-05,0.03908,0.19232,0.06923,0.06303,0.21625,0.0439,0.00013,0.14276,0.179,0.09548,0.08676,0.21625,0.0439,0.00013,0.14276,0.179,0.09548,0.08676,9,0.817,0.0,0.8212,10,5,0,6,4,0,-0.1146,-0.147,0.0,,70.9
S5,Test0,107,minimal,153.72,25.92,4919444.0,0.0,-1,0,0.46318,0.35912,0.02097,0.0,0.0,0.24802,0.28109,0.54386,0.59262,0.07961,0.0,0.0,0.35767,0.40536,0.54386,0.59262,0.07961,0.0,0.0,0.35767,0.40536,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,5.5
S2,F5Ev,106,minimal,187.11,80.37,30820.0,0.0,-1,0,0.48132,0.0,0.0,0.23105,0.20967,0.16749,0.16044,0.5721,0.01786,0.00012,0.80547,0.20221,0.23282,0.19669,0.5721,0.01786,0.00012,0.80547,0.20221,0.23282,0.19669,7,0.493,0.0,0.2662,9,6,0,6,2,0,-0.1009,0.0095,0.0,,87.6
S1,Test0,108,minimal,264.69,125.1,3916863.0,0.0,-1,0,0.59461,0.44865,0.0069,0.0,0.0,0.30887,0.35005,0.65831,0.90013,0.17355,0.0,0.0,0.50941,0.57733,0.65831,0.90013,0.17355,0.0,0.0,0.50941,0.57733,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.1
S2,F5EvAI,106,minimal,231.39,99.45,123279.0,0.0,-1,0,0.48287,0.0,0.0,0.231,0.22946,0.16911,0.16096,0.62312,0.05952,0.00046,0.80524,0.15215,0.25723,0.2277,0.62312,0.05952,0.00046,0.80524,0.15215,0.25723,0.2277,6,0.529,0.236,0.1814,7,5,3,6,1,0,-0.0461,0.0024,0.0,template,93.0
S4,F5Ev,106,minimal,66.78,9.72,1384835.0,0.0,-1,0,0.29734,0.20342,0.00269,0.14774,0.19761,0.16839,0.16781,0.34657,0.26597,0.00301,0.32229,0.21532,0.21267,0.20518,0.34657,0.26597,0.00301,0.32229,0.21532,0.21267,0.20518,9,0.831,0.0,0.7292,10,5,0,6,4,0,-0.3112,-0.2453,0.0,,67.4
S3,F5EvAI,106,minimal,29.97,7.11,116825.0,0.0,-1,0,0.10948,0.00303,0.0,0.0275,0.2259,0.048,0.0375,0.19226,0.05965,0.00028,0.0854,0.16914,0.08915,0.08406,0.19226,0.05965,0.00028,0.0854,0.16914,0.08915,0.08406,7,0.234,0.024,0.6625,6,4,5,4,1,1,-0.0496,0.0349,-0.0034,template,79.2
S4,F5EvAI,106,minimal,66.78,8.73,1526773.0,0.0,-1,0,0.31321,0.26882,0.00341,0.13343,0.19814,0.19169,0.19514,0.34657,0.29092,0.00352,0.36457,0.18705,0.22098,0.21367,0.34657,0.29092,0.00352,0.36457,0.18705,0.22098,0.21367,9,0.233,0.067,0.6455,6,6,5,4,2,2,-0.072,-0.0912,-0.0837,template,68.0
S2,Test0,108,minimal,270.18,124.47,4444444.0,0.0,-1,0,0.6167,0.68442,0.02163,0.0,0.0,0.38904,0.44092,0.66291,1.0,0.19577,0.0,0.0,0.54667,0.61956,0.66291,1.0,0.19577,0.0,0.0,0.54667,0.61956,0,,,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,6.6
S5,F5Ev,106,minimal,125.1,18.45,1623516.0,0.0,-1,0,0.44263,0.33337,0.00356,0.2374,0.21883,0.25612,0.25985,0.49839,0.34004,0.00359,0.49769,0.18622,0.28788,0.28067,0.49839,0.34004,0.00359,0.49769,0.18622,0.28788,0.28067,8,0.815,0.0,0.6651,10,5,0,6,3,0,-0.1885,-0.1584,0.0,,62.7
S3,F5,107,minimal,64.8,2.16,897717.0,0.0,-1,0,0.00762,0.0,0.0,0.00456,0.45007,0.02898,0.00254,0.33449,0.16228,0.00156,0.07777,0.26077,0.16648,0.16611,0.33449,0.16228,0.00156,0.07777,0.26077,0.16648,0.16611,5,0.016,0.516,0.0,0,0,0,0,0,0,0.0,0.0,0.0,,39.8
