step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
128;128;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G28: G28: IF intervention urgency is VH AND evacuation pressure is VL THEN resource deployment 0.7, evacuation 0.5 (adaptation-born: generative (template), gates G1-G4);3;3;R2[0.22] R3[0.28] R7[0.02] R9[0.06] R10[0.10] R12[0.10];0.37;0.59;0.44;0.78;0.59;0.83;0.88;0.08;0.3139;0.3059;1
128;128;Agent_2;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G28: G28: IF intervention urgency is VH AND evacuation pressure is VL THEN resource deployment 0.7, evacuation 0.5 (adaptation-born: generative (template), gates G1-G4);3;3;R2[0.10] R3[0.30] R7[0.08] R9[0.11] R10[0.11] R11[0.23];0.29;0.57;0.36;0.66;0.72;0.91;0.68;0.08;0.3139;0.3059;1
128;128;Agent_3;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G28: G28: IF intervention urgency is VH AND evacuation pressure is VL THEN resource deployment 0.7, evacuation 0.5 (adaptation-born: generative (template), gates G1-G4);3;3;R1[0.11] R2[0.17] R3[0.13] R4[0.11] R5[0.10] R6[0.17];0.61;0.63;0.34;0.62;0.58;0.71;0.88;0.08;0.3139;0.3059;1
129;129;Agent_1;orders came from the seed rule base (rules as-is);0;0;R2[0.20] R3[0.26] R7[0.02] R9[0.05] R10[0.09] R12[0.09];0.37;0.59;0.44;0.78;0.59;0.82;0.88;0.08;0.3143;0.3059;1
129;129;Agent_2;orders came from the seed rule base (rules as-is);0;0;R2[0.10] R3[0.28] R7[0.08] R9[0.10] R10[0.11] R11[0.23];0.28;0.58;0.36;0.66;0.71;0.91;0.68;0.08;0.3143;0.3059;1
129;129;Agent_3;orders came from the seed rule base (rules as-is);0;0;R1[0.10] R2[0.15] R3[0.12] R4[0.10] R5[0.10] R6[0.15];0.61;0.64;0.33;0.62;0.57;0.70;0.86;0.08;0.3143;0.3059;1
130;130;Agent_1;orders came from the seed rule base (rules as-is);0;0;R2[0.19] R3[0.24] R7[0.02] R9[0.05] R10[0.09] R12[0.09];0.37;0.59;0.44;0.78;0.59;0.82;0.88;0.07;0.3137;0.3060;1
130;130;Agent_2;orders came from the seed rule base (rules as-is);0;0;R2[0.10] R3[0.26] R7[0.08] R9[0.10] R10[0.10] R11[0.23];0.28;0.58;0.35;0.65;0.71;0.91;0.68;0.07;0.3137;0.3060;1
130;130;Agent_3;orders came from the seed rule base (rules as-is);0;0;R1[0.09] R2[0.14] R3[0.11] R4[0.09] R5[0.10] R6[0.14];0.60;0.64;0.32;0.62;0.57;0.70;0.85;0.07;0.3137;0.3060;1
131;131;Agent_1;orders came from the seed rule base (rules as-is);0;0;R2[0.17] R3[0.22] R7[0.02] R9[0.04] R10[0.08] R12[0.08];0.37;0.60;0.44;0.77;0.58;0.82;0.88;0.07;0.3136;0.3060;1
131;131;Agent_2;orders came from the seed rule base (rules as-is);0;0;R2[0.10] R3[0.24] R7[0.08] R9[0.09] R10[0.16] R11[0.23];0.28;0.58;0.35;0.65;0.70;0.89;0.68;0.07;0.3136;0.3060;1
131;131;Agent_3;orders came from the seed rule base (rules as-is);0;0;R1[0.09] R2[0.13] R3[0.11] R4[0.09] R5[0.10] R6[0.13];0.60;0.64;0.31;0.62;0.56;0.69;0.83;0.07;0.3136;0.3060;1
132;132;Agent_1;orders came from the seed rule base (rules as-is);0;0;R2[0.16] R3[0.23] R6[0.06] R7[0.02] R8[0.04] R9[0.04];0.39;0.60;0.43;0.76;0.57;0.71;0.86;0.07;0.3136;0.3060;1
132;132;Agent_2;orders came from the seed rule base (rules as-is);0;0;R2[0.10] R3[0.22] R7[0.08] R9[0.08] R10[0.16] R11[0.23];0.28;0.58;0.35;0.65;0.69;0.87;0.69;0.07;0.3136;0.3060;1
132;132;Agent_3;orders came from the seed rule base (rules as-is);0;0;R1[0.08] R2[0.12] R3[0.10] R4[0.08] R5[0.10] R6[0.12];0.60;0.64;0.30;0.61;0.55;0.68;0.82;0.07;0.3136;0.3060;1
