step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,30,30,0.00513,0.00582,0.01746,0.00000,0.00000,0.00000,7.97,0.00,0.066,0,0.0
2,2.0,32,32,0.00547,0.00620,0.01861,0.00000,0.00000,0.00000,7.97,0.00,0.066,0,0.0
3,3.0,32,32,0.02075,0.00620,0.01861,0.00000,0.00000,0.00004,7.97,0.00,0.066,304,150.5
4,4.0,32,32,0.02036,0.00620,0.01861,0.00000,0.00000,0.00007,7.97,0.00,0.066,304,155.3
5,5.0,32,32,0.02010,0.00620,0.01861,0.00000,0.00000,0.00011,7.97,0.00,0.066,304,157.4
6,6.0,32,32,0.01991,0.00620,0.01861,0.00000,0.00000,0.00015,7.97,0.00,0.066,304,158.8
7,7.0,32,32,0.01976,0.00620,0.01861,0.00000,0.00000,0.00018,7.97,0.00,0.066,304,159.8
8,8.0,32,32,0.01966,0.00620,0.01861,0.00000,0.00000,0.00022,7.97,0.00,0.066,304,159.7
9,9.0,32,32,0.01970,0.00620,0.01861,0.00000,0.00000,0.00026,7.97,0.00,0.066,304,156.8
10,10.0,32,32,0.01976,0.00620,0.01861,0.00000,0.00000,0.00030,7.97,0.00,0.066,304,153.8
11,11.0,32,32,0.01981,0.00620,0.01861,0.00000,0.00000,0.00033,7.97,0.00,0.066,304,151.4
12,12.0,32,32,0.01986,0.00620,0.01861,0.00000,0.00000,0.00037,7.97,0.00,0.066,304,149.5
13,13.0,32,32,0.01988,0.00620,0.01861,0.00000,0.00000,0.00040,7.97,0.00,0.066,304,148.1
14,14.0,32,32,0.01989,0.00620,0.01861,0.00000,0.00000,0.00044,7.97,0.00,0.066,304,147.1
15,15.0,25,32,0.01992,0.00620,0.01861,0.00000,0.00000,0.00047,7.97,0.00,0.066,304,146.1
16,16.0,36,43,0.02308,0.00831,0.02493,0.00000,0.00000,0.00050,7.97,0.00,0.066,273,119.0
17,17.0,25,43,0.02114,0.00831,0.02493,0.00000,0.00000,0.00054,7.97,0.00,0.066,326,163.4
18,18.0,25,43,0.02315,0.00831,0.02493,0.00000,0.00000,0.00057,7.97,0.00,0.066,273,117.9
19,19.0,25,43,0.02317,0.00831,0.02493,0.00000,0.00000,0.00059,7.97,0.00,0.066,273,117.4
20,20.0,25,43,0.02319,0.00831,0.02493,0.00000,0.00000,0.00062,7.97,0.00,0.066,273,117.1
