step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.223888;0.223888;0.212694;0.287321;0.287321
1;0.227257;0.227257;0.215894;0.287321;0.287321
2;0.230229;0.230229;0.218717;0.287321;0.287321
3;0.225282;0.232827;0.221186;0.282019;0.291713
4;0.215640;0.232444;0.220822;0.282019;0.291713
5;0.088749;0.233290;0.221625;0.136663;0.289427
6;0.072242;0.235030;0.223278;0.083017;0.290322
6;0.072242;0.235030;0.223278;0.083017;0.290322
7;0.059693;0.110207;0.104696;0.083017;0.290322
8;0.056247;0.090771;0.086232;0.083017;0.290322
9;0.057174;0.083008;0.078857;0.083017;0.290322
10;0.058005;0.081359;0.077291;0.083017;0.290322
