step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01901,0.01442,0.04326,0.00000,0.00000,0.00114,8.27,0.00,0.068,188,151.9
2,2.0,17,17,0.02562,0.01743,0.05228,0.00000,0.00000,0.00303,8.27,0.00,0.068,466,280.3
3,3.0,20,20,0.02848,0.02041,0.06122,0.00000,0.00000,0.00494,8.27,0.00,0.068,485,285.1
4,4.0,21,21,0.02963,0.02139,0.06418,0.00000,0.00000,0.00692,8.27,0.00,0.069,504,294.8
5,5.0,25,25,0.03326,0.02531,0.07593,0.00000,0.00000,0.00893,8.27,0.00,0.069,513,299.2
6,6.0,26,26,0.03442,0.02628,0.07884,0.00000,0.00000,0.01101,8.27,0.00,0.069,536,312.0
7,7.0,29,29,0.03709,0.02918,0.08753,0.00000,0.00000,0.01311,8.27,0.00,0.070,537,312.6
8,8.0,31,31,0.03902,0.03109,0.09327,0.00000,0.00000,0.01527,8.27,0.00,0.070,557,323.3
9,9.0,33,33,0.04088,0.03299,0.09898,0.00000,0.00000,0.01746,8.27,0.00,0.070,567,328.6
10,10.0,34,34,0.04189,0.03394,0.10183,0.00000,0.00000,0.01969,8.27,0.00,0.070,577,333.9
11,11.0,39,39,0.04619,0.03863,0.11590,0.00000,0.00000,0.02194,8.27,0.00,0.071,586,338.4
12,12.0,41,41,0.04808,0.04049,0.12147,0.00000,0.00000,0.02428,8.27,0.00,0.071,604,349.8
13,13.0,42,42,0.04909,0.04141,0.12424,0.00000,0.00000,0.02664,8.27,0.00,0.071,614,355.1
14,14.0,43,43,0.05003,0.04233,0.12700,0.00000,0.00000,0.02902,8.27,0.00,0.071,615,355.9
15,15.0,46,46,0.05259,0.04508,0.13523,0.00000,0.00000,0.03143,8.27,0.00,0.072,625,361.2
16,16.0,49,49,0.05529,0.04780,0.14339,0.00000,0.00000,0.03396,8.27,0.00,0.072,661,379.7
17,17.0,50,50,0.05630,0.04870,0.14609,0.00000,0.00000,0.03657,8.27,0.00,0.072,685,392.7
18,18.0,57,57,0.06197,0.05492,0.16476,0.00000,0.00000,0.03888,8.27,0.00,0.072,555,342.8
19,19.0,63,63,0.06680,0.06015,0.18044,0.00000,0.00000,0.04133,8.27,0.00,0.073,597,365.4
20,20.0,71,71,0.07298,0.06696,0.20089,0.00000,0.00000,0.04389,8.27,0.00,0.073,625,381.8
21,21.0,78,78,0.07822,0.07279,0.21837,0.00000,0.00000,0.04655,8.27,0.00,0.073,652,398.4
22,22.0,93,93,0.08900,0.08484,0.25453,0.00000,0.00000,0.04929,8.27,0.00,0.073,667,408.9
23,23.0,106,106,0.09794,0.09484,0.28452,0.00000,0.00000,0.05220,8.27,0.00,0.074,706,435.1
24,24.0,119,119,0.10649,0.10444,0.31331,0.00000,0.00000,0.05523,8.27,0.00,0.074,737,455.3
25,25.0,133,133,0.11530,0.11434,0.34301,0.00000,0.00000,0.05840,8.27,0.00,0.074,764,474.0
26,26.0,145,145,0.12261,0.12248,0.36745,0.00000,0.00000,0.06166,8.27,0.00,0.074,780,487.4
27,27.0,160,160,0.13138,0.13224,0.39672,0.00000,0.00000,0.06504,8.27,0.00,0.075,809,507.0
28,28.0,177,177,0.14074,0.14275,0.42826,0.00000,0.00000,0.06856,8.27,0.00,0.075,835,526.6
29,29.0,199,199,0.15214,0.15555,0.46664,0.00000,0.00000,0.07223,8.27,0.00,0.068,864,546.8
30,30.0,224,224,0.16416,0.16904,0.50713,0.00000,0.00000,0.07611,8.27,0.00,0.068,907,577.4
31,31.0,243,243,0.16589,0.17861,0.53584,0.00000,0.00000,0.02078,8.27,0.00,0.068,959,629.0
32,32.0,270,270,0.17707,0.19126,0.57378,0.00000,0.00000,0.02199,8.27,0.00,0.068,999,653.1
33,33.0,298,298,0.18770,0.20329,0.60986,0.00000,0.00000,0.02328,8.27,0.00,0.068,1059,691.0
34,34.0,319,319,0.19507,0.21163,0.63490,0.00000,0.00000,0.02463,8.27,0.00,0.068,1111,723.7
35,35.0,348,348,0.20452,0.22229,0.66686,0.00000,0.00000,0.02603,8.27,0.00,0.068,1162,750.3
36,36.0,375,375,0.21257,0.23136,0.69409,0.00000,0.00000,0.02751,8.27,0.00,0.068,1223,788.9
37,37.0,405,405,0.22076,0.24058,0.72174,0.00000,0.00000,0.02904,8.27,0.00,0.068,1271,817.0
38,38.0,429,429,0.22678,0.24735,0.74206,0.00000,0.00000,0.03064,8.27,0.00,0.068,1329,851.8
39,39.0,445,445,0.23058,0.25159,0.75477,0.00000,0.00000,0.03229,8.27,0.00,0.068,1375,876.6
40,40.0,455,455,0.23288,0.25413,0.76239,0.00000,0.00000,0.03397,8.27,0.00,0.068,1403,892.4
41,41.0,472,472,0.23661,0.25827,0.77482,0.00000,0.00000,0.03569,8.27,0.00,0.068,1429,912.2
42,42.0,493,493,0.24095,0.26309,0.78927,0.00000,0.00000,0.03746,8.27,0.00,0.068,1460,936.6
43,43.0,511,511,0.24448,0.26697,0.80092,0.00000,0.00000,0.03928,8.27,0.00,0.068,1496,966.5
44,44.0,533,533,0.24849,0.27143,0.81428,0.00000,0.00000,0.04116,8.27,0.00,0.068,1532,996.3
45,45.0,552,552,0.25177,0.27503,0.82510,0.00000,0.00000,0.04309,8.27,0.00,0.068,1555,1021.5
46,46.0,568,568,0.25441,0.27791,0.83372,0.00000,0.00000,0.04507,8.27,0.00,0.068,1587,1045.6
47,47.0,585,585,0.25709,0.28080,0.84241,0.00000,0.00000,0.04708,8.27,0.00,0.068,1604,1064.5
48,48.0,604,604,0.25992,0.28386,0.85159,0.00000,0.00000,0.04915,8.27,0.00,0.068,1645,1098.0
49,49.0,630,630,0.26349,0.28776,0.86329,0.00000,0.00000,0.05128,8.27,0.00,0.068,1678,1126.7
50,50.0,654,654,0.26655,0.29109,0.87327,0.00000,0.00000,0.05345,8.27,0.00,0.068,1700,1148.7
51,51.0,675,675,0.26908,0.29380,0.88140,0.00000,0.00000,0.05569,8.27,0.00,0.068,1730,1182.1
52,52.0,694,694,0.27124,0.29610,0.88831,0.00000,0.00000,0.05797,8.27,0.00,0.068,1753,1203.3
53,53.0,709,709,0.27289,0.29783,0.89348,0.00000,0.00000,0.06029,8.27,0.00,0.068,1788,1226.9
54,54.0,728,728,0.27485,0.29989,0.89968,0.00000,0.00000,0.06263,8.27,0.00,0.068,1802,1240.3
55,55.0,745,745,0.27653,0.30164,0.90493,0.00000,0.00000,0.06503,8.27,0.00,0.068,1830,1266.3
56,56.0,773,773,0.27905,0.30433,0.91298,0.00000,0.00000,0.06747,8.27,0.00,0.068,1867,1289.8
57,57.0,798,798,0.28113,0.30653,0.91958,0.00000,0.00000,0.06997,8.27,0.00,0.068,1902,1318.2
58,58.0,832,833,0.28376,0.30933,0.92800,0.00000,0.00000,0.07255,8.27,0.00,0.068,1959,1359.0
59,59.0,861,862,0.28576,0.31143,0.93430,0.00000,0.00000,0.07519,8.27,0.00,0.068,2006,1395.7
60,60.0,888,889,0.28750,0.31322,0.93967,0.00000,0.00000,0.07790,8.27,0.00,0.068,2052,1427.5
61,61.0,907,908,0.28868,0.31440,0.94319,0.00000,0.00000,0.08068,8.27,0.00,0.069,2093,1469.1
62,62.0,923,924,0.28967,0.31533,0.94599,0.00000,0.00000,0.08353,8.27,0.00,0.069,2134,1500.5
63,63.0,933,934,0.29033,0.31589,0.94767,0.00000,0.00000,0.08642,8.27,0.00,0.069,2175,1528.3
64,64.0,942,943,0.29093,0.31638,0.94913,0.00000,0.00000,0.08936,8.27,0.00,0.069,2209,1549.5
65,65.0,953,954,0.29161,0.31696,0.95087,0.00000,0.00000,0.09233,8.27,0.00,0.069,2232,1564.8
66,66.0,965,966,0.29232,0.31757,0.95270,0.00000,0.00000,0.09534,8.27,0.00,0.069,2261,1585.3
67,67.0,974,975,0.29289,0.31801,0.95402,0.00000,0.00000,0.09839,8.27,0.00,0.069,2294,1610.3
68,68.0,980,982,0.29336,0.31834,0.95503,0.00000,0.00000,0.10147,8.27,0.00,0.069,2311,1624.2
69,69.0,981,988,0.29379,0.31862,0.95587,0.00000,0.00000,0.10457,8.27,0.00,0.069,2324,1634.4
70,70.0,982,995,0.29425,0.31895,0.95684,0.00000,0.00000,0.10769,8.27,0.00,0.069,2333,1642.1
71,71.0,979,1000,0.29464,0.31917,0.95751,0.00000,0.00000,0.11083,8.27,0.00,0.069,2344,1657.9
72,72.0,984,1009,0.29517,0.31957,0.95870,0.00000,0.00000,0.11396,8.27,0.00,0.069,2338,1652.9
73,73.0,983,1011,0.29544,0.31965,0.95896,0.00000,0.00000,0.11715,8.27,0.00,0.069,2369,1678.4
74,74.0,980,1013,0.29570,0.31974,0.95922,0.00000,0.00000,0.12035,8.27,0.00,0.069,2375,1688.5
75,75.0,983,1018,0.29608,0.31995,0.95986,0.00000,0.00000,0.12355,8.27,0.00,0.069,2374,1688.0
76,76.0,974,1021,0.29638,0.32008,0.96024,0.00000,0.00000,0.12678,8.27,0.00,0.069,2391,1702.4
77,77.0,973,1031,0.29693,0.32049,0.96148,0.00000,0.00000,0.13001,8.27,0.00,0.069,2389,1700.3
78,78.0,966,1039,0.29742,0.32081,0.96244,0.00000,0.00000,0.13325,8.27,0.00,0.069,2405,1712.8
79,79.0,965,1045,0.29782,0.32105,0.96314,0.00000,0.00000,0.13651,8.27,0.00,0.069,2410,1718.4
80,80.0,949,1050,0.29818,0.32124,0.96372,0.00000,0.00000,0.13977,8.27,0.00,0.069,2412,1720.4
81,81.0,942,1052,0.29844,0.32132,0.96395,0.00000,0.00000,0.14304,8.27,0.00,0.069,2422,1728.8
82,82.0,935,1054,0.29870,0.32139,0.96418,0.00000,0.00000,0.14631,8.27,0.00,0.069,2415,1723.0
83,83.0,931,1060,0.29909,0.32162,0.96485,0.00000,0.00000,0.14957,8.27,0.00,0.069,2412,1720.7
84,84.0,927,1063,0.29938,0.32173,0.96518,0.00000,0.00000,0.15284,8.27,0.00,0.069,2416,1724.0
85,85.0,924,1068,0.29973,0.32191,0.96573,0.00000,0.00000,0.15609,8.27,0.00,0.069,2408,1716.6
86,86.0,918,1071,0.30002,0.32202,0.96605,0.00000,0.00000,0.15934,8.27,0.00,0.070,2407,1716.4
87,87.0,905,1072,0.30024,0.32205,0.96616,0.00000,0.00000,0.16260,8.27,0.00,0.071,2410,1719.8
88,88.0,898,1075,0.30053,0.32216,0.96647,0.00000,0.00000,0.16585,8.27,0.00,0.072,2407,1715.7
89,89.0,885,1077,0.30079,0.32223,0.96669,0.00000,0.00000,0.16909,8.27,0.00,0.074,2404,1707.4
90,90.0,876,1080,0.30108,0.32233,0.96700,0.00000,0.00000,0.17231,8.27,0.00,0.075,2402,1703.0
91,91.0,848,1082,0.30135,0.32240,0.96721,0.00000,0.00000,0.17555,8.27,0.00,0.076,2405,1709.6
92,92.0,821,1084,0.30161,0.32247,0.96741,0.00000,0.00000,0.17877,8.27,0.00,0.077,2399,1701.6
93,93.0,793,1085,0.30184,0.32251,0.96752,0.00000,0.00000,0.18198,8.27,0.00,0.078,2399,1695.3
94,94.0,778,1087,0.30210,0.32257,0.96772,0.00000,0.00000,0.18514,8.27,0.00,0.079,2378,1670.4
95,95.0,754,1087,0.30231,0.32257,0.96772,0.00000,0.00000,0.18827,8.27,0.00,0.080,2372,1659.1
96,96.0,731,1091,0.30264,0.32271,0.96813,0.00000,0.00000,0.19137,8.27,0.00,0.081,2354,1637.4
97,97.0,709,1096,0.30297,0.32288,0.96863,0.00000,0.00000,0.19445,8.27,0.00,0.082,2350,1629.0
98,98.0,686,1098,0.30322,0.32294,0.96882,0.00000,0.00000,0.19753,8.27,0.00,0.083,2355,1630.2
99,99.0,665,1104,0.30358,0.32314,0.96941,0.00000,0.00000,0.20056,8.27,0.00,0.084,2324,1600.9
100,100.0,644,1106,0.30383,0.32320,0.96960,0.00000,0.00000,0.20356,8.27,0.00,0.085,2309,1588.2
101,101.0,629,1111,0.30416,0.32336,0.97008,0.00000,0.00000,0.20647,8.27,0.00,0.086,2289,1543.2
102,102.0,614,1113,0.30440,0.32342,0.97027,0.00000,0.00000,0.20937,8.27,0.00,0.087,2274,1536.1
103,103.0,604,1117,0.30469,0.32355,0.97064,0.00000,0.00000,0.21223,8.27,0.00,0.088,2272,1514.3
104,104.0,591,1122,0.30500,0.32370,0.97110,0.00000,0.00000,0.21507,8.27,0.00,0.089,2262,1504.9
105,105.0,581,1132,0.30543,0.32400,0.97200,0.00000,0.00000,0.21787,8.27,0.00,0.090,2270,1487.4
106,106.0,555,1135,0.30567,0.32409,0.97226,0.00000,0.00000,0.22069,8.27,0.00,0.090,2268,1492.1
107,107.0,536,1145,0.30610,0.32437,0.97312,0.00000,0.00000,0.22342,8.27,0.00,0.091,2285,1450.3
108,108.0,518,1159,0.30660,0.32476,0.97429,0.00000,0.00000,0.22614,8.27,0.00,0.092,2260,1444.5
109,109.0,490,1161,0.30681,0.32482,0.97445,0.00000,0.00000,0.22881,8.27,0.00,0.093,2280,1417.4
110,110.0,485,1168,0.30714,0.32500,0.97501,0.00000,0.00000,0.23142,8.27,0.00,0.093,2258,1389.9
111,111.0,471,1177,0.30752,0.32524,0.97571,0.00000,0.00000,0.23404,8.27,0.00,0.094,2288,1390.8
112,112.0,447,1181,0.30775,0.32534,0.97601,0.00000,0.00000,0.23664,8.27,0.00,0.095,2280,1382.9
113,113.0,409,1186,0.30803,0.32546,0.97639,0.00000,0.00000,0.23923,8.27,0.00,0.095,2274,1378.1
114,114.0,380,1193,0.30834,0.32564,0.97691,0.00000,0.00000,0.24174,8.27,0.00,0.096,2250,1338.8
115,115.0,344,1196,0.30859,0.32571,0.97712,0.00000,0.00000,0.24428,8.27,0.00,0.097,2235,1353.9
116,116.0,335,1215,0.30916,0.32615,0.97846,0.00000,0.00000,0.24676,8.27,0.00,0.097,2202,1325.3
117,117.0,315,1228,0.30959,0.32644,0.97932,0.00000,0.00000,0.24931,8.27,0.00,0.098,2214,1366.4
118,118.0,292,1235,0.30990,0.32659,0.97977,0.00000,0.00000,0.25181,8.27,0.00,0.099,2209,1341.0
119,119.0,294,1250,0.31031,0.32690,0.98071,0.00000,0.00000,0.25429,8.27,0.00,0.099,2186,1331.1
120,120.0,276,1254,0.31052,0.32698,0.98095,0.00000,0.00000,0.25685,8.27,0.00,0.100,2222,1373.5
121,121.0,269,1261,0.31080,0.32712,0.98137,0.00000,0.00000,0.25932,8.27,0.00,0.101,2175,1325.6
122,122.0,266,1271,0.31110,0.32732,0.98195,0.00000,0.00000,0.26182,8.27,0.00,0.101,2179,1344.7
123,123.0,253,1278,0.31136,0.32745,0.98234,0.00000,0.00000,0.26433,8.27,0.00,0.102,2188,1351.8
124,124.0,243,1289,0.31168,0.32765,0.98295,0.00000,0.00000,0.26681,8.27,0.00,0.103,2171,1337.2
125,125.0,233,1299,0.31197,0.32783,0.98348,0.00000,0.00000,0.26929,8.27,0.00,0.103,2147,1335.5
126,126.0,219,1305,0.31221,0.32793,0.98379,0.00000,0.00000,0.27177,8.27,0.00,0.104,2153,1335.2
