step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,170,170,0.10271,0.11645,0.34936,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,172,172,0.10350,0.11734,0.35203,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,178,178,0.10581,0.11996,0.35989,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,185,185,0.11808,0.12294,0.36882,0.00000,0.00000,0.01428,8.27,0.00,0.164,219,304.3
5,5.0,199,199,0.12395,0.12865,0.38596,0.00000,0.00000,0.02860,8.27,0.00,0.164,218,304.5
6,6.0,208,209,0.12818,0.13255,0.39764,0.00000,0.00000,0.04289,8.27,0.00,0.164,216,303.2
7,7.0,227,228,0.13519,0.13955,0.41866,0.00000,0.00000,0.05716,8.27,0.00,0.165,215,302.5
8,8.0,243,246,0.14149,0.14575,0.43726,0.00000,0.00000,0.07146,8.27,0.00,0.165,215,302.9
9,9.0,260,264,0.14745,0.15157,0.45470,0.00000,0.00000,0.08574,8.27,0.00,0.165,214,302.0
10,10.0,269,273,0.15074,0.15434,0.46303,0.00000,0.00000,0.10004,8.27,0.00,0.165,214,302.3
11,11.0,288,294,0.15698,0.16050,0.48149,0.00000,0.00000,0.11432,8.27,0.00,0.167,213,301.8
12,12.0,300,310,0.16174,0.16491,0.49473,0.00000,0.00000,0.12862,8.27,0.00,0.167,213,301.9
13,13.0,307,324,0.16583,0.16859,0.50578,0.00000,0.00000,0.14293,8.27,0.00,0.167,213,302.0
14,14.0,314,336,0.16935,0.17162,0.51486,0.00000,0.00000,0.15724,8.27,0.00,0.168,213,301.9
15,15.0,321,355,0.17427,0.17620,0.52859,0.00000,0.00000,0.17153,8.27,0.00,0.168,213,301.5
16,16.0,334,372,0.17864,0.18008,0.54023,0.00000,0.00000,0.18582,8.27,0.00,0.168,214,301.6
17,17.0,343,388,0.18252,0.18356,0.55067,0.00000,0.00000,0.20014,8.27,0.00,0.169,213,302.0
18,18.0,356,409,0.18743,0.18789,0.56367,0.00000,0.00000,0.21442,8.27,0.00,0.170,214,300.9
19,19.0,375,433,0.19227,0.19255,0.57764,0.00000,0.00000,0.22872,8.27,0.00,0.170,214,300.6
20,20.0,392,458,0.19686,0.19709,0.59127,0.00000,0.00000,0.24301,8.27,0.00,0.171,212,298.8
21,21.0,400,477,0.20069,0.20035,0.60106,0.00000,0.00000,0.25727,8.27,0.00,0.171,213,298.8
22,22.0,415,501,0.20506,0.20426,0.61277,0.00000,0.00000,0.27157,8.27,0.00,0.171,215,300.2
23,23.0,426,518,0.20819,0.20689,0.62066,0.00000,0.00000,0.28585,8.27,0.00,0.172,215,299.3
24,24.0,437,533,0.21077,0.20912,0.62735,0.00000,0.00000,0.30012,8.27,0.00,0.172,235,296.9
25,25.0,458,556,0.21424,0.21239,0.63718,0.00000,0.00000,0.31443,8.27,0.00,0.173,238,299.2
26,26.0,479,581,0.21779,0.21576,0.64728,0.00000,0.00000,0.32874,8.27,0.00,0.173,239,297.7
27,27.0,494,600,0.22091,0.21820,0.65459,0.00000,0.00000,0.34303,8.27,0.00,0.174,263,297.2
28,28.0,510,627,0.22485,0.22149,0.66448,0.00000,0.00000,0.35733,8.27,0.00,0.174,247,298.3
29,29.0,525,648,0.22798,0.22393,0.67178,0.00000,0.00000,0.37159,8.27,0.00,0.175,245,298.2
30,30.0,532,664,0.23048,0.22571,0.67714,0.00000,0.00000,0.38588,8.27,0.00,0.175,245,298.7
31,31.0,542,676,0.23222,0.22702,0.68104,0.00000,0.00001,0.40018,8.27,0.00,0.175,251,300.5
32,32.0,559,695,0.23504,0.22901,0.68703,0.00000,0.00001,0.41447,8.27,0.00,0.175,291,300.9
33,33.0,572,710,0.23748,0.23054,0.69160,0.00000,0.00001,0.42878,8.27,0.00,0.175,320,307.1
34,34.0,594,734,0.24038,0.23289,0.69865,0.00000,0.00001,0.44310,8.27,0.00,0.175,311,306.6
35,35.0,606,746,0.24231,0.23402,0.70205,0.00000,0.00002,0.45738,8.27,0.00,0.176,321,304.3
36,36.0,624,765,0.24469,0.23577,0.70729,0.00000,0.00002,0.47166,8.27,0.00,0.176,320,305.5
37,37.0,644,785,0.24708,0.23754,0.71260,0.00000,0.00002,0.48597,8.27,0.00,0.176,326,308.2
38,38.0,658,799,0.24904,0.23874,0.71621,0.00000,0.00002,0.50026,8.27,0.00,0.176,328,308.1
39,39.0,674,815,0.25327,0.24008,0.72022,0.00000,0.00002,0.51455,8.27,0.00,0.177,422,312.4
