step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.261884;0.261884;0.248790;0.296920;0.296920
0;0.261884;0.261884;0.248790;0.296920;0.296920
1;0.262059;0.262059;0.248956;0.297119;0.297119
2;0.262335;0.262335;0.249218;0.297432;0.297432
3;0.275751;0.262528;0.249402;0.285466;0.297651
4;0.275569;0.258713;0.245777;0.284273;0.292370
5;0.280697;0.260698;0.247663;0.289225;0.293663
6;0.281467;0.263569;0.250390;0.289175;0.295962
6;0.281467;0.263569;0.250390;0.289175;0.295962
7;0.282577;0.263459;0.250286;0.289446;0.294883
8;0.284452;0.264267;0.251054;0.290666;0.294842
9;0.284802;0.266086;0.252782;0.290083;0.295950
10;0.283273;0.267223;0.253862;0.287442;0.296282
11;0.283272;0.266456;0.253134;0.286453;0.294457
11;0.283284;0.266456;0.253134;0.286453;0.294457
12;0.284056;0.267297;0.253932;0.286361;0.294454
13;0.283788;0.269416;0.255945;0.285100;0.295899
14;0.284312;0.268647;0.255215;0.284712;0.294070
15;0.285645;0.271184;0.257624;0.285131;0.295990
16;0.288149;0.269087;0.255633;0.285176;0.292657
17;0.290860;0.270340;0.256823;0.288923;0.293119
18;0.288792;0.269569;0.256091;0.285717;0.291291
19;0.293223;0.268868;0.255424;0.290093;0.289539
20;0.289979;0.271160;0.257602;0.285371;0.291183
21;0.290998;0.274159;0.260451;0.285419;0.293629
22;0.294012;0.272408;0.258788;0.287955;0.290686
23;0.293375;0.273099;0.259444;0.286542;0.290515
24;0.295420;0.273465;0.259791;0.288161;0.289975
25;0.295896;0.273291;0.259626;0.288047;0.288820
26;0.294829;0.274571;0.260842;0.285712;0.289314
27;0.295770;0.274757;0.261019;0.285637;0.288569
28;0.295702;0.276263;0.262450;0.284491;0.289320
29;0.296791;0.277534;0.263657;0.284651;0.289807
30;0.297459;0.277579;0.263700;0.284717;0.288903
31;0.298232;0.279039;0.265087;0.283312;0.289602
32;0.299795;0.280220;0.266209;0.284920;0.289985
33;0.300234;0.281811;0.267721;0.284472;0.290831
34;0.301938;0.282159;0.268051;0.285383;0.290267
35;0.301708;0.284001;0.269801;0.284177;0.291401
36;0.302699;0.283959;0.269761;0.284337;0.290398
37;0.304110;0.283112;0.268956;0.284922;0.288481
38;0.299036;0.285399;0.271129;0.275723;0.290118
