step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
231;0.281881;0.274308;0.250000;0.289059;0.289114
232;0.282123;0.273369;0.250000;0.289059;0.289096
233;0.282352;0.273694;0.250000;0.308882;0.309642
234;0.283053;0.274074;0.250000;0.308818;0.309738
235;0.283525;0.274147;0.250000;0.308961;0.309488
236;0.283956;0.274503;0.250000;0.309063;0.309556
237;0.284453;0.274644;0.250000;0.309281;0.309382
238;0.284585;0.275136;0.250000;0.308950;0.309605
239;0.284931;0.275309;0.250000;0.308836;0.309468
240;0.285802;0.275693;0.250000;0.309319;0.309569
241;0.285786;0.275660;0.250000;0.308853;0.309198
100;0.268345;0.259508;0.250000;0.286896;0.294227
100;0.268345;0.259508;0.250000;0.286896;0.294227
101;0.268868;0.259649;0.250000;0.293093;0.294052
102;0.269633;0.260614;0.250000;0.293578;0.294812
103;0.264501;0.260558;0.250000;0.286359;0.294414
104;0.266106;0.256534;0.250000;0.287857;0.289518
105;0.265210;0.257131;0.250000;0.286191;0.289861
106;0.265829;0.256587;0.250000;0.286711;0.288909
107;0.265819;0.256980;0.250000;0.286043;0.289021
108;0.266297;0.256471;0.250000;0.285958;0.288110
109;0.267963;0.256851;0.250000;0.287201;0.288207
110;0.267252;0.256820;0.250000;0.285701;0.287837
111;0.268519;0.257745;0.250000;0.286359;0.288551
112;0.268352;0.257427;0.250000;0.285851;0.287857
113;0.268605;0.257618;0.250000;0.285809;0.287739
114;0.268966;0.258086;0.250000;0.285787;0.287935
115;0.269949;0.258294;0.250000;0.285787;0.287837
116;0.272647;0.258778;0.250000;0.288646;0.288052
117;0.271918;0.259697;0.250000;0.287140;0.288759
118;0.272468;0.259825;0.250000;0.287201;0.288570
119;0.273972;0.260136;0.250000;0.288475;0.288589
120;0.272408;0.260894;0.250000;0.286212;0.289114
121;0.272886;0.259713;0.250000;0.286022;0.287441
122;0.273249;0.260666;0.250000;0.285851;0.288187
123;0.273562;0.260214;0.250000;0.285723;0.287341
124;0.273842;0.260633;0.250000;0.285637;0.287481
125;0.274152;0.260249;0.250000;0.285550;0.286711
126;0.274720;0.260670;0.250000;0.285658;0.286855
127;0.275147;0.261019;0.250000;0.285464;0.286916
128;0.275510;0.261115;0.250000;0.285637;0.286691
129;0.275813;0.261373;0.250000;0.285529;0.286650
130;0.276012;0.261558;0.250000;0.285594;0.286525
131;0.276994;0.262072;0.250000;0.286128;0.286773
132;0.277249;0.262493;0.250000;0.286000;0.286916
133;0.278098;0.262679;0.250000;0.286233;0.286794
134;0.278417;0.262865;0.250000;0.286106;0.286670
135;0.278528;0.263123;0.250000;0.285723;0.286629
136;0.278848;0.263290;0.250000;0.285723;0.286484
137;0.279445;0.263603;0.250000;0.286233;0.286505
138;0.279920;0.264117;0.250000;0.286212;0.286753
139;0.280072;0.264101;0.250000;0.285723;0.286400
140;0.280833;0.264743;0.250000;0.285744;0.286794
141;0.281209;0.265074;0.250000;0.285723;0.286835
142;0.281504;0.265602;0.250000;0.285723;0.287100
143;0.281854;0.265225;0.250000;0.285723;0.286338
144;0.282396;0.265868;0.250000;0.285744;0.286732
145;0.282909;0.265907;0.250000;0.285723;0.286442
146;0.283777;0.266091;0.250000;0.286275;0.286317
147;0.283759;0.266661;0.250000;0.285787;0.286629
148;0.284226;0.266718;0.250000;0.285766;0.286359
149;0.284713;0.267360;0.250000;0.285787;0.286753
149;0.284713;0.267360;0.250000;0.285787;0.286753
150;0.285505;0.267270;0.250000;0.286359;0.286317
151;0.285355;0.267473;0.250000;0.285744;0.286212
152;0.285765;0.267749;0.250000;0.285766;0.286191
153;0.286494;0.268155;0.250000;0.286064;0.286317
154;0.286606;0.268725;0.250000;0.285744;0.286629
155;0.287230;0.268614;0.250000;0.286212;0.286170
155;0.287214;0.268614;0.250000;0.286212;0.286170
156;0.287469;0.268853;0.250000;0.285979;0.286106
157;0.288121;0.269148;0.250000;0.286359;0.286106
158;0.288155;0.269424;0.250000;0.285766;0.286085
159;0.289004;0.269757;0.250000;0.286106;0.286128
160;0.289304;0.269995;0.250000;0.285809;0.286064
161;0.289711;0.270290;0.250000;0.285787;0.286064
162;0.290165;0.270585;0.250000;0.285744;0.286064
163;0.290476;0.270861;0.250000;0.285744;0.286043
163;0.290476;0.270861;0.250000;0.285744;0.286043
164;0.290911;0.271490;0.250000;0.285723;0.286421
165;0.291463;0.271432;0.250000;0.285723;0.286022
166;0.291974;0.271727;0.250000;0.285701;0.286022
167;0.292262;0.272338;0.250000;0.285701;0.286380
