step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,83,83,0.06848,0.06842,0.20525,0.00000,0.00000,0.00015,8.27,0.49,0.069,751,185.9
2,2.0,104,105,0.08274,0.08407,0.25220,0.00000,0.00001,0.00043,8.27,0.49,0.071,1084,350.3
3,3.0,115,116,0.08922,0.09155,0.27462,0.00000,0.00002,0.00073,8.27,0.49,0.073,1122,372.3
4,4.0,138,139,0.10227,0.10646,0.31936,0.00000,0.00003,0.00104,8.27,0.49,0.075,1155,393.3
5,5.0,231,232,0.14756,0.15796,0.47383,0.00000,0.00005,0.00139,8.27,0.49,0.077,1223,438.7
6,6.0,261,262,0.15993,0.17194,0.51575,0.00000,0.00006,0.00184,8.27,0.49,0.079,1346,566.3
7,7.0,286,287,0.16945,0.18274,0.54813,0.00000,0.00009,0.00233,8.27,0.49,0.081,1399,610.8
8,8.0,289,290,0.17060,0.18401,0.55186,0.00000,0.00015,0.00285,8.27,0.49,0.083,1460,654.0
9,9.0,292,293,0.17171,0.18526,0.55557,0.00000,0.00021,0.00338,8.27,0.49,0.084,1464,657.4
10,10.0,275,294,0.17209,0.18569,0.55680,0.00000,0.00027,0.00390,8.27,0.49,0.086,1470,662.5
11,11.0,271,297,0.17321,0.18693,0.56046,0.00000,0.00032,0.00441,8.27,0.49,0.088,1439,637.1
12,12.0,266,298,0.17359,0.18735,0.56168,0.00000,0.00037,0.00493,8.27,0.49,0.089,1448,645.5
13,13.0,262,298,0.17365,0.18736,0.56168,0.00000,0.00042,0.00544,8.27,0.49,0.091,1442,642.9
14,14.0,258,298,0.17370,0.18738,0.56168,0.00000,0.00047,0.00595,8.27,0.49,0.092,1438,639.5
15,15.0,255,299,0.17412,0.18780,0.56289,0.00000,0.00052,0.00645,8.27,0.49,0.094,1426,630.1
16,16.0,251,299,0.17417,0.18782,0.56289,0.00000,0.00056,0.00696,8.27,0.49,0.095,1427,632.8
17,17.0,247,300,0.17459,0.18824,0.56410,0.00000,0.00061,0.00745,8.27,0.49,0.097,1412,615.9
18,18.0,242,301,0.17500,0.18865,0.56530,0.00000,0.00066,0.00794,8.27,0.49,0.098,1404,612.1
19,19.0,233,301,0.17505,0.18867,0.56530,0.00000,0.00071,0.00842,8.27,0.49,0.099,1402,608.1
20,20.0,223,302,0.17548,0.18909,0.56650,0.00000,0.00076,0.00889,8.27,0.49,0.100,1373,587.5
21,21.0,344,417,0.20403,0.23073,0.68468,0.00670,0.00081,0.00889,8.27,0.49,0.101,0,0.0
22,22.0,357,430,0.20734,0.23449,0.69582,0.00670,0.00094,0.00889,8.27,0.49,0.102,0,0.0
23,23.0,365,438,0.21233,0.24014,0.70248,0.01685,0.00110,0.00889,8.27,0.49,0.103,0,0.0
24,24.0,372,445,0.21406,0.24211,0.70819,0.01685,0.00128,0.00889,8.27,0.49,0.104,0,0.0
25,25.0,448,460,0.21856,0.24721,0.72006,0.02010,0.00147,0.00889,8.27,0.49,0.069,0,0.0
26,26.0,454,467,0.22858,0.24908,0.72543,0.02010,0.00170,0.00965,8.27,0.49,0.070,1544,980.6
27,27.0,478,491,0.23525,0.25962,0.74308,0.03389,0.00189,0.01049,8.27,0.49,0.070,1571,1063.6
28,28.0,476,491,0.23473,0.25970,0.74308,0.03389,0.00211,0.01136,8.27,0.49,0.070,1609,1097.9
29,29.0,476,491,0.23479,0.25977,0.74308,0.03389,0.00234,0.01224,8.27,0.49,0.070,1606,1106.8
30,30.0,476,491,0.23491,0.25984,0.74308,0.03389,0.00256,0.01312,8.27,0.49,0.070,1606,1106.1
31,31.0,475,491,0.23515,0.25992,0.74308,0.03389,0.00278,0.01412,8.27,0.49,0.070,1606,1253.6
32,32.0,475,491,0.23527,0.25999,0.74308,0.03389,0.00300,0.01511,8.27,0.49,0.070,1603,1250.9
33,33.0,475,491,0.23539,0.26006,0.74308,0.03389,0.00322,0.01611,8.27,0.49,0.070,1603,1251.0
34,34.0,475,491,0.23552,0.26014,0.74308,0.03389,0.00344,0.01710,8.27,0.49,0.070,1603,1251.0
35,35.0,475,491,0.23564,0.26021,0.74308,0.03389,0.00367,0.01809,8.27,0.49,0.070,1603,1251.0
36,36.0,475,491,0.23577,0.26029,0.74308,0.03389,0.00389,0.01909,8.27,0.49,0.070,1603,1251.0
37,37.0,475,491,0.23589,0.26036,0.74308,0.03389,0.00411,0.02008,8.27,0.49,0.070,1603,1251.0
38,38.0,476,492,0.23622,0.26067,0.74379,0.03389,0.00433,0.02107,8.27,0.49,0.070,1603,1251.0
39,39.0,475,492,0.23636,0.26075,0.74379,0.03389,0.00455,0.02208,8.27,0.49,0.070,1630,1261.9
40,40.0,475,492,0.23647,0.26082,0.74379,0.03389,0.00477,0.02307,8.27,0.49,0.070,1603,1251.0
41,41.0,475,492,0.23659,0.26089,0.74379,0.03389,0.00500,0.02406,8.27,0.49,0.073,1603,1245.8
42,42.0,475,492,0.23670,0.26097,0.74379,0.03389,0.00522,0.02504,8.27,0.49,0.075,1603,1228.2
43,43.0,475,492,0.23681,0.26104,0.74379,0.03389,0.00544,0.02601,8.27,0.49,0.078,1603,1228.3
44,44.0,475,492,0.23693,0.26111,0.74379,0.03389,0.00566,0.02699,8.27,0.49,0.080,1603,1228.4
45,45.0,475,492,0.23705,0.26119,0.74379,0.03389,0.00588,0.02796,8.27,0.49,0.082,1603,1228.4
46,46.0,475,492,0.23718,0.26126,0.74379,0.03389,0.00610,0.02894,8.27,0.49,0.084,1603,1228.4
