step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.261884;0.261884;0.248790;0.296920;0.296920
1;0.262059;0.262059;0.248956;0.297119;0.297119
2;0.262335;0.262335;0.249218;0.297432;0.297432
3;0.284417;0.262528;0.249402;0.298421;0.297651
4;0.284509;0.262719;0.249583;0.298427;0.297854
5;0.284650;0.262938;0.249791;0.297955;0.298089
6;0.283672;0.263080;0.249926;0.298248;0.298224
7;0.283239;0.263003;0.249853;0.297587;0.298110
8;0.283203;0.263160;0.250002;0.297356;0.298259
9;0.283122;0.263330;0.250163;0.297182;0.298421
10;0.283415;0.263487;0.250312;0.297472;0.298567
11;0.283782;0.264681;0.251447;0.297727;0.299887
12;0.283937;0.264571;0.251342;0.297883;0.299725
13;0.284974;0.264769;0.251530;0.299006;0.299911
14;0.284817;0.265023;0.251772;0.298725;0.300160
15;0.284683;0.265059;0.251806;0.298493;0.300161
16;0.284787;0.264741;0.251504;0.298518;0.299759
17;0.284895;0.264210;0.250999;0.298641;0.299112
18;0.285121;0.264789;0.251550;0.298790;0.299724
19;0.285313;0.264781;0.251542;0.298924;0.299668
20;0.285445;0.265198;0.251938;0.299003;0.300094
21;0.285820;0.265340;0.252073;0.298962;0.300206
22;0.285693;0.265099;0.251844;0.299161;0.299882
23;0.285854;0.265496;0.252221;0.299279;0.300280
24;0.285871;0.265669;0.252386;0.299187;0.300423
25;0.286413;0.265899;0.252604;0.299667;0.300629
26;0.286363;0.266021;0.252720;0.299421;0.300713
27;0.286997;0.265217;0.251956;0.300371;0.299744
28;0.286482;0.265646;0.252364;0.299705;0.300170
29;0.286817;0.266159;0.252851;0.299997;0.300690
30;0.287054;0.266113;0.252808;0.300161;0.300575
31;0.287165;0.266405;0.253085;0.300236;0.300842
32;0.286960;0.266525;0.253199;0.299885;0.300913
33;0.287100;0.266298;0.252984;0.299973;0.300590
34;0.287236;0.266494;0.253169;0.300036;0.300744
35;0.287284;0.266511;0.253186;0.300100;0.300696
36;0.287732;0.266670;0.253337;0.300509;0.300805
37;0.288007;0.266737;0.253400;0.300558;0.300808
38;0.288322;0.266825;0.253484;0.301005;0.300835
39;0.289356;0.267162;0.253804;0.302068;0.301144
40;0.289114;0.267713;0.254328;0.301684;0.301693
41;0.289758;0.268328;0.254911;0.302314;0.302314
42;0.290018;0.267516;0.254140;0.302567;0.301317
43;0.289603;0.267594;0.254215;0.302104;0.301405
44;0.290183;0.268289;0.254874;0.302698;0.302113
45;0.290854;0.268499;0.255074;0.303355;0.302272
46;0.290606;0.268621;0.255190;0.303073;0.302410
47;0.290814;0.268555;0.255127;0.303211;0.302254
48;0.291049;0.268750;0.255312;0.303378;0.302393
49;0.289678;0.272160;0.258552;0.301780;0.306177
50;0.289968;0.272596;0.258966;0.302007;0.306588
51;0.290336;0.273411;0.259740;0.302330;0.307427
52;0.290348;0.272904;0.259259;0.302264;0.306768
53;0.290543;0.273107;0.259452;0.302419;0.306912
54;0.290372;0.273645;0.259963;0.302142;0.307436
55;0.290607;0.272522;0.258896;0.302331;0.306076
