quantity;value
cycles;1
satisficing_failed;1
tried;1
accepted;0
rejected;1
withheld;0
persist_failed;0
dJ_accepted;0.000000
stage1_tried;1
stage1_accepted;0
rejected: no improving perturbation found;1
