step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.237549;0.237549;0.232798;0.248052;0.248052
0;0.237549;0.237549;0.232798;0.248052;0.248052
1;0.239494;0.239494;0.234704;0.291783;0.291783
2;0.241223;0.241223;0.236399;0.291783;0.291783
3;0.192111;0.243124;0.238261;0.229579;0.294582
4;0.191586;0.198699;0.194725;0.227625;0.248052
5;0.191498;0.198972;0.194993;0.221191;0.254567
6;0.173471;0.194026;0.190145;0.190062;0.239428
7;0.172672;0.186236;0.182511;0.190062;0.239428
8;0.174171;0.192990;0.189130;0.190062;0.239428
9;0.173297;0.186580;0.182848;0.190062;0.239428
10;0.173937;0.187941;0.184182;0.194438;0.256234
10;0.173937;0.187941;0.184182;0.194438;0.256234
11;0.179499;0.186825;0.183088;0.190062;0.239428
12;0.174984;0.184936;0.181237;0.190062;0.239428
13;0.185355;0.186403;0.182675;0.190062;0.239428
14;0.177275;0.184924;0.181226;0.190062;0.239428
15;0.188962;0.185815;0.182099;0.194438;0.256234
15;0.188962;0.185815;0.182099;0.194438;0.256234
16;0.178796;0.196354;0.192427;0.194438;0.256234
17;0.182869;0.185954;0.182235;0.194438;0.256234
18;0.182080;0.191523;0.187692;0.194438;0.256234
19;0.181796;0.187724;0.183970;0.194438;0.256234
20;0.185724;0.183917;0.180239;0.208265;0.218769
20;0.185319;0.183917;0.180239;0.208265;0.218769
21;0.187403;0.185763;0.182048;0.194438;0.256234
22;0.186256;0.190048;0.186247;0.194438;0.256234
23;0.191720;0.183843;0.180166;0.194438;0.256234
24;0.187332;0.183653;0.179980;0.194438;0.256234
25;0.193338;0.186008;0.182288;0.194438;0.256234
26;0.187867;0.185989;0.182270;0.194236;0.221716
27;0.188342;0.192082;0.188240;0.194236;0.221716
28;0.201393;0.197872;0.193914;0.194236;0.221716
29;0.189052;0.197267;0.193321;0.194236;0.221716
30;0.189336;0.189314;0.185528;0.194236;0.221716
31;0.230606;0.212164;0.207921;0.194236;0.221716
32;0.223404;0.214989;0.210689;0.194236;0.221716
33;0.193325;0.222091;0.217649;0.194236;0.221716
34;0.194646;0.190936;0.187118;0.194236;0.221716
35;0.194674;0.190930;0.187112;0.194236;0.221716
36;0.196031;0.191073;0.187252;0.196036;0.211613
37;0.207533;0.190608;0.186795;0.196036;0.211613
38;0.211075;0.190441;0.186632;0.196036;0.211613
39;0.203661;0.190271;0.186465;0.196036;0.211613
40;0.203410;0.206593;0.202461;0.196036;0.211613
41;0.199369;0.214319;0.210033;0.196036;0.211613
42;0.199719;0.196765;0.192829;0.196036;0.211613
43;0.201049;0.226172;0.221648;0.196036;0.211613
44;0.200659;0.193722;0.189847;0.196036;0.211613
45;0.200952;0.219883;0.215485;0.196036;0.211613
46;0.205826;0.191699;0.187865;0.208265;0.218769
