step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
3;0.257291;0.257291;0.250000;0.291713;0.291713
4;0.258643;0.258643;0.250000;0.293246;0.293246
5;0.071012;0.259289;0.250000;0.065210;0.293979
6;0.064509;0.256871;0.250000;0.057501;0.291063
7;0.057940;0.257222;0.250000;0.049336;0.291265
8;0.058164;0.254828;0.249732;0.049336;0.288399
9;0.058386;0.253896;0.248818;0.049336;0.287180
10;0.058581;0.254678;0.249584;0.049336;0.287915
11;0.058753;0.255289;0.250000;0.049336;0.288456
12;0.058916;0.255253;0.250000;0.049336;0.288264
13;0.059072;0.255724;0.250000;0.049336;0.288646
14;0.059224;0.255790;0.250000;0.049336;0.288570
15;0.059361;0.254375;0.249288;0.049336;0.286814
16;0.059498;0.255150;0.250000;0.049336;0.287541
17;0.059634;0.255751;0.250000;0.049336;0.288071
18;0.059769;0.257129;0.250000;0.049336;0.289482
19;0.059904;0.256509;0.250000;0.049336;0.288627
20;0.060039;0.256101;0.250000;0.049336;0.288013
21;0.060173;0.257320;0.250000;0.049336;0.289244
22;0.060307;0.257824;0.250000;0.049336;0.289663
23;0.060441;0.255499;0.250000;0.049336;0.286876
24;0.060575;0.255269;0.250000;0.049336;0.286463
25;0.060709;0.255640;0.250000;0.049336;0.286732
26;0.060843;0.255278;0.250000;0.049336;0.286170
27;0.060976;0.252445;0.247396;0.049336;0.282805
28;0.061110;0.219031;0.214650;0.049336;0.244769
29;0.061244;0.095193;0.093289;0.049336;0.104212
30;0.061377;0.095327;0.093420;0.049336;0.104212
31;0.061511;0.095461;0.093552;0.049336;0.104212
32;0.061644;0.095595;0.093683;0.049336;0.104212
33;0.061777;0.095729;0.093814;0.049336;0.104212
34;0.061911;0.095862;0.093945;0.049336;0.104212
35;0.062044;0.095996;0.094076;0.049336;0.104212
36;0.062178;0.096130;0.094208;0.049336;0.104212
37;0.062311;0.233011;0.228351;0.049336;0.259254
38;0.062445;0.096398;0.094470;0.049336;0.104212
39;0.062578;0.096532;0.094601;0.049336;0.104212
40;0.062711;0.096666;0.094732;0.049336;0.104212
41;0.062845;0.096800;0.094864;0.049336;0.104212
42;0.062978;0.096933;0.094995;0.049336;0.104212
43;0.063111;0.097067;0.095126;0.049336;0.104212
44;0.063245;0.097201;0.095257;0.049336;0.104212
45;0.063378;0.097335;0.095388;0.049336;0.104212
46;0.063512;0.097469;0.095520;0.049336;0.104212
47;0.063645;0.097603;0.095651;0.049336;0.104212
48;0.063778;0.108927;0.106748;0.049336;0.116899
49;0.063912;0.097871;0.095913;0.049336;0.104212
