step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
1;0.028156;0.027837;0.027280;0.031906;0.031548
2;0.028994;0.028690;0.028116;0.032860;0.032515
3;0.029558;0.029263;0.028678;0.033499;0.033165
4;0.030534;0.030246;0.029641;0.034605;0.034279
5;0.031234;0.030952;0.030333;0.035398;0.035079
6;0.031386;0.031113;0.030491;0.035571;0.035262
6;0.031386;0.031113;0.030491;0.035571;0.035262
7;0.032488;0.032223;0.031578;0.036819;0.036519
8;0.033715;0.033458;0.032789;0.038211;0.037919
9;0.035857;0.035607;0.034895;0.040637;0.040355
10;0.036404;0.036161;0.035438;0.041257;0.040983
11;0.037859;0.037624;0.036872;0.042907;0.042641
33;0.059164;0.058931;0.057752;0.067053;0.066788
34;0.060052;0.059833;0.058637;0.068059;0.067811
35;0.060610;0.060406;0.059198;0.068692;0.068460
36;0.061912;0.061726;0.060492;0.070167;0.069957
36;0.061912;0.061726;0.060492;0.070167;0.069957
37;0.061858;0.061759;0.060523;0.070105;0.069993
38;0.063888;0.063797;0.062521;0.072406;0.072304
39;0.064951;0.064870;0.063572;0.073612;0.073519
40;0.065076;0.065002;0.063702;0.073753;0.073669
41;0.066951;0.066884;0.065547;0.075878;0.075802
41;0.080554;0.080536;0.078925;0.075878;0.075802
42;0.109382;0.109382;0.107194;0.123966;0.123966
43;0.136870;0.136870;0.134132;0.155119;0.155119
44;0.155848;0.155848;0.152731;0.176628;0.176628
44;0.155848;0.155848;0.152731;0.176628;0.176628
45;0.168519;0.168519;0.165148;0.190988;0.190988
45;0.168519;0.168519;0.165148;0.190988;0.190988
46;0.177451;0.177451;0.173902;0.201112;0.201112
46;0.177451;0.177451;0.173902;0.201112;0.201112
47;0.184642;0.184642;0.180949;0.209261;0.209261
47;0.184642;0.184642;0.180949;0.209261;0.209261
48;0.226310;0.190218;0.186413;0.210909;0.215580
49;0.229265;0.188322;0.184556;0.212810;0.213393
