step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01954,0.01442,0.04326,0.00000,0.00000,0.00029,8.27,0.00,0.068,188,154.9
2,2.0,16,16,0.02205,0.01643,0.04928,0.00000,0.00000,0.00065,8.27,0.00,0.068,466,193.1
3,3.0,18,18,0.02385,0.01842,0.05527,0.00000,0.00000,0.00101,8.27,0.00,0.068,484,199.2
4,4.0,19,19,0.02476,0.01942,0.05825,0.00000,0.00000,0.00138,8.27,0.00,0.069,494,201.7
5,5.0,20,20,0.02568,0.02041,0.06122,0.00000,0.00000,0.00175,8.27,0.00,0.069,503,203.6
6,6.0,22,22,0.02744,0.02238,0.06713,0.00000,0.00000,0.00213,8.27,0.00,0.069,504,204.0
7,7.0,23,23,0.02837,0.02336,0.07007,0.00000,0.00000,0.00250,8.27,0.00,0.069,514,206.6
8,8.0,24,24,0.02928,0.02433,0.07300,0.00000,0.00000,0.00288,8.27,0.00,0.069,523,208.7
9,9.0,24,24,0.02933,0.02433,0.07300,0.00000,0.00000,0.00327,8.27,0.00,0.070,532,210.8
10,10.0,25,25,0.03021,0.02531,0.07593,0.00000,0.00000,0.00365,8.27,0.00,0.070,532,210.7
11,11.0,27,27,0.03198,0.02725,0.08175,0.00000,0.00000,0.00404,8.27,0.00,0.070,541,212.8
12,12.0,28,28,0.03289,0.02821,0.08464,0.00000,0.00000,0.00443,8.27,0.00,0.070,551,215.7
13,13.0,28,28,0.03292,0.02821,0.08464,0.00000,0.00000,0.00482,8.27,0.00,0.070,552,216.3
14,14.0,30,30,0.03464,0.03014,0.09041,0.00000,0.00000,0.00522,8.27,0.00,0.071,552,216.3
15,15.0,31,31,0.03560,0.03109,0.09327,0.00000,0.00000,0.00562,8.27,0.00,0.071,572,222.2
16,16.0,31,31,0.03564,0.03109,0.09327,0.00000,0.00000,0.00603,8.27,0.00,0.071,574,223.5
17,17.0,32,32,0.03650,0.03204,0.09613,0.00000,0.00000,0.00643,8.27,0.00,0.071,574,223.5
18,18.0,33,33,0.03740,0.03299,0.09898,0.00000,0.00000,0.00684,8.27,0.00,0.071,583,225.8
19,19.0,34,34,0.03827,0.03394,0.10183,0.00000,0.00000,0.00725,8.27,0.00,0.072,584,226.5
20,20.0,35,35,0.03915,0.03489,0.10466,0.00000,0.00000,0.00766,8.27,0.00,0.072,586,227.8
21,21.0,36,36,0.04007,0.03583,0.10748,0.00000,0.00000,0.00808,8.27,0.00,0.072,587,229.4
22,22.0,37,37,0.04093,0.03677,0.11030,0.00000,0.00000,0.00850,8.27,0.00,0.072,588,230.1
23,23.0,37,37,0.04099,0.03677,0.11030,0.00000,0.00000,0.00892,8.27,0.00,0.072,597,232.4
24,24.0,37,37,0.04102,0.03677,0.11030,0.00000,0.00000,0.00934,8.27,0.00,0.072,597,232.4
25,25.0,37,37,0.04104,0.03677,0.11030,0.00000,0.00000,0.00976,8.27,0.00,0.072,597,232.4
26,26.0,40,40,0.04353,0.03956,0.11869,0.00000,0.00000,0.01018,8.27,0.00,0.073,597,232.3
27,27.0,40,40,0.04360,0.03956,0.11869,0.00000,0.00000,0.01060,8.27,0.00,0.073,600,234.4
28,28.0,41,41,0.04444,0.04049,0.12147,0.00000,0.00000,0.01103,8.27,0.00,0.073,600,234.4
29,29.0,41,41,0.04448,0.04049,0.12147,0.00000,0.00000,0.01146,8.27,0.00,0.073,602,235.7
30,30.0,41,41,0.04451,0.04049,0.12147,0.00000,0.00000,0.01188,8.27,0.00,0.073,602,235.7
31,31.0,41,41,0.04453,0.04049,0.12147,0.00000,0.00000,0.01231,8.27,0.00,0.073,602,235.7
32,32.0,42,42,0.04537,0.04141,0.12424,0.00000,0.00000,0.01274,8.27,0.00,0.073,602,235.7
33,33.0,43,43,0.04622,0.04233,0.12700,0.00000,0.00000,0.01316,8.27,0.00,0.073,603,236.4
34,34.0,44,44,0.04707,0.04325,0.12975,0.00000,0.00000,0.01359,8.27,0.00,0.074,604,237.1
35,35.0,44,44,0.04712,0.04325,0.12975,0.00000,0.00000,0.01402,8.27,0.00,0.074,606,238.4
36,36.0,44,44,0.04714,0.04325,0.12975,0.00000,0.00000,0.01445,8.27,0.00,0.074,606,238.4
37,37.0,44,44,0.04717,0.04325,0.12975,0.00000,0.00000,0.01489,8.27,0.00,0.074,606,238.4
38,38.0,45,45,0.04800,0.04417,0.13250,0.00000,0.00000,0.01532,8.27,0.00,0.074,606,238.4
39,39.0,46,46,0.04884,0.04508,0.13523,0.00000,0.00000,0.01575,8.27,0.00,0.074,607,239.1
40,40.0,47,47,0.04971,0.04599,0.13796,0.00000,0.00000,0.01619,8.27,0.00,0.074,616,241.3
41,41.0,48,48,0.05057,0.04689,0.14068,0.00000,0.00000,0.01663,8.27,0.00,0.074,619,243.3
42,42.0,49,49,0.05143,0.04780,0.14339,0.00000,0.00000,0.01707,8.27,0.00,0.074,628,245.6
43,43.0,49,49,0.05149,0.04780,0.14339,0.00000,0.00000,0.01752,8.27,0.00,0.074,637,247.9
44,44.0,50,50,0.05231,0.04870,0.14609,0.00000,0.00000,0.01796,8.27,0.00,0.075,637,247.9
45,45.0,52,52,0.05390,0.05049,0.15147,0.00000,0.00000,0.01841,8.27,0.00,0.075,511,243.4
46,46.0,55,55,0.05630,0.05316,0.15947,0.00000,0.00000,0.01885,8.27,0.00,0.075,515,244.9
47,47.0,55,55,0.05641,0.05316,0.15947,0.00000,0.00000,0.01930,8.27,0.00,0.075,529,250.5
48,48.0,55,55,0.05644,0.05316,0.15947,0.00000,0.00000,0.01975,8.27,0.00,0.075,529,250.5
49,49.0,56,56,0.05724,0.05404,0.16212,0.00000,0.00000,0.02021,8.27,0.00,0.075,529,250.5
50,50.0,59,59,0.05962,0.05667,0.17002,0.00000,0.00000,0.02066,8.27,0.00,0.075,534,252.6
51,51.0,61,61,0.06120,0.05842,0.17525,0.00000,0.00000,0.02112,8.27,0.00,0.075,540,254.8
52,52.0,61,61,0.06125,0.05842,0.17525,0.00000,0.00000,0.02159,8.27,0.00,0.075,545,257.6
53,53.0,61,61,0.06127,0.05842,0.17525,0.00000,0.00000,0.02205,8.27,0.00,0.075,545,257.6
54,54.0,62,62,0.06206,0.05928,0.17785,0.00000,0.00000,0.02252,8.27,0.00,0.075,545,257.6
55,55.0,62,62,0.06211,0.05928,0.17785,0.00000,0.00000,0.02298,8.27,0.00,0.075,549,259.6
56,56.0,64,64,0.06366,0.06101,0.18303,0.00000,0.00000,0.02345,8.27,0.00,0.075,549,259.7
57,57.0,66,66,0.06520,0.06272,0.18817,0.00000,0.00000,0.02392,8.27,0.00,0.076,554,261.1
58,58.0,67,67,0.06598,0.06358,0.19073,0.00000,0.00000,0.02440,8.27,0.00,0.076,558,262.6
59,59.0,67,67,0.06602,0.06358,0.19073,0.00000,0.00000,0.02487,8.27,0.00,0.076,563,264.7
60,60.0,69,69,0.06754,0.06528,0.19583,0.00000,0.00000,0.02535,8.27,0.00,0.076,563,264.7
61,61.0,69,69,0.06759,0.06528,0.19583,0.00000,0.00000,0.02583,8.27,0.00,0.076,569,267.5
62,62.0,69,69,0.06762,0.06528,0.19583,0.00000,0.00000,0.02631,8.27,0.00,0.076,569,267.5
63,63.0,69,69,0.06765,0.06528,0.19583,0.00000,0.00000,0.02679,8.27,0.00,0.076,569,267.5
64,64.0,73,73,0.07064,0.06864,0.20592,0.00000,0.00000,0.02728,8.27,0.00,0.076,569,267.5
65,65.0,74,74,0.07141,0.06948,0.20843,0.00000,0.00000,0.02777,8.27,0.00,0.076,579,271.7
66,66.0,75,75,0.07217,0.07031,0.21092,0.00000,0.00000,0.02826,8.27,0.00,0.076,581,272.5
67,67.0,76,76,0.07292,0.07114,0.21341,0.00000,0.00000,0.02875,8.27,0.00,0.076,584,273.2
68,68.0,76,76,0.07295,0.07114,0.21341,0.00000,0.00000,0.02925,8.27,0.00,0.076,588,275.3
69,69.0,76,76,0.07298,0.07114,0.21341,0.00000,0.00000,0.02974,8.27,0.00,0.076,588,275.3
70,70.0,76,76,0.07301,0.07114,0.21341,0.00000,0.00000,0.03024,8.27,0.00,0.076,588,275.3
71,71.0,77,77,0.07376,0.07196,0.21589,0.00000,0.00000,0.03074,8.27,0.00,0.076,588,275.3
72,72.0,78,78,0.07452,0.07279,0.21837,0.00000,0.00000,0.03123,8.27,0.00,0.077,589,276.0
73,73.0,79,79,0.07527,0.07361,0.22083,0.00000,0.00000,0.03173,8.27,0.00,0.077,592,276.8
74,74.0,80,80,0.07602,0.07443,0.22329,0.00000,0.00000,0.03223,8.27,0.00,0.077,594,277.5
75,75.0,80,80,0.07604,0.07443,0.22329,0.00000,0.00000,0.03273,8.27,0.00,0.077,595,278.2
76,76.0,81,81,0.07679,0.07525,0.22574,0.00000,0.00000,0.03324,8.27,0.00,0.077,595,278.2
