step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
36;0.211175;0.020688;0.020274;0.180066;0.023446
0;0.020777;0.020688;0.020274;0.023548;0.023446
1;0.031561;0.031515;0.030885;0.035769;0.035717
2;0.045251;0.047161;0.046218;0.051285;0.053449
3;0.055937;0.056371;0.055243;0.063395;0.063887
4;0.066064;0.066058;0.064737;0.074873;0.074866
5;0.076970;0.077246;0.075701;0.087233;0.087545
6;0.144645;0.086639;0.084907;0.097421;0.098191
7;0.152225;0.093771;0.091896;0.106185;0.106274
8;0.156264;0.099095;0.097114;0.112223;0.112308
9;0.159664;0.105288;0.103182;0.118926;0.119326
10;0.156526;0.109840;0.107644;0.124485;0.124485
11;0.161575;0.114764;0.112469;0.129990;0.130062
12;0.164323;0.118894;0.116516;0.134739;0.134739
13;0.177366;0.122962;0.120502;0.139346;0.139346
13;0.177366;0.122962;0.120502;0.139346;0.139346
14;0.179680;0.125278;0.122773;0.141969;0.141969
15;0.183099;0.127978;0.125419;0.145027;0.145027
16;0.184785;0.130385;0.127777;0.147752;0.147752
