step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.000000;0.000000;0.000000;0.000000;0.000000
1;0.000000;0.000000;0.000000;0.000000;0.000000
2;0.000000;0.000000;0.000000;0.000000;0.000000
3;0.000000;0.000000;0.000000;0.000000;0.000000
4;0.000000;0.000000;0.000000;0.000000;0.000000
5;0.000000;0.000000;0.000000;0.000000;0.000000
6;0.000000;0.000000;0.000000;0.000000;0.000000
7;0.038871;0.038871;0.036928;0.000000;0.000000
8;0.040373;0.040373;0.038354;0.000000;0.000000
9;0.051490;0.042347;0.040230;0.037653;0.064250
10;0.053887;0.035754;0.033966;0.035853;0.048567
11;0.053000;0.036024;0.034223;0.035853;0.042926
12;0.053659;0.035458;0.033685;0.035853;0.042926
13;0.049819;0.036483;0.034659;0.035853;0.038249
14;0.048052;0.036827;0.034986;0.035853;0.038249
15;0.048061;0.037018;0.035167;0.035853;0.038249
16;0.048174;0.037208;0.035348;0.035853;0.038249
17;0.048366;0.037398;0.035528;0.035853;0.038249
18;0.048574;0.037589;0.035709;0.035853;0.038249
19;0.048779;0.037248;0.035386;0.035853;0.038249
20;0.037440;0.037440;0.035568;0.035853;0.035853
21;0.037440;0.037440;0.035568;0.035853;0.035853
