step;t_min;hotspot;attended;shares;statement
0;0.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.36), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
1;1.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.34), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
2;2.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.33), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
3;3.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
4;4.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
5;5.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
6;6.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
7;7.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
8;8.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.32), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
9;9.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.39), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
10;10.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.43), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
11;11.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.46), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
12;12.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.47), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
13;13.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.44), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
14;14.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.42), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
15;15.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.40), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
16;16.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.39), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
17;17.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.39), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
18;18.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.38), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
19;19.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.38), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
20;20.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.36), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
21;21.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.34), Agent_2 share 1.00, Agent_3 share 1.00, Agent_1 share 1.00
