step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.261467;0.260425;0.250000;0.299217;0.295148
0;0.261467;0.260425;0.250000;0.299217;0.295148
0;0.261467;0.260425;0.250000;0.299217;0.295148
1;0.264578;0.263535;0.250000;0.299222;0.298673
1;0.264578;0.263535;0.250000;0.299222;0.298673
2;0.268887;0.264838;0.250000;0.298908;0.300150
3;0.269583;0.265280;0.250000;0.298940;0.300640
4;0.271247;0.266077;0.250000;0.300166;0.301521
5;0.273138;0.267721;0.250000;0.302024;0.303357
6;0.275294;0.268750;0.250000;0.304332;0.304487
7;0.273957;0.270426;0.250000;0.300403;0.306341
8;0.273616;0.270199;0.250000;0.301665;0.306028
9;0.269378;0.270602;0.250000;0.296573;0.306416
10;0.266853;0.267243;0.250000;0.276915;0.302528
11;0.256978;0.260029;0.250000;0.263462;0.294267
12;0.259114;0.258197;0.250000;0.285002;0.292115
12;0.258781;0.258197;0.250000;0.285002;0.292115
13;0.266045;0.262759;0.250000;0.293086;0.297226
13;0.266045;0.262759;0.250000;0.293086;0.297226
14;0.244365;0.263075;0.250000;0.267720;0.297520
14;0.244365;0.263075;0.250000;0.267720;0.297520
15;0.244328;0.257621;0.250000;0.268315;0.291269
16;0.245295;0.241227;0.236403;0.269048;0.272628
