step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,30.0,95,95,0.01594,0.01806,0.05419,0.00000,0.00000,0.00000,7.92,0.00,0.164,0,0.0
2,60.0,333,333,0.04919,0.05575,0.16724,0.00000,0.00000,0.00000,7.92,0.00,0.164,0,0.0
3,90.0,510,561,0.07941,0.08432,0.25281,0.00000,0.00014,0.00016,7.92,0.00,0.166,612,532.2
4,120.0,594,907,0.10906,0.11798,0.35359,0.00000,0.00035,0.00049,7.92,0.00,0.169,1148,1055.5
5,150.0,952,1469,0.14438,0.15678,0.46976,0.00000,0.00057,0.00091,7.92,0.00,0.171,1547,1365.8
6,180.0,1046,1949,0.16529,0.18038,0.54032,0.00000,0.00081,0.00145,7.92,0.00,0.174,1839,1695.0
7,210.0,1124,2479,0.18275,0.20009,0.59921,0.00000,0.00106,0.00213,7.92,0.00,0.176,2257,2188.3
8,240.0,1399,3083,0.19789,0.21719,0.65027,0.00000,0.00131,0.00296,7.92,0.00,0.178,2840,2677.7
9,270.0,1227,3395,0.20433,0.22447,0.67186,0.00000,0.00156,0.00400,7.92,0.00,0.182,3895,3463.1
10,300.0,725,3574,0.20776,0.22830,0.68309,0.00000,0.00181,0.00522,7.92,0.00,0.187,4716,4112.4
11,330.0,536,3672,0.20961,0.23032,0.68892,0.00000,0.00206,0.00649,7.92,0.00,0.189,4955,4326.8
12,360.0,406,3723,0.21066,0.23139,0.69187,0.00000,0.00231,0.00762,7.92,0.00,0.190,4575,3860.3
13,390.0,306,3760,0.21143,0.23218,0.69397,0.00000,0.00256,0.00852,7.92,0.00,0.187,3613,3034.0
14,420.0,293,3801,0.21225,0.23302,0.69627,0.00000,0.00281,0.00949,7.92,0.00,0.187,3992,3338.5
15,450.0,250,3829,0.21288,0.23362,0.69782,0.00000,0.00306,0.01051,7.92,0.00,0.187,4239,3512.2
16,480.0,250,3860,0.21351,0.23427,0.69952,0.00000,0.00331,0.01144,7.92,0.00,0.185,3794,3100.3
