step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01814,0.04326,0.00000,0.00000,0.00106,8.27,0.00,0.068,188,140.5
2,2.0,16,16,0.02346,0.04928,0.00000,0.00000,0.00291,8.27,0.00,0.068,466,265.4
3,3.0,17,17,0.02467,0.05228,0.00000,0.00000,0.00485,8.27,0.00,0.068,484,279.0
4,4.0,18,18,0.02565,0.05527,0.00000,0.00000,0.00680,8.27,0.00,0.069,493,279.6
5,5.0,18,18,0.02579,0.05527,0.00000,0.00000,0.00879,8.27,0.00,0.069,502,284.9
6,6.0,19,19,0.02675,0.05825,0.00000,0.00000,0.01078,8.27,0.00,0.069,502,285.2
7,7.0,20,20,0.02779,0.06122,0.00000,0.00000,0.01280,8.27,0.00,0.069,511,290.2
8,8.0,22,22,0.02964,0.06713,0.00000,0.00000,0.01483,8.27,0.00,0.070,512,291.3
9,9.0,22,22,0.02989,0.06713,0.00000,0.00000,0.01693,8.27,0.00,0.070,530,301.0
10,10.0,23,23,0.03086,0.07007,0.00000,0.00000,0.01902,8.27,0.00,0.070,530,301.1
11,11.0,24,24,0.03190,0.07300,0.00000,0.00000,0.02115,8.27,0.00,0.071,539,305.9
12,12.0,24,24,0.03210,0.07300,0.00000,0.00000,0.02331,8.27,0.00,0.071,548,310.8
13,13.0,26,26,0.03394,0.07884,0.00000,0.00000,0.02548,8.27,0.00,0.071,548,310.8
14,14.0,27,27,0.03493,0.08175,0.00000,0.00000,0.02766,8.27,0.00,0.071,551,313.4
15,15.0,27,27,0.03510,0.08175,0.00000,0.00000,0.02987,8.27,0.00,0.072,560,318.2
16,16.0,27,27,0.03523,0.08175,0.00000,0.00000,0.03209,8.27,0.00,0.072,560,318.2
17,17.0,28,28,0.03621,0.08464,0.00000,0.00000,0.03430,8.27,0.00,0.072,560,318.2
18,18.0,28,28,0.03638,0.08464,0.00000,0.00000,0.03655,8.27,0.00,0.072,569,323.0
19,19.0,28,28,0.03651,0.08464,0.00000,0.00000,0.03879,8.27,0.00,0.072,569,323.0
20,20.0,29,29,0.03749,0.08753,0.00000,0.00000,0.04104,8.27,0.00,0.073,569,323.0
21,21.0,30,30,0.03847,0.09041,0.00000,0.00000,0.04329,8.27,0.00,0.073,570,323.9
22,22.0,31,31,0.03945,0.09327,0.00000,0.00000,0.04555,8.27,0.00,0.073,571,324.7
23,23.0,31,31,0.03960,0.09327,0.00000,0.00000,0.04783,8.27,0.00,0.073,574,327.3
24,24.0,32,32,0.04057,0.09613,0.00000,0.00000,0.05011,8.27,0.00,0.073,574,327.2
25,25.0,32,32,0.04072,0.09613,0.00000,0.00000,0.05240,8.27,0.00,0.074,576,328.9
26,26.0,32,32,0.04085,0.09613,0.00000,0.00000,0.05469,8.27,0.00,0.074,576,328.9
27,27.0,32,32,0.04098,0.09613,0.00000,0.00000,0.05698,8.27,0.00,0.074,576,328.9
28,28.0,33,33,0.04196,0.09898,0.00000,0.00000,0.05927,8.27,0.00,0.074,576,328.9
29,29.0,34,34,0.04293,0.10183,0.00000,0.00000,0.06157,8.27,0.00,0.074,577,329.7
30,30.0,35,35,0.04390,0.10466,0.00000,0.00000,0.06387,8.27,0.00,0.075,578,330.6
31,31.0,35,35,0.04405,0.10466,0.00000,0.00000,0.06619,8.27,0.00,0.075,581,333.1
32,32.0,35,35,0.04418,0.10466,0.00000,0.00000,0.06851,8.27,0.00,0.075,581,333.1
33,33.0,35,35,0.04432,0.10466,0.00000,0.00000,0.07083,8.27,0.00,0.075,581,333.1
34,34.0,35,35,0.04445,0.10466,0.00000,0.00000,0.07315,8.27,0.00,0.075,581,333.1
35,35.0,36,36,0.04542,0.10748,0.00000,0.00000,0.07547,8.27,0.00,0.075,581,333.1
36,36.0,37,37,0.04639,0.11030,0.00000,0.00000,0.07780,8.27,0.00,0.076,582,333.9
37,37.0,38,38,0.04736,0.11310,0.00000,0.00000,0.08016,8.27,0.00,0.076,591,338.7
38,38.0,38,38,0.04750,0.11310,0.00000,0.00000,0.08254,8.27,0.00,0.076,594,341.2
39,39.0,38,38,0.04764,0.11310,0.00000,0.00000,0.08492,8.27,0.00,0.076,594,341.2
