step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
2;0.272551;0.272551;0.250000;0.309015;0.309015
3;0.295741;0.272688;0.250000;0.301968;0.309171
4;0.296888;0.272097;0.250000;0.301571;0.306354
5;0.299085;0.274031;0.250000;0.302400;0.306402
6;0.294955;0.272059;0.250000;0.295852;0.302023
7;0.296543;0.274552;0.250000;0.295489;0.302705
8;0.296894;0.275965;0.250000;0.293353;0.302162
9;0.300682;0.276653;0.250000;0.295174;0.300797
10;0.295005;0.279692;0.250000;0.286588;0.302098
11;0.267099;0.281923;0.250000;0.252933;0.302481
12;0.268663;0.280622;0.250000;0.252564;0.298863
13;0.308682;0.283069;0.250000;0.295785;0.299493
14;0.276374;0.284093;0.250000;0.256893;0.298511
15;0.277276;0.282796;0.250000;0.255712;0.294896
