step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
23;0.117102;0.119397;0.117009;0.131385;0.133986
24;0.121999;0.125742;0.123227;0.136935;0.141177
25;0.116264;0.130828;0.128211;0.130436;0.146941
26;0.119379;0.130376;0.127769;0.133965;0.146429
27;0.124281;0.130133;0.127531;0.139521;0.146154
28;0.127139;0.132243;0.129598;0.142761;0.148545
28;0.127139;0.132243;0.129598;0.142761;0.148545
29;0.129644;0.132213;0.129569;0.145599;0.148511
30;0.131352;0.132750;0.130095;0.147535;0.149120
30;0.131352;0.132750;0.130095;0.147535;0.149120
31;0.133438;0.134249;0.131564;0.149899;0.150818
31;0.133438;0.134249;0.131564;0.149899;0.150818
32;0.134625;0.135026;0.132326;0.151244;0.151699
32;0.134625;0.135026;0.132326;0.151244;0.151699
33;0.136587;0.137272;0.134526;0.153468;0.154244
33;0.136587;0.137272;0.134526;0.153468;0.154244
34;0.137879;0.138217;0.135453;0.154933;0.155316
34;0.137879;0.138217;0.135453;0.154933;0.155316
35;0.138532;0.139106;0.136324;0.155672;0.156323
36;0.138941;0.139275;0.136489;0.156136;0.156514
37;0.139348;0.139444;0.136655;0.156598;0.156705
38;0.139660;0.139707;0.136913;0.156950;0.157004
39;0.140490;0.140584;0.137772;0.157891;0.157998
40;0.141172;0.141266;0.138440;0.158665;0.158771
41;0.141897;0.142128;0.139285;0.159170;0.159748
42;0.142662;0.143393;0.140525;0.160353;0.161181
43;0.143512;0.144100;0.141218;0.161316;0.161983
44;0.144354;0.145204;0.142300;0.162270;0.163234
45;0.145854;0.146382;0.143454;0.163970;0.164569
46;0.146805;0.147067;0.144125;0.165049;0.165345
47;0.148177;0.148392;0.145424;0.166506;0.166847
