step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54] G1[0.06] G2[0.19] G3[0.06];0.49;0.77;0.61;0.76;0.32;0.00;0.74;0.00;0.1375;0.1375;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.11] G6[0.11] G7[0.11] G8[0.11];0.15;0.34;0.06;0.00;0.23;0.23;0.86;0.00;0.1375;0.1375;0
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.11] G6[0.11] G7[0.11];0.28;0.25;0.00;0.00;0.00;0.00;0.80;0.00;0.1375;0.1375;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49] G1[0.05] G2[0.17] G3[0.05];0.44;0.77;0.55;0.76;0.29;0.00;0.73;0.00;0.1413;0.1413;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.20] G1[0.10] G6[0.10] G7[0.10] G8[0.10];0.14;0.30;0.06;0.00;0.20;0.20;0.87;0.00;0.1413;0.1413;0
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10] G6[0.10] G7[0.10];0.25;0.22;0.00;0.00;0.00;0.00;0.82;0.00;0.1413;0.1413;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] A1[0.60] G1[0.05] G2[0.16] G3[0.05];0.41;0.76;0.62;0.77;0.36;0.00;0.76;0.12;0.1455;0.1455;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.10] G6[0.10] G7[0.10] G8[0.10];0.13;0.30;0.05;0.00;0.23;0.23;0.86;0.12;0.1455;0.1455;0
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.09] G6[0.09] G7[0.09];0.24;0.21;0.00;0.00;0.00;0.00;0.79;0.12;0.1455;0.1455;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] R26[0.04] A1[0.68] G1[0.04] G2[0.17];0.47;0.76;0.69;0.77;0.40;0.00;0.77;0.12;0.1156;0.1487;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.13;0.30;0.05;0.00;0.23;0.23;0.83;0.12;0.1156;0.1487;0
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.04] A1[0.08] G1[0.09] G2[0.02];0.32;0.37;0.12;0.17;0.05;0.00;0.73;0.12;0.1156;0.1487;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.08] A1[0.68] G1[0.04] G2[0.18];0.56;0.77;0.71;0.77;0.41;0.00;0.76;0.12;0.1175;0.1221;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.12;0.29;0.05;0.00;0.23;0.23;0.83;0.12;0.1175;0.1221;0
4;4;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.04] R26[0.08] A1[0.08] G1[0.08] G2[0.04];0.39;0.44;0.14;0.18;0.05;0.00;0.71;0.12;0.1175;0.1221;1
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] A1[0.54] G1[0.06] G2[0.19] G3[0.06];0.49;0.77;0.61;0.76;0.32;0.00;0.74;0.00;0.1375;0.1375;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.11] G6[0.11] G7[0.11] G8[0.11];0.15;0.34;0.06;0.00;0.23;0.23;0.86;0.00;0.1375;0.1375;0
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.11] G6[0.11] G7[0.11];0.28;0.25;0.00;0.00;0.00;0.00;0.80;0.00;0.1375;0.1375;1
0;0;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.02] R20[0.19] A1[0.54] G1[0.06] G2[0.19] G3[0.06];0.49;0.77;0.61;0.76;0.32;0.00;0.74;0.00;0.1375;0.1375;1
0;0;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;R11[0.23] G1[0.11] G6[0.11] G7[0.11] G8[0.11];0.15;0.34;0.06;0.00;0.23;0.23;0.86;0.00;0.1375;0.1375;0
0;0;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (claude) | seed-base decision stands, its orders are applied);3;0;G1[0.11] G6[0.11] G7[0.11];0.28;0.25;0.00;0.00;0.00;0.00;0.80;0.00;0.1375;0.1375;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.10] A1[0.68] G1[0.04] G2[0.18];0.59;0.77;0.70;0.77;0.40;0.00;0.75;0.12;0.1147;0.1161;1
5;5;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.11;0.28;0.05;0.00;0.23;0.23;0.83;0.12;0.1147;0.1161;0
5;5;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.05] R26[0.10] A1[0.08] G1[0.07] G2[0.05];0.45;0.50;0.15;0.19;0.05;0.00;0.68;0.12;0.1147;0.1161;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] R26[0.12] A1[0.68] G1[0.04] G2[0.19];0.66;0.77;0.72;0.77;0.41;0.00;0.74;0.12;0.0928;0.1268;1
6;6;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.11;0.28;0.05;0.00;0.23;0.23;0.83;0.12;0.0928;0.1268;0
6;6;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.06] R26[0.12] A1[0.08] G1[0.07] G2[0.06];0.54;0.58;0.16;0.20;0.05;0.00;0.65;0.12;0.0928;0.1268;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.19] R26[0.14] A1[0.68] G1[0.04] G2[0.19];0.71;0.77;0.73;0.77;0.41;0.00;0.73;0.12;0.0449;0.1083;1
7;7;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.12;0.28;0.05;0.00;0.23;0.23;0.83;0.12;0.0449;0.1083;0
7;7;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.07] R26[0.14] A1[0.08] G1[0.07] G2[0.07];0.61;0.64;0.17;0.20;0.05;0.00;0.62;0.12;0.0449;0.1083;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.15] A1[0.68] G1[0.04] G2[0.20];0.75;0.77;0.74;0.77;0.41;0.00;0.73;0.12;0.0453;0.1009;1
8;8;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.12;0.28;0.05;0.00;0.23;0.23;0.83;0.12;0.0453;0.1009;0
8;8;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.07] R26[0.15] A1[0.08] G1[0.07] G2[0.07];0.66;0.69;0.17;0.21;0.05;0.00;0.61;0.12;0.0453;0.1009;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.20] R26[0.16] A1[0.68] G1[0.04] G2[0.20];0.78;0.77;0.75;0.77;0.41;0.00;0.72;0.12;0.0457;0.0967;1
9;9;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.23] G1[0.09] G6[0.09] G7[0.09] G8[0.09];0.12;0.28;0.05;0.00;0.23;0.23;0.83;0.12;0.0457;0.0967;0
9;9;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.08] R26[0.16] A1[0.08] G1[0.07] G2[0.08];0.68;0.71;0.17;0.21;0.05;0.00;0.59;0.12;0.0457;0.0967;1
