step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: low) → rejected (cell already covered — an active rule sits on this antecedent cell; numeric tuning of an existing cell is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.07] R20[0.19] A2[0.53] G1[0.24] A3[0.13] G2[0.17];0.49;0.68;0.04;0.85;0.39;0.00;0.74;0.00;0.1718;0.1718;1
8;8;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G8: G8: IF intervention urgency is VH AND fire threat level is M THEN resource deployment 0.8, suppression effort 0.7 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.07] R20[0.35] R26[0.33] A2[0.53] G1[0.31] A3[0.25];0.72;0.79;0.04;0.89;0.47;0.00;0.91;0.12;0.1718;0.2917;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.18] A2[0.53] G1[0.27] A3[0.14] G2[0.15];0.46;0.68;0.04;0.84;0.42;0.00;0.76;0.12;0.0206;0.1775;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.19] R26[0.07] A2[0.53] G1[0.30] A3[0.14];0.53;0.71;0.04;0.87;0.35;0.00;0.73;0.12;0.0203;0.1815;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.10] A2[0.53] G1[0.31] A3[0.14];0.55;0.73;0.04;0.87;0.34;0.00;0.73;0.12;0.0202;0.1811;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.12] A2[0.53] G1[0.31] A3[0.14];0.56;0.74;0.04;0.88;0.34;0.00;0.73;0.12;0.0201;0.1815;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.14] A2[0.53] G1[0.31] A3[0.14];0.57;0.74;0.04;0.88;0.34;0.00;0.73;0.12;0.0200;0.1815;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.15] A2[0.53] G1[0.31] A3[0.14];0.58;0.75;0.04;0.88;0.34;0.00;0.73;0.12;0.0200;0.1775;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.16] A2[0.53] G1[0.31] A3[0.14];0.58;0.76;0.04;0.88;0.33;0.00;0.73;0.12;0.0199;0.1768;1
8;8;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G8: G8: IF intervention urgency is VH AND fire threat level is M THEN resource deployment 0.8, suppression effort 0.7 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.07] R20[0.35] R26[0.33] A2[0.53] G1[0.31] A3[0.25];0.72;0.79;0.04;0.89;0.47;0.00;0.91;0.12;0.1718;0.2917;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.17] A2[0.53] G1[0.31] A3[0.14];0.59;0.76;0.04;0.88;0.33;0.00;0.73;0.12;0.0199;0.1703;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.18] A2[0.53] G1[0.31] A3[0.14];0.59;0.76;0.04;0.88;0.33;0.00;0.73;0.12;0.0199;0.1734;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.18] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.12;0.0198;0.1606;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.1554;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.1523;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.1426;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.1260;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.20] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.1122;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.20] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.0770;1
17;17;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.20] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0198;0.0283;1
18;18;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.20] A2[0.53] G1[0.31] A3[0.14];0.59;0.77;0.04;0.88;0.33;0.00;0.73;0.11;0.0234;0.0267;1
