step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01183,0.01341,0.04023,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,13,13,0.02054,0.01341,0.04023,0.00000,0.00000,0.00007,8.27,0.00,0.159,269,42.3
3,3.0,13,13,0.02024,0.01341,0.04023,0.00000,0.00000,0.00014,8.27,0.00,0.159,269,43.4
4,4.0,13,13,0.02013,0.01341,0.04023,0.00000,0.00000,0.00022,8.27,0.00,0.159,269,43.8
5,5.0,13,13,0.02005,0.01341,0.04023,0.00000,0.00000,0.00029,8.27,0.00,0.159,269,44.0
6,6.0,13,13,0.01999,0.01341,0.04023,0.00000,0.00000,0.00037,8.27,0.00,0.159,269,44.0
7,7.0,13,13,0.01993,0.01341,0.04023,0.00000,0.00000,0.00044,8.27,0.00,0.159,269,44.0
8,8.0,13,13,0.01989,0.01341,0.04023,0.00000,0.00000,0.00051,8.27,0.00,0.159,269,44.0
9,9.0,13,13,0.01986,0.01341,0.04023,0.00000,0.00000,0.00059,8.27,0.00,0.159,269,44.0
10,10.0,13,13,0.01984,0.01341,0.04023,0.00000,0.00000,0.00066,8.27,0.00,0.159,269,44.0
11,11.0,13,13,0.01982,0.01341,0.04023,0.00000,0.00000,0.00074,8.27,0.00,0.160,269,44.0
12,12.0,13,13,0.01981,0.01341,0.04023,0.00000,0.00000,0.00081,8.27,0.00,0.160,269,44.0
13,13.0,13,13,0.01980,0.01341,0.04023,0.00000,0.00000,0.00089,8.27,0.00,0.160,269,44.0
14,14.0,13,13,0.01979,0.01341,0.04023,0.00000,0.00000,0.00096,8.27,0.00,0.160,269,44.0
15,15.0,13,13,0.01979,0.01341,0.04023,0.00000,0.00000,0.00103,8.27,0.00,0.160,269,44.0
16,16.0,12,13,0.01978,0.01341,0.04023,0.00000,0.00000,0.00111,8.27,0.00,0.160,269,44.0
17,17.0,11,13,0.01978,0.01341,0.04023,0.00000,0.00000,0.00118,8.27,0.00,0.160,269,44.0
18,18.0,7,13,0.01978,0.01341,0.04023,0.00000,0.00000,0.00126,8.27,0.00,0.160,269,44.0
19,19.0,4,17,0.02339,0.01743,0.05228,0.00000,0.00000,0.00132,8.27,0.00,0.160,256,37.8
20,20.0,8,25,0.02980,0.02531,0.07593,0.00000,0.00000,0.00138,8.27,0.00,0.160,244,32.5
21,21.0,1,26,0.03120,0.02628,0.07884,0.00000,0.00000,0.00146,8.27,0.00,0.160,293,49.8
22,22.0,1,27,0.03156,0.02725,0.08175,0.00000,0.00000,0.00149,8.27,0.00,0.160,193,18.3
23,23.0,1,28,0.03216,0.02821,0.08464,0.00000,0.00000,0.00152,8.27,0.00,0.160,193,18.3
24,24.0,1,29,0.03349,0.02918,0.08753,0.00000,0.00000,0.00155,8.27,0.00,0.160,193,18.3
25,25.0,0,29,0.03326,0.02918,0.08753,0.00000,0.00000,0.00158,8.27,0.00,0.160,193,18.3
