step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
25;0.071048;0.071360;0.069933;0.079032;0.079386
26;0.159239;0.107925;0.105766;0.112312;0.120826
27;0.202639;0.148783;0.145807;0.166467;0.167130
28;0.219939;0.169234;0.165849;0.189352;0.190302
29;0.224199;0.184787;0.181091;0.207853;0.207911
30;0.235318;0.200206;0.196202;0.224180;0.225323
31;0.245211;0.211855;0.207618;0.236667;0.238353
32;0.250680;0.220789;0.216373;0.246980;0.248255
33;0.251295;0.230706;0.226092;0.255378;0.259240
34;0.257682;0.238431;0.233663;0.265511;0.267762
35;0.258191;0.245203;0.240298;0.272494;0.275113
36;0.262265;0.250892;0.245874;0.279493;0.281228
37;0.264458;0.255880;0.250000;0.285811;0.286547
38;0.265997;0.260187;0.250000;0.290233;0.291096
39;0.269294;0.263503;0.250000;0.294143;0.294521
40;0.271657;0.266077;0.250000;0.296702;0.297104
41;0.273496;0.267956;0.250000;0.298657;0.298901
42;0.275762;0.270070;0.250000;0.300908;0.300963
43;0.277633;0.271859;0.250000;0.302680;0.302658
44;0.279436;0.273832;0.250000;0.304435;0.304560
45;0.280997;0.275538;0.250000;0.305975;0.306161
46;0.282679;0.277207;0.250000;0.307691;0.307719
47;0.283944;0.278529;0.250000;0.308902;0.308884
