step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
150;150;Agent_1;orders came from the seed rule base (rules as-is);0;0;R15[0.11] R20[0.04] R26[0.11] A3[0.11] G8[0.04] G10[0.11];0.18;0.16;0.10;0.11;0.12;0.09;0.95;0.00;0.1429;0.1738;1
150;150;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.50] G10[0.32];0.12;0.00;0.00;0.44;0.25;0.00;0.85;0.00;0.1429;0.1738;1
150;150;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.23] R15[0.11] R20[0.04] R26[0.11] A3[0.11] G8[0.04];0.14;0.32;0.08;0.11;0.36;0.31;0.90;0.00;0.1429;0.1738;1
150;150;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.50] G10[0.32];0.12;0.00;0.00;0.44;0.25;0.00;0.85;0.00;0.1429;0.1738;1
151;151;Agent_1;orders came from the seed rule base (rules as-is);0;0;R15[0.10] R20[0.04] R26[0.10] A3[0.10] G8[0.04] G10[0.10];0.16;0.15;0.09;0.10;0.11;0.08;0.95;0.00;0.1445;0.1762;1
151;151;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.50] G10[0.29];0.10;0.00;0.00;0.42;0.25;0.00;0.86;0.00;0.1445;0.1762;1
151;151;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.20] R15[0.10] R20[0.04] R26[0.10] A3[0.10] G8[0.04];0.13;0.29;0.07;0.10;0.32;0.28;0.91;0.00;0.1445;0.1762;1
151;151;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.50] G10[0.29];0.10;0.00;0.00;0.42;0.25;0.00;0.86;0.00;0.1445;0.1762;1
152;152;Agent_1;orders came from the seed rule base (rules as-is);0;0;R15[0.09] R20[0.03] R26[0.09] A3[0.09] G8[0.03] G10[0.09];0.14;0.13;0.08;0.09;0.09;0.07;0.96;0.00;0.1451;0.1667;1
152;152;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.50] G10[0.26];0.09;0.00;0.00;0.41;0.25;0.00;0.86;0.00;0.1451;0.1667;1
