step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.046209;0.046121;0.045199;0.052370;0.052271
1;0.075937;0.075891;0.074373;0.086062;0.086010
1;0.075937;0.075891;0.074373;0.086062;0.086010
2;0.098053;0.109899;0.107701;0.111127;0.124553
3;0.117121;0.122436;0.119987;0.132737;0.138761
4;0.179615;0.132367;0.129720;0.144667;0.150016
5;0.186369;0.136174;0.133451;0.153493;0.154330
6;0.188354;0.142903;0.140045;0.160250;0.161955
7;0.189423;0.145251;0.142346;0.164265;0.164613
8;0.190655;0.148716;0.145742;0.168011;0.168535
