step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G3: G3: IF asset exposure risk is VH AND intervention urgency is VL THEN asset protection 0.8, resource deployment 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.07] R20[0.19] G2[0.35] A2[0.53] A1[0.19] G1[0.24];0.43;0.68;0.04;0.89;0.15;0.00;0.80;0.00;0.2880;0.2819;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.17] G2[0.32] A2[0.49] A1[0.17] G1[0.22];0.39;0.68;0.04;0.89;0.13;0.00;0.78;0.00;0.2505;0.2843;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.16] G2[0.30] A2[0.53] A1[0.16] G1[0.27];0.37;0.69;0.04;0.89;0.16;0.00;0.80;0.12;0.2253;0.2860;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.17] R26[0.04] G2[0.29] A2[0.53] A1[0.17];0.41;0.71;0.04;0.89;0.18;0.00;0.77;0.12;0.1490;0.2852;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.18] R26[0.08] G2[0.27] A2[0.53] A1[0.18];0.44;0.74;0.04;0.89;0.18;0.00;0.76;0.12;0.1505;0.2856;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.19] R26[0.11] G2[0.26] A2[0.53] A1[0.19];0.47;0.75;0.04;0.90;0.18;0.00;0.76;0.12;0.1538;0.2851;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.13] G2[0.26] A2[0.53] A1[0.20];0.49;0.77;0.04;0.90;0.18;0.00;0.76;0.12;0.1616;0.2855;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.14] G2[0.25] A2[0.53] A1[0.20];0.51;0.78;0.04;0.90;0.18;0.00;0.75;0.12;0.1673;0.2857;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.16] G2[0.25] A2[0.53] A1[0.20];0.52;0.78;0.04;0.90;0.18;0.00;0.75;0.12;0.1768;0.2859;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.17] G2[0.24] A2[0.53] A1[0.21];0.53;0.79;0.04;0.90;0.18;0.00;0.75;0.12;0.1259;0.2849;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.17] G2[0.24] A2[0.53] A1[0.21];0.54;0.80;0.04;0.90;0.18;0.00;0.75;0.12;0.1260;0.2858;1
11;11;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: mid+gap) → rejected (cell already covered — an active rule sits on this antecedent cell; numeric tuning of an existing cell is stage ① evFIS's job | seed-base decision stands, its orders are applied);2;0;R7[0.07] R20[0.21] R26[0.18] G2[0.24] A2[0.53] A1[0.21];0.54;0.80;0.04;0.90;0.18;0.00;0.75;0.11;0.1273;0.2844;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.18] G2[0.23] A2[0.53] A1[0.21];0.54;0.80;0.04;0.90;0.18;0.00;0.75;0.11;0.1328;0.2832;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] G2[0.23] A2[0.53] A1[0.21];0.55;0.81;0.04;0.90;0.18;0.00;0.75;0.11;0.0324;0.2864;1
