step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
13;13;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G10: G10: IF asset exposure risk is M AND fire threat level is VL THEN asset protection 0.6, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R20[0.04] R26[0.11] A3[0.11] G8[0.04] G10[0.11];0.18;0.16;0.00;0.11;0.05;0.00;0.97;0.00;0.0446;0.0374;1
13;13;Agent_2;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G10: G10: IF asset exposure risk is M AND fire threat level is VL THEN asset protection 0.6, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;A3[0.63] G10[0.32];0.12;0.00;0.00;0.51;0.31;0.00;0.83;0.00;0.0446;0.0374;1
13;13;Agent_3;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G10: G10: IF asset exposure risk is M AND fire threat level is VL THEN asset protection 0.6, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R11[0.23] R15[0.11] R20[0.04] R26[0.11] A3[0.11] G7[0.03];0.14;0.32;0.08;0.11;0.36;0.31;0.90;0.00;0.0446;0.0374;1
13;13;Agent_4;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G10: G10: IF asset exposure risk is M AND fire threat level is VL THEN asset protection 0.6, suppression effort 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;A3[0.62] G10[0.32];0.12;0.00;0.00;0.50;0.31;0.00;0.83;0.00;0.0446;0.0374;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.05] R26[0.11] A2[0.07] G1[0.03] A3[0.12] G2[0.07];0.32;0.33;0.00;0.60;0.12;0.00;0.80;0.12;0.0383;0.0384;1
14;14;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.29];0.11;0.00;0.00;0.53;0.36;0.00;0.85;0.12;0.0383;0.0384;1
14;14;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.28] R15[0.14] R20[0.06] R26[0.14] A2[0.08] G1[0.08];0.27;0.60;0.09;0.68;0.51;0.40;0.75;0.12;0.0383;0.0384;1
14;14;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.29];0.11;0.00;0.00;0.53;0.36;0.00;0.85;0.12;0.0383;0.0384;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.05] R26[0.11] A2[0.07] G1[0.03] A3[0.12] G2[0.07];0.32;0.33;0.00;0.62;0.12;0.00;0.79;0.12;0.0369;0.0379;1
15;15;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.27];0.10;0.00;0.00;0.53;0.36;0.00;0.86;0.12;0.0369;0.0379;1
15;15;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.29] R15[0.17] R20[0.08] R26[0.17] A2[0.08] G1[0.08];0.31;0.67;0.11;0.71;0.53;0.42;0.73;0.12;0.0369;0.0379;1
15;15;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.27];0.10;0.00;0.00;0.53;0.37;0.00;0.85;0.12;0.0369;0.0379;1
16;16;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.05] R26[0.11] A2[0.07] G1[0.03] A3[0.12] G2[0.07];0.33;0.34;0.00;0.62;0.12;0.00;0.79;0.12;0.0359;0.0389;1
16;16;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.25];0.09;0.00;0.00;0.52;0.36;0.00;0.86;0.12;0.0359;0.0389;1
16;16;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.29] R15[0.19] R20[0.09] R26[0.19] A2[0.08] G1[0.08];0.33;0.71;0.13;0.71;0.54;0.44;0.72;0.12;0.0359;0.0389;1
16;16;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.25];0.09;0.00;0.00;0.52;0.37;0.00;0.86;0.12;0.0359;0.0389;1
17;17;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.05] R26[0.10] A2[0.07] G1[0.03] A3[0.12] G2[0.07];0.33;0.34;0.00;0.62;0.12;0.00;0.79;0.12;0.0359;0.0399;1
17;17;Agent_2;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.23];0.08;0.00;0.00;0.51;0.36;0.00;0.86;0.12;0.0359;0.0399;1
17;17;Agent_3;orders came from the seed rule base (rules as-is);0;0;R11[0.29] R15[0.21] R20[0.09] R26[0.21] A2[0.08] G1[0.08];0.35;0.73;0.14;0.71;0.55;0.45;0.72;0.12;0.0359;0.0399;1
17;17;Agent_4;orders came from the seed rule base (rules as-is);0;0;A3[0.74] G10[0.23];0.08;0.00;0.00;0.51;0.37;0.00;0.86;0.12;0.0359;0.0399;1
