step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
14,14.0,25,25,0.04401,0.01580,0.04741,0.00000,0.00000,0.00012,10.00,0.00,0.066,321,53.5
15,15.0,25,25,0.03774,0.01580,0.04741,0.00000,0.00000,0.00030,10.00,0.00,0.066,321,71.4
16,16.0,25,25,0.03629,0.01580,0.04741,0.00000,0.00000,0.00051,10.00,0.00,0.066,321,79.1
17,17.0,25,25,0.03537,0.01580,0.04741,0.00000,0.00000,0.00073,10.00,0.00,0.066,321,84.7
18,18.0,25,25,0.03481,0.01580,0.04741,0.00000,0.00000,0.00096,10.00,0.00,0.066,321,88.7
19,19.0,25,25,0.03476,0.01580,0.04741,0.00000,0.00000,0.00120,10.00,0.00,0.066,321,90.9
20,20.0,25,25,0.03472,0.01580,0.04741,0.00000,0.00000,0.00144,10.00,0.00,0.066,321,92.7
21,21.0,25,25,0.03470,0.01580,0.04741,0.00000,0.00000,0.00169,10.00,0.00,0.066,321,94.0
22,22.0,25,25,0.03469,0.01580,0.04741,0.00000,0.00000,0.00193,10.00,0.00,0.066,321,95.0
23,23.0,26,26,0.03523,0.01642,0.04926,0.00000,0.00000,0.00218,10.00,0.00,0.066,321,95.7
24,24.0,26,26,0.03525,0.01642,0.04926,0.00000,0.00000,0.00247,10.00,0.00,0.066,361,109.8
25,25.0,26,26,0.03526,0.01642,0.04926,0.00000,0.00000,0.00276,10.00,0.00,0.066,361,110.3
26,26.0,26,26,0.03527,0.01642,0.04926,0.00000,0.00000,0.00305,10.00,0.00,0.066,361,110.6
27,27.0,26,26,0.03528,0.01642,0.04926,0.00000,0.00000,0.00334,10.00,0.00,0.066,361,110.8
28,28.0,26,26,0.03530,0.01642,0.04926,0.00000,0.00000,0.00363,10.00,0.00,0.066,361,111.0
29,29.0,26,26,0.03531,0.01642,0.04926,0.00000,0.00000,0.00392,10.00,0.00,0.066,361,111.0
30,30.0,26,26,0.03533,0.01642,0.04926,0.00000,0.00000,0.00421,10.00,0.00,0.066,361,111.0
31,31.0,26,26,0.03535,0.01642,0.04926,0.00000,0.00000,0.00450,10.00,0.00,0.066,361,111.0
32,32.0,26,26,0.03537,0.01642,0.04926,0.00000,0.00000,0.00479,10.00,0.00,0.066,361,111.0
33,33.0,26,26,0.03538,0.01642,0.04926,0.00000,0.00000,0.00508,10.00,0.00,0.066,361,110.9
34,34.0,41,41,0.04343,0.02552,0.07656,0.00000,0.00000,0.00537,10.00,0.00,0.066,361,110.8
35,35.0,45,45,0.04586,0.02790,0.08371,0.00000,0.00000,0.00574,10.00,0.00,0.066,436,139.5
36,36.0,59,59,0.05315,0.03610,0.10829,0.00000,0.00000,0.00611,10.00,0.00,0.066,448,143.0
37,37.0,73,73,0.05983,0.04407,0.13222,0.00000,0.00000,0.00644,10.00,0.00,0.066,190,118.4
38,38.0,97,97,0.07098,0.05725,0.17175,0.00000,0.00000,0.00680,10.00,0.00,0.066,212,134.3
39,39.0,119,119,0.08069,0.06880,0.20640,0.00000,0.00000,0.00724,10.00,0.00,0.066,252,160.2
40,40.0,152,152,0.09479,0.08523,0.25568,0.00000,0.00000,0.00773,10.00,0.00,0.066,282,181.4
41,41.0,173,173,0.10318,0.09515,0.28544,0.00000,0.00000,0.00831,10.00,0.00,0.066,331,214.0
42,42.0,216,216,0.11977,0.11423,0.34270,0.00000,0.00000,0.00895,10.00,0.00,0.066,360,235.5
43,43.0,243,243,0.12945,0.12543,0.37629,0.00000,0.00000,0.00970,10.00,0.00,0.067,419,275.2
44,44.0,273,273,0.13968,0.13720,0.41160,0.00000,0.00000,0.01052,10.00,0.00,0.067,454,301.1
45,45.0,304,304,0.14959,0.14866,0.44599,0.00000,0.00000,0.01143,10.00,0.00,0.067,500,337.0
46,46.0,328,328,0.15684,0.15708,0.47123,0.00000,0.00000,0.01243,10.00,0.00,0.068,539,369.0
47,47.0,346,346,0.16200,0.16313,0.48940,0.00000,0.00000,0.01352,10.00,0.00,0.068,570,397.7
48,48.0,347,347,0.16210,0.16346,0.49039,0.00000,0.00000,0.01466,10.00,0.00,0.069,591,421.1
49,49.0,347,347,0.16187,0.16346,0.49039,0.00000,0.00000,0.01583,10.00,0.00,0.069,594,432.5
50,50.0,347,347,0.16165,0.16346,0.49039,0.00000,0.00000,0.01703,10.00,0.00,0.069,594,441.4
51,51.0,347,347,0.16149,0.16346,0.49039,0.00000,0.00000,0.01825,10.00,0.00,0.070,594,448.5
52,52.0,347,347,0.16137,0.16346,0.49039,0.00000,0.00000,0.01949,10.00,0.00,0.070,594,454.1
53,53.0,111,347,0.16129,0.16346,0.49039,0.00000,0.00000,0.02073,10.00,0.00,0.071,594,458.5
54,54.0,109,375,0.17035,0.17246,0.51737,0.00000,0.00000,0.02145,10.00,0.00,0.071,340,266.6
55,55.0,65,382,0.17097,0.17463,0.52389,0.00000,0.00000,0.02239,10.00,0.00,0.071,440,344.8
56,56.0,55,392,0.17575,0.17768,0.53305,0.00000,0.00000,0.02299,10.00,0.00,0.071,285,220.9
57,57.0,45,401,0.17802,0.18038,0.54114,0.00000,0.00000,0.02357,10.00,0.00,0.071,277,211.6
58,58.0,60,426,0.18565,0.18763,0.56290,0.00000,0.00000,0.02410,10.00,0.00,0.071,491,200.0
59,59.0,48,429,0.18582,0.18848,0.56544,0.00000,0.00000,0.02464,10.00,0.00,0.072,265,197.9
60,60.0,60,441,0.18967,0.19182,0.57545,0.00000,0.00000,0.02519,10.00,0.00,0.066,506,207.4
61,61.0,82,460,0.19508,0.19695,0.59084,0.00000,0.00000,0.02719,10.00,0.00,0.066,268,196.5
62,62.0,107,475,0.19860,0.20086,0.60259,0.00000,0.00000,0.02779,10.00,0.00,0.066,289,209.4
63,63.0,143,498,0.20372,0.20665,0.61995,0.00000,0.00000,0.02844,10.00,0.00,0.066,319,228.3
64,64.0,179,523,0.20904,0.21266,0.63797,0.00000,0.00000,0.02916,10.00,0.00,0.066,351,248.4
65,65.0,228,554,0.21526,0.21971,0.65913,0.00000,0.00000,0.02993,10.00,0.00,0.066,385,269.8
66,66.0,266,576,0.21904,0.22446,0.67339,0.00000,0.00000,0.03089,10.00,0.00,0.067,475,332.9
67,67.0,311,604,0.22399,0.23023,0.69068,0.00000,0.00000,0.03196,10.00,0.00,0.067,533,372.7
68,68.0,355,637,0.22961,0.23663,0.70989,0.00000,0.00000,0.03312,10.00,0.00,0.067,582,406.7
69,69.0,396,671,0.23502,0.24281,0.72843,0.00000,0.00000,0.03442,10.00,0.00,0.067,641,450.9
70,70.0,433,703,0.23971,0.24827,0.74480,0.00000,0.00000,0.03581,10.00,0.00,0.067,684,486.2
71,71.0,458,726,0.24283,0.25198,0.75595,0.00000,0.00000,0.03730,10.00,0.00,0.067,721,520.4
72,72.0,470,737,0.24421,0.25370,0.76111,0.00000,0.00000,0.03887,10.00,0.00,0.067,745,546.6
