step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.19] G1[0.21] G2[0.19] G3[0.19] G4[0.06] G5[0.54];0.70;0.61;0.67;0.67;0.68;0.00;0.61;0.00;0.0785;0.0779;1
0;0;Agent_2;orders came from the seed rule base (rules as-is);0;0;G1[0.47] G6[0.47] G7[0.47] G9[0.47] G10[0.34] G23[0.32];0.83;0.68;0.81;0.64;0.54;0.00;0.72;0.00;0.0785;0.0779;1
0;0;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.20] G6[0.20] G7[0.20] G9[0.20] G10[0.08] G21[0.20];0.68;0.53;0.65;0.38;0.53;0.00;0.62;0.00;0.0785;0.0779;1
1;60;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.17] G1[0.19] G2[0.17] G3[0.17] G4[0.06] G5[0.54];0.69;0.59;0.65;0.66;0.69;0.00;0.60;0.08;0.0883;0.0881;1
1;60;Agent_2;orders came from the seed rule base (rules as-is);0;0;R20[0.01] G1[0.43] G2[0.01] G3[0.01] G4[0.01] G5[0.13];0.80;0.66;0.77;0.66;0.57;0.00;0.69;0.09;0.0883;0.0881;1
1;60;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.18] G6[0.18] G7[0.18] G9[0.18] G10[0.07] G21[0.18];0.67;0.52;0.64;0.36;0.53;0.00;0.61;0.08;0.0883;0.0881;1
2;120;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.16] G1[0.17] G2[0.16] G3[0.16] G4[0.06] G5[0.58];0.69;0.60;0.66;0.68;0.75;0.00;0.60;0.05;0.0687;0.1050;1
2;120;Agent_2;orders came from the seed rule base (rules as-is);0;0;R20[0.01] G1[0.39] G2[0.01] G3[0.01] G4[0.01] G5[0.19];0.81;0.67;0.77;0.67;0.59;0.00;0.69;0.06;0.0687;0.1050;1
2;120;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R26[0.02] G1[0.17] G5[0.04] G6[0.17] G7[0.17];0.65;0.51;0.62;0.51;0.55;0.00;0.59;0.05;0.0687;0.1050;1
3;180;Agent_1;orders came from the seed rule base (rules as-is);0;0;R20[0.15] G1[0.16] G2[0.15] G3[0.15] G4[0.05] G5[0.48];0.72;0.62;0.68;0.67;0.69;0.00;0.62;0.03;0.0704;0.0127;1
