step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.078470;0.077937;0.076379;0.088933;0.088329
1;0.088278;0.088051;0.086290;0.100048;0.099792
2;0.068669;0.105040;0.102939;0.011131;0.119045
3;0.070426;0.012733;0.012478;0.013107;0.014427
4;0.070810;0.013131;0.012868;0.013532;0.014873
5;0.070881;0.012319;0.012073;0.013615;0.013948
6;0.012404;0.012401;0.012153;0.014039;0.014036
7;0.071320;0.012776;0.012521;0.014122;0.014461
8;0.071405;0.012553;0.012302;0.014206;0.014205
9;0.071474;0.012630;0.012377;0.014289;0.014289
10;0.012706;0.012706;0.012452;0.014372;0.014372
11;0.012780;0.012780;0.012524;0.014456;0.014456
12;0.071694;0.012853;0.012596;0.014539;0.014539
13;0.012929;0.012929;0.012670;0.014622;0.014622
