step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01272,0.01442,0.04326,0.00000,0.00000,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,17,17,0.03039,0.01743,0.05228,0.00000,0.00000,0.00082,8.27,0.00,0.068,278,146.3
3,3.0,21,21,0.03393,0.02139,0.06418,0.00000,0.00000,0.00168,8.27,0.00,0.068,297,150.6
4,4.0,24,24,0.03658,0.02433,0.07300,0.00000,0.00000,0.00258,8.27,0.00,0.068,318,156.0
5,5.0,27,27,0.03917,0.02725,0.08175,0.00000,0.00000,0.00351,8.27,0.00,0.068,337,159.8
6,6.0,31,31,0.04253,0.03109,0.09327,0.00000,0.00000,0.00443,8.27,0.00,0.068,341,156.6
7,7.0,32,32,0.04333,0.03204,0.09613,0.00000,0.00000,0.00541,8.27,0.00,0.068,369,164.9
8,8.0,34,34,0.04497,0.03394,0.10183,0.00000,0.00000,0.00637,8.27,0.00,0.068,370,160.1
9,9.0,35,35,0.04583,0.03489,0.10466,0.00000,0.00000,0.00734,8.27,0.00,0.068,380,159.2
10,10.0,37,37,0.04773,0.03677,0.11030,0.00000,0.00000,0.00827,8.27,0.00,0.068,389,153.5
11,11.0,40,40,0.05043,0.03956,0.11869,0.00000,0.00000,0.00919,8.27,0.00,0.068,407,152.5
12,12.0,45,45,0.05482,0.04417,0.13250,0.00000,0.00000,0.01009,8.27,0.00,0.068,414,149.6
13,13.0,47,47,0.05665,0.04599,0.13796,0.00000,0.00000,0.01099,8.27,0.00,0.068,421,146.9
14,14.0,52,52,0.06078,0.05049,0.15147,0.00000,0.00000,0.01190,8.27,0.00,0.068,447,148.8
15,15.0,55,55,0.06387,0.05316,0.15947,0.00000,0.00000,0.01273,8.27,0.00,0.068,349,131.1
16,16.0,60,60,0.06764,0.05755,0.17264,0.00000,0.00000,0.01362,8.27,0.00,0.068,380,141.5
17,17.0,67,67,0.07256,0.06358,0.19073,0.00000,0.00000,0.01461,8.27,0.00,0.068,409,155.3
18,18.0,78,78,0.08000,0.07279,0.21837,0.00000,0.00000,0.01574,8.27,0.00,0.068,443,175.5
19,19.0,91,91,0.08860,0.08327,0.24981,0.00000,0.00000,0.01702,8.27,0.00,0.068,473,196.7
20,20.0,104,104,0.09681,0.09333,0.27999,0.00000,0.00000,0.01848,8.27,0.00,0.068,508,221.8
21,21.0,117,117,0.10473,0.10299,0.30896,0.00000,0.00000,0.02013,8.27,0.00,0.068,548,248.8
22,22.0,130,130,0.11246,0.11225,0.33676,0.00000,0.00000,0.02191,8.27,0.00,0.068,566,268.2
23,23.0,141,141,0.11890,0.11980,0.35940,0.00000,0.00000,0.02382,8.27,0.00,0.068,597,285.6
