step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
53,53.0,1550,1550,0.31160,0.99252,0.00000,0.00000,0.18090,8.27,0.00,0.081,979,709.2
1,1.0,13,13,0.01884,0.04023,0.00000,0.00000,0.00114,8.27,0.00,0.159,188,151.7
2,2.0,15,15,0.02269,0.04627,0.00000,0.00000,0.00250,8.27,0.00,0.159,457,187.0
3,3.0,17,17,0.02467,0.05228,0.00000,0.00000,0.00387,8.27,0.00,0.160,467,189.5
4,4.0,19,19,0.02656,0.05825,0.00000,0.00000,0.00528,8.27,0.00,0.160,477,194.2
5,5.0,22,22,0.02941,0.06713,0.00000,0.00000,0.00672,8.27,0.00,0.160,495,198.5
6,6.0,25,25,0.03219,0.07593,0.00000,0.00000,0.00818,8.27,0.00,0.160,506,201.9
7,7.0,27,27,0.03415,0.08175,0.00000,0.00000,0.00967,8.27,0.00,0.160,518,206.0
8,8.0,32,32,0.03853,0.09613,0.00000,0.00000,0.01118,8.27,0.00,0.068,528,210.0
9,9.0,36,36,0.04221,0.10748,0.00000,0.00000,0.01276,8.27,0.00,0.068,558,219.2
10,10.0,38,38,0.04121,0.11310,0.00000,0.00000,0.00362,8.27,0.00,0.068,570,224.4
11,11.0,40,40,0.04290,0.11869,0.00000,0.00000,0.00403,8.27,0.00,0.068,580,227.7
12,12.0,41,41,0.04376,0.12147,0.00000,0.00000,0.00445,8.27,0.00,0.068,583,230.1
13,13.0,43,43,0.04543,0.12700,0.00000,0.00000,0.00487,8.27,0.00,0.068,592,232.6
14,14.0,44,44,0.04629,0.12975,0.00000,0.00000,0.00530,8.27,0.00,0.068,596,235.5
15,15.0,44,44,0.04632,0.12975,0.00000,0.00000,0.00572,8.27,0.00,0.068,597,236.4
16,16.0,45,45,0.04714,0.13250,0.00000,0.00000,0.00615,8.27,0.00,0.068,597,236.5
17,17.0,45,45,0.04720,0.13250,0.00000,0.00000,0.00659,8.27,0.00,0.068,606,238.9
18,18.0,46,46,0.04802,0.13523,0.00000,0.00000,0.00702,8.27,0.00,0.068,606,239.0
19,19.0,47,47,0.04888,0.13796,0.00000,0.00000,0.00745,8.27,0.00,0.068,615,241.4
20,20.0,48,48,0.04974,0.14068,0.00000,0.00000,0.00790,8.27,0.00,0.068,624,243.7
21,21.0,50,50,0.05136,0.14609,0.00000,0.00000,0.00834,8.27,0.00,0.068,625,244.5
22,22.0,50,50,0.05137,0.14609,0.00000,0.00000,0.00878,8.27,0.00,0.068,498,241.4
23,23.0,52,52,0.05297,0.15147,0.00000,0.00000,0.00921,8.27,0.00,0.068,498,241.4
24,24.0,52,52,0.05304,0.15147,0.00000,0.00000,0.00966,8.27,0.00,0.068,504,244.3
25,25.0,52,52,0.05307,0.15147,0.00000,0.00000,0.01010,8.27,0.00,0.068,504,244.3
26,26.0,53,53,0.05388,0.15414,0.00000,0.00000,0.01054,8.27,0.00,0.068,504,244.4
27,27.0,55,55,0.05548,0.15947,0.00000,0.00000,0.01099,8.27,0.00,0.068,506,245.1
28,28.0,56,56,0.05631,0.16212,0.00000,0.00000,0.01143,8.27,0.00,0.068,508,246.5
29,29.0,57,57,0.05714,0.16476,0.00000,0.00000,0.01188,8.27,0.00,0.068,512,248.0
30,30.0,58,58,0.05798,0.16740,0.00000,0.00000,0.01234,8.27,0.00,0.068,516,250.8
31,31.0,58,58,0.05804,0.16740,0.00000,0.00000,0.01280,8.27,0.00,0.068,520,252.9
