step;t_min;hotspot;attended;shares;statement
64;3840.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.50), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
0;0.0;Agent_2;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_2 (priority 0.50), Agent_2 share 1.00, Agent_1 share 1.00, Agent_3 share 1.00
1;60.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.30), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
2;120.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.28), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
3;180.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.26), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
4;240.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.24), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
5;300.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.22), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
6;360.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.20), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
7;420.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.18), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
8;480.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.17), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
9;540.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.15), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
10;600.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.14), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
11;660.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.12), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
12;720.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.11), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
13;780.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.10), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
14;840.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.09), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
15;900.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.08), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
16;960.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.07), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
17;1020.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.07), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
18;1080.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.06), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
19;1140.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.05), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
20;1200.0;Agent_1;Agent_1|Agent_2|Agent_3;Agent_1=1.0|Agent_2=1.0|Agent_3=1.0;Global DSS: focus on Agent_1 (priority 0.05), Agent_1 share 1.00, Agent_2 share 1.00, Agent_3 share 1.00
